"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","species"
"1957",35.6720599597586,22.0413959676467,2.58768650550604,8.5177999424379,1.62612785524974e-17,8.99005177559327e-16,"Streptomyces sclerotialus"
"2732864",59.0056144234235,-23.0374057251355,2.70637613263944,-8.51227050346024,1.70560108693902e-17,9.38408598025487e-16,"Modestobacter italicus"
"2074",67.990671944621,22.0823699405247,2.59495155673886,8.50974265133343,1.74319821810223e-17,9.54505282677603e-16,"Pseudonocardia autotrophica"
"2975967",34.0215331289218,22.1022968047708,2.59842556246364,8.50603424014,1.79983829259285e-17,9.80826162877742e-16,"Kribbella sp. NBC_00382"
"2653200",44.3688949350475,-23.2549884734791,2.73549644824092,-8.50119490684529,1.87648996069951e-17,1.01775123745238e-15,"Streptomyces phaeolivaceus"
"2799564",111.668637169073,-26.0649939320887,3.0671613957813,-8.49808359219035,1.92746293789863e-17,1.04046631421282e-15,"Pseudoalteromonas sp. LC2018020214"
"2759660",154.90700653817,-26.6372509777667,3.13677709033954,-8.49191708897726,2.03256002097132e-17,1.09204774084487e-15,"Bartonella sp. HY038"
"2060726",36.6329035672858,21.8949853166997,2.57926516677187,8.48884620269688,2.0869869540571e-17,1.11605040664624e-15,"Neorhizobium sp. SOG26"
"2903788",33.6854749127257,-22.9933675535386,2.71001638021146,-8.48458618975007,2.16487755068885e-17,1.15231900884108e-15,"Streptomyces sp. NBC_01235"
"3239962",88.8625686892826,24.7883553432547,2.92211266244983,8.48302519673309,2.19413122203849e-17,1.16248322708372e-15,"Micromonospora sp. CA-248260"
"3004092",46.0478512464489,21.8689278885561,2.57823920738932,8.48211749549037,2.21132090473827e-17,1.16619154072925e-15,"Kitasatospora cathayae"
"2821559",174.775209335911,26.1028377639681,3.0778071821607,8.48098539611672,2.23294645102571e-17,1.17219445805221e-15,"Pseudomonas sp. IsoF"
"2898438",36.838145665629,21.9564934014701,2.58936737888374,8.47948173771132,2.26199249545758e-17,1.18202018803729e-15,"Svornostia abyssi"
"2690837",30.3129035734028,21.9066251741565,2.58426430368446,8.47692905981929,2.31215832169431e-17,1.20274271970317e-15,"Eggerthella guodeyinii"
"1149133",43.1084565006181,21.8485060720722,2.57865778904969,8.47282107957566,2.39520333471126e-17,1.24030348246315e-15,"Metapseudomonas furukawaii"
"1637831",134.754910225003,24.7553161169493,2.92598829988119,8.46049730204131,2.66239709468029e-17,1.37245370952798e-15,"Burkholderia sp. MSMB617WGS"
"2843640",29.7659288906402,-24.3605055659504,2.8825802816518,-8.45093741916224,2.88973127755826e-17,1.4829634412725e-15,"Zedzedvirus zz1"
"2570229",56.5635938422903,21.6969516156399,2.56821100068941,8.44827454201213,2.95639511155887e-17,1.51040114538749e-15,"Phreatobacter aquaticus"
"33072",36.9245288598795,21.712014204419,2.57065575601506,8.44609946454917,3.01197098864154e-17,1.53195537751172e-15,"Gloeobacter violaceus"
"2975872",102.706645369256,25.5814932983812,3.03014339471751,8.44233752863898,3.11053610113093e-17,1.57508739563462e-15,"Streptomyces sp. NBC_01546"
"2666183",91.5936448586373,24.6210828793642,2.91667707411236,8.44148400859812,3.13333796753018e-17,1.57964403966588e-15,"Pseudomonas juntendi"
"45663",60.285325013744,24.4689358763193,2.89979667125174,8.43815572274483,3.22383937239682e-17,1.61814113060128e-15,"Desulfohalobium retbaense"
"3445672",81.1338358134536,24.6563622129158,2.9228383817102,8.43575969413985,3.29058287465113e-17,1.64442927587369e-15,"Microbacterium sp. CJ88"
"2878151",82.7578923288398,24.5188123371753,2.90706044203965,8.43422860515841,3.33394464401456e-17,1.65885489156968e-15,"Caballeronia sp. SL2Y3"
"3081749",34.4598070887067,-22.8208319077151,2.70644405933686,-8.43203532287554,3.39704403401041e-17,1.68293384957641e-15,"Congregicoccus parvus"
"34",123.428813843464,24.816491191208,2.94712013237629,8.42059029714483,3.74592077327669e-17,1.84777229868011e-15,"Myxococcus xanthus"
"2589790",74.8212163647346,25.4545239465232,3.02493509603246,8.41489920888208,3.93232873732547e-17,1.93139785707952e-15,"Shewanella sp. LC6"
"1756993",21.2751764804552,-24.0826687517512,2.8631300096415,-8.41130813852446,4.05462987172428e-17,1.98295659196635e-15,"Phytobacter sp. SCO41"
"436663",102.878415760527,24.5641651077809,2.92539568698644,8.39686925671426,4.58540119137477e-17,2.23299281847203e-15,"Sphingopyxis indica"
"3133307",113.726636902257,-25.7694572696237,3.07016680744817,-8.39350396437985,4.71863742368187e-17,2.28813926595828e-15,"Sorangium sp. So ce381"
"391586",39.1566959944635,23.8952394821294,2.85543838017595,8.36832608541775,5.84424792194195e-17,2.82200730880606e-15,"Vibrio sp. 16"
"3398775",52.415518265875,24.2295082802145,2.89635126113338,8.36552824422727,5.98461918069029e-17,2.87764629847982e-15,"Mycoplasma sp. Z331B"
"84595",135.866228816121,24.4600820865108,2.92587621287935,8.35991692978687,6.27624342167645e-17,3.00524392124123e-15,"Gordonia polyisoprenivorans"
"38286",132.399478934957,-25.7647437007961,3.09170209495605,-8.3335143262444,7.84773516526291e-17,3.74206171796953e-15,"Corynebacterium afermentans"
"376",182.803843966685,-25.6929534987402,3.08543698057097,-8.32716845637392,8.27988843885812e-17,3.93174453503288e-15,"Bradyrhizobium sp."
"2705012",42.648219042831,-22.8180172075935,2.744063616824,-8.31541115435334,9.14347207181772e-17,4.3238799334662e-15,"Streptacidiphilus sp. PB12-B1b"
