,122021_Coralina_2021_Baya_027_PSTR4_S34,122021_Coralina_2021_Baya_033_PSTR7_S35,122021_Coralina_2021_Baya_035_PSTR_S32,122021_Coralina_2021_Baya_037_PSTR_S33
758793,148.3957447,0,0,0
215578,41.35619114,147.3130868,244.4190973,0
3125783,255.4352982,0,0,0
2739063,29.19260551,186.0796886,219.9771876,215.4888604
3039851,55.9524939,0,0,0
413502,82.71238229,139.5597665,171.0933681,131.6876369
116188,46.2216254,0,0,0
29558,31.62532264,0,0,0
3029174,150.8284618,108.546485,0,0
693153,70.54879666,279.1195329,456.2489816,0
199596,138.6648762,0,0,0
186931,0,0,0,0
1286181,0,85.28652395,114.0622454,0
1613,231.108127,0,171.0933681,0
3435775,0,201.5863293,195.5352778,0
2493671,253.0025811,0,0,0
2711221,121.6358563,162.8197275,0,191.5456537
2527968,38.92347402,0,0,0
1921421,527.8996164,100.7931647,0,0
434010,0,0,0,0
2983210,0,364.4060569,334.0394329,0
2055,0,0,0,0
90244,29.19260551,217.0929701,0,0
2664436,72.98151378,0,0,0
3158582,148.3957447,0,0,0
3048494,128.9340077,201.5863293,146.6514584,0
38986,114.3377049,209.3396497,195.5352778,227.4604638
3439547,41.35619114,0,81.47303243,0
2588536,99.74140217,0,219.9771876,0
1275,0,0,0,0
48076,0,0,0,0
3074107,24.32717126,131.8064461,0,0
1218493,80.27966516,85.28652395,154.7987616,227.4604638
434014,153.2611789,0,0,0
3077946,0,124.0531258,171.0933681,143.6592403
2907156,0,0,0,0
3056107,0,193.833009,0,706.3245981
113562,48.65434252,0,105.9149422,191.5456537
2810347,60.81792815,0,195.5352778,0
2921549,77.84694803,0,154.7987616,0
390989,0,0,0,0
487,0,0,0,0
1702325,0,0,0,0
3448123,34.05803977,0,0,0
839,70.54879666,77.53320359,122.2095486,167.602447
1719132,29.19260551,0,0,0
2599927,141.0975933,403.1726587,0,419.0061175
1921699,0,232.5996108,0,119.7160336
90736,94.87596792,0,0,167.602447
2072642,97.30868504,116.2998054,97.76763891,119.7160336
564137,0,124.0531258,122.2095486,203.5172571
87,68.11607953,116.2998054,0,0
107709,31.62532264,100.7931647,0,0
154,24.32717126,387.666018,285.1556135,131.6876369
374606,0,0,0,335.204894
3014784,0,178.3263683,0,0
3439062,121.6358563,93.03984431,105.9149422,0
2527990,29.19260551,0,0,143.6592403
130049,158.1266132,0,0,0
2292255,0,0,0,0
1643,102.1741193,0,0,0
1306526,87.57781654,93.03984431,0,0
2296,60.81792815,248.1062515,130.3568519,191.5456537
2926709,24.32717126,77.53320359,0,0
158841,243.2717126,0,0,0
68231,29.19260551,147.3130868,0,227.4604638
2588711,53.51977677,0,0,0
2954618,0,0,0,1005.614682
1920,0,0,0,0
2358479,109.4722707,0,0,0
267818,80.27966516,0,171.0933681,0
216936,63.25064528,0,81.47303243,0
393765,34.05803977,0,0,0
2911527,0,0,138.5041551,730.2678048
61646,77.84694803,147.3130868,114.0622454,215.4888604
119394,60.81792815,232.5996108,244.4190973,0
253703,46.2216254,224.8462904,0,119.7160336
1766,0,0,0,0
1505907,0,0,0,0
555791,0,0,0,0
3400218,24.32717126,0,0,0
3039384,0,0,0,0
2802971,26.75988839,0,0,0
3133290,0,0,0,0
82981,43.78890827,100.7931647,130.3568519,0
2651334,0,0,0,0
3030210,0,116.2998054,0,0
1390185,0,0,0,0
2026199,72.98151378,217.0929701,325.8921297,0
34094,31.62532264,286.8728533,244.4190973,299.2900839
3035692,80.27966516,0,0,0
398736,0,77.53320359,0,131.6876369
3425129,398.9656087,0,0,0
3383027,102.1741193,155.0664072,130.3568519,155.6308436
207949,51.08705965,162.8197275,268.861007,323.2332906
2976003,51.08705965,0,0,167.602447
192389,29.19260551,155.0664072,130.3568519,179.5740504
2866162,0,0,0,0
2975959,114.3377049,0,0,0
1176533,0,0,0,0
3447453,68.11607953,0,0,0
3138498,184.8865016,0,0,0
2921515,0,0,0,0
454148,55.9524939,131.8064461,97.76763891,167.602447
470931,24.32717126,139.5597665,0,0
3234139,0,0,0,0
1581,87.57781654,108.546485,0,0
267363,0,0,0,0
3156079,60.81792815,0,0,0
54911,165.4247646,0,81.47303243,0
472181,43.78890827,0,195.5352778,179.5740504
538949,53.51977677,0,89.62033567,0
3395321,53.51977677,124.0531258,0,0
1514904,0,0,122.2095486,0
77095,175.1556331,0,0,0
3034020,620.3428672,85.28652395,0,0
3112003,70.54879666,77.53320359,138.5041551,143.6592403
301302,155.6938961,147.3130868,260.7137038,203.5172571
2895495,24.32717126,0,0,0
47679,0,0,268.861007,0
2005262,0,294.6261737,219.9771876,323.2332906
2743470,58.38521103,155.0664072,97.76763891,0
577386,99.74140217,0,0,0
3157343,143.5303104,0,0,0
2770788,145.9630276,0,0,0
1338368,24.32717126,0,0,0
3070658,0,209.3396497,0,311.2616873
2778876,0,0,0,119.7160336
1833,287.0606209,364.4060569,0,0
1644130,162.9920474,379.9126976,0,0
3413030,77.84694803,170.5730479,0,119.7160336
3413936,0,0,0,0
338645,102.1741193,0,154.7987616,0
3160607,0,0,0,0
633404,31.62532264,0,0,0
664643,107.0395535,0,0,0
3028082,36.49075689,0,0,0
3065865,0,85.28652395,0,0
1085647,85.14509941,116.2998054,0,0
152331,51.08705965,93.03984431,81.47303243,0
488732,0,193.833009,366.6286459,335.204894
47880,0,0,0,0
2770772,578.986676,0,0,263.3752739
2903645,0,0,0,0
2898442,0,0,0,0
67385,63.25064528,0,0,0
2512235,0,0,0,0
1547898,109.4722707,0,0,0
3121295,36.49075689,0,0,0
1642647,87.57781654,0,0,0
1305740,0,0,0,0
57043,46.2216254,387.666018,472.5435881,0
1038928,43.78890827,0,0,0
388640,0,0,0,0
2137,53.51977677,85.28652395,122.2095486,167.602447
3243368,0,0,0,0
3002962,0,0,0,0
185951,24.32717126,0,0,0
2219225,0,0,0,0
1921698,0,240.3529311,0,131.6876369
3144874,70.54879666,0,0,0
29379,29.19260551,0,0,0
3151487,34.05803977,77.53320359,211.8298843,0
2563896,72.98151378,0,211.8298843,0
520,0,0,0,0
1365176,34.05803977,124.0531258,0,167.602447
2507538,77.84694803,0,89.62033567,0
2684113,90.01053367,108.546485,0,0
453816,60.81792815,0,81.47303243,0
45254,58.38521103,77.53320359,0,131.6876369
3435883,265.1661667,0,0,0
2518989,34.05803977,0,0,0
161879,48.65434252,124.0531258,0,239.4320671
40577,34.05803977,193.833009,146.6514584,131.6876369
2828656,255.4352982,93.03984431,0,0
171865,0,0,0,0
2883236,136.2321591,472.9525419,439.9543751,0
2903562,0,100.7931647,187.3879746,251.4036705
2745947,43.78890827,155.0664072,171.0933681,155.6308436
3064829,34.05803977,0,0,0
2661630,60.81792815,0,0,0
120962,0,0,0,0
339617,0,0,0,0
2066,0,0,0,0
3424717,0,0,0,0
521689,0,0,0,0
3350174,41.35619114,0,0,0
2749999,0,0,0,0
392011,138.6648762,131.8064461,138.5041551,119.7160336
1874630,0,271.3662126,187.3879746,335.204894
2267891,0,108.546485,130.3568519,0
2107999,0,155.0664072,0,347.1764973
178214,55.9524939,248.1062515,89.62033567,0
2675378,162.9920474,155.0664072,162.9460649,0
585425,0,0,0,0
865757,87.57781654,85.28652395,0,0
300,65.6833624,0,0,0
1931275,0,0,0,0
3138066,60.81792815,0,0,0
2099786,92.44325079,108.546485,97.76763891,0
1178515,36.49075689,186.0796886,162.9460649,251.4036705
98668,0,286.8728533,293.3029167,0
556533,31.62532264,0,0,0
983548,87.57781654,0,219.9771876,143.6592403
3435409,0,0,97.76763891,131.6876369
2058625,53.51977677,0,0,0
1705,31.62532264,139.5597665,114.0622454,0
3161138,60.81792815,0,0,0
786,0,131.8064461,146.6514584,0
2448483,0,0,0,0
230089,41.35619114,131.8064461,154.7987616,0
470076,24.32717126,0,0,0
1145106,46.2216254,0,0,0
3050270,0,0,0,0
55205,583.8521103,147.3130868,105.9149422,0
1553431,559.524939,0,0,0
29405,34.05803977,0,0,179.5740504
2944933,0,240.3529311,179.2406713,371.1197041
264636,124.0685734,0,0,0
2817477,126.5012906,0,122.2095486,0
2830998,0,0,0,0
1749074,0,232.5996108,268.861007,191.5456537
273384,0,0,0,0
2884022,51.08705965,0,0,0
42684,38.92347402,0,0,0
3396405,0,348.8994162,342.1867362,0
2866807,0,418.6792994,0,526.7505477
3230973,90.01053367,0,81.47303243,0
1850238,0,0,0,0
3131995,55.9524939,0,0,0
82987,31.62532264,108.546485,114.0622454,0
3381777,128.9340077,0,0,0
2921465,0,0,439.9543751,634.4949779
3066237,0,0,0,0
3379131,0,0,0,0
237609,182.4537845,0,0,0
311230,141.0975933,0,0,0
861533,0,0,0,0
2928154,107.0395535,0,0,0
2725494,38.92347402,0,0,0
1130723,72.98151378,131.8064461,162.9460649,0
3060737,126.5012906,0,0,0
178899,43.78890827,317.8861347,146.6514584,335.204894
622488,65.6833624,0,0,0
29459,0,0,317.7448265,658.4381846
3243766,379.5038717,0,211.8298843,0
2814292,36.49075689,0,0,0
37930,111.9049878,0,0,0
3240024,325.9840949,0,0,0
1882662,0,100.7931647,0,0
291594,0,0,0,0
1924940,0,0,0,0
1284658,24.32717126,0,0,0
2789216,0,0,0,0
3112165,0,0,0,0
37330,34.05803977,0,0,0
3133968,31.62532264,155.0664072,97.76763891,155.6308436
3239982,65.6833624,0,0,0
45398,0,201.5863293,130.3568519,0
3048338,0,0,0,0
2005884,60.81792815,0,0,0
1834167,65.6833624,85.28652395,105.9149422,0
2973512,43.78890827,0,0,0
3115291,58.38521103,0,0,0
367477,0,0,0,0
420402,24.32717126,0,0,0
72556,26.75988839,0,0,0
1270,0,0,0,0
39687,0,0,0,0
3366810,55.9524939,0,105.9149422,131.6876369
1461694,0,0,0,0
2906072,0,0,0,0
3137182,0,0,0,0
154288,284.6279038,139.5597665,0,0
2734618,0,0,0,0
2589990,119.2031392,0,0,0
3059716,0,0,0,0
214856,0,0,171.0933681,0
1915078,0,0,0,0
1274631,58.38521103,0,0,0
3047463,24.32717126,0,97.76763891,0
93064,0,0,0,0
2903821,184.8865016,0,0,191.5456537
1329,31.62532264,124.0531258,0,0
3079304,0,147.3130868,0,227.4604638
3241602,0,333.3927755,309.5975232,347.1764973
257708,26.75988839,0,122.2095486,0
565033,34.05803977,0,0,167.602447
2004515,0,0,0,0
3418557,46.2216254,0,0,0
1775910,0,0,0,0
3133306,72.98151378,139.5597665,122.2095486,0
1769779,29.19260551,0,0,0
319706,0,0,0,0
151081,46.2216254,0,0,0
3409691,162.9920474,0,0,0
3117012,197.0500872,116.2998054,97.76763891,0
2377,90.01053367,85.28652395,81.47303243,263.3752739
2903857,1050.933798,0,0,0
404589,48.65434252,0,0,0
3080976,0,0,162.9460649,0
1335048,0,0,0,0
1963026,0,0,0,0
2597358,63.25064528,325.6394551,0,0
83262,0,0,0,0
1619313,46.2216254,155.0664072,211.8298843,0
2793009,0,0,0,0
744515,65.6833624,0,114.0622454,155.6308436
2662363,0,0,0,0
2903850,0,0,0,0
1646377,36.49075689,147.3130868,179.2406713,323.2332906
2924034,80.27966516,279.1195329,114.0622454,0
1496080,36.49075689,0,0,0
3042299,0,0,0,0
391586,0,0,0,0
356302,26.75988839,0,0,0
2795386,0,108.546485,0,0
53336,41.35619114,162.8197275,195.5352778,0
2570586,63.25064528,0,97.76763891,0
3077944,180.0210673,0,0,0
32025,68.11607953,124.0531258,114.0622454,0
68239,0,0,0,0
216945,51.08705965,0,89.62033567,0
202,51.08705965,77.53320359,0,191.5456537
2954679,0,139.5597665,122.2095486,0
298596,77.84694803,0,122.2095486,0
658446,0,0,0,0
162426,233.5408441,0,0,0
714067,0,0,0,155.6308436
1297742,0,201.5863293,187.3879746,239.4320671
2008440,60.81792815,0,0,0
1232430,58.38521103,0,0,0
2969597,0,0,0,0
1945512,43.78890827,0,122.2095486,0
56142,38.92347402,0,0,0
3423959,661.6990583,0,0,0
2708053,143.5303104,0,0,0
3133315,0,310.1328144,228.1244908,299.2900839
2691918,0,108.546485,130.3568519,0
2681987,0,263.6128922,0,263.3752739
1230533,41.35619114,263.6128922,114.0622454,155.6308436
1814128,51.08705965,131.8064461,0,0
1689272,85.14509941,0,0,0
412965,48.65434252,178.3263683,171.0933681,0
2233851,24.32717126,0,0,0
109232,0,0,0,0
2585716,216.5118242,0,105.9149422,0
3394361,133.7994419,0,0,0
62088,65.6833624,279.1195329,122.2095486,287.3184806
82801,58.38521103,0,0,0
2125,34.05803977,0,0,0
576611,153.2611789,0,0,0
1566351,0,0,0,0
29291,72.98151378,0,0,0
453304,43.78890827,0,0,0
333367,0,0,0,0
453783,26.75988839,93.03984431,0,0
3415750,34.05803977,131.8064461,0,0
1004279,26.75988839,0,0,0
2903557,26.75988839,0,0,0
1017,65.6833624,147.3130868,195.5352778,239.4320671
1867,26.75988839,0,0,0
2020412,0,0,154.7987616,143.6592403
3119007,0,0,0,0
2716812,0,0,0,0
2575440,65.6833624,0,0,0
2117,68.11607953,77.53320359,0,131.6876369
28119,153.2611789,108.546485,97.76763891,0
2806347,41.35619114,0,0,0
3093864,0,0,0,0
1841249,43.78890827,0,0,0
683292,0,0,0,0
2721545,102.1741193,124.0531258,89.62033567,119.7160336
3117746,55.9524939,0,0,0
2594883,63.25064528,0,114.0622454,0
3410268,29.19260551,0,0,0
3402864,0,0,0,0
2903580,0,240.3529311,0,0
3070215,99.74140217,85.28652395,0,131.6876369
2819098,0,0,0,0
132920,0,0,0,0
1806670,55.9524939,0,122.2095486,0
70775,46.2216254,108.546485,0,0
1720344,0,534.9791048,0,0
290053,68.11607953,178.3263683,114.0622454,119.7160336
1986204,0,147.3130868,130.3568519,0
3060621,65.6833624,116.2998054,138.5041551,203.5172571
188144,99.74140217,139.5597665,114.0622454,0
2932256,75.41423091,124.0531258,0,0
83556,31.62532264,0,114.0622454,0
294699,65.6833624,0,0,0
2215,87.57781654,364.4060569,0,0
171291,24.32717126,0,0,0
2975963,0,0,0,0
2843640,0,0,0,0
1943633,26.75988839,0,0,0
3026418,0,0,0,0
1685,270.031601,0,0,0
2954647,0,0,431.8070719,550.6937544
1468449,55.9524939,209.3396497,195.5352778,0
410332,24.32717126,0,0,0
148813,58.38521103,0,0,0
2817656,0,0,0,0
73780,0,0,0,0
52690,369.7730032,0,0,0
504,114.3377049,0,0,0
131318,0,325.6394551,391.0705556,179.5740504
571949,63.25064528,0,0,0
2975777,0,0,0,0
74031,0,0,0,0
1859475,131.3667248,147.3130868,89.62033567,119.7160336
69499,80.27966516,178.3263683,89.62033567,119.7160336
2758573,0,0,0,0
200,124.0685734,0,0,0
215743,133.7994419,0,0,0
262076,51.08705965,0,0,0
656366,0,162.8197275,0,0
55802,63.25064528,139.5597665,0,0
189425,46.2216254,116.2998054,105.9149422,0
2903797,55.9524939,0,138.5041551,215.4888604
2993543,36.49075689,0,0,0
1884905,63.25064528,0,0,0
2732593,26.75988839,0,0,0
3387407,97.30868504,0,0,0
2866311,0,0,146.6514584,191.5456537
288,0,0,0,0
69362,34.05803977,0,0,0
2744516,0,162.8197275,0,407.0345141
2051906,204.3482386,0,0,0
3448124,26.75988839,162.8197275,97.76763891,131.6876369
191302,0,0,0,0
3366809,0,108.546485,89.62033567,0
879969,97.30868504,0,0,0
3066289,0,0,0,0
3041619,63.25064528,100.7931647,0,0
1803177,0,0,0,0
2599305,104.6068364,0,0,0
3073902,60.81792815,0,0,0
264739,36.49075689,0,0,0
56459,133.7994419,0,0,0
748247,107.0395535,0,0,0
1064539,0,0,0,0
430679,60.81792815,0,0,0
3064001,338.1476805,108.546485,0,0
319653,0,0,0,0
2796928,111.9049878,0,0,0
1547922,542.4959191,0,0,0
1223566,41.35619114,0,0,0
1945658,0,0,0,0
2824561,24.32717126,0,0,0
2763068,0,0,0,0
1961362,0,0,0,0
1199245,29.19260551,93.03984431,0,0
864828,0,193.833009,0,0
1653480,428.1582142,0,0,0
29375,53.51977677,124.0531258,203.6825811,0
229155,99.74140217,147.3130868,0,0
1397108,0,0,0,0
3383025,87.57781654,0,97.76763891,0
2744523,0,0,0,0
216963,0,100.7931647,105.9149422,0
84980,29.19260551,0,0,0
1675686,31.62532264,0,0,0
3131936,36.49075689,162.8197275,0,203.5172571
2004646,36.49075689,0,0,0
2518971,70.54879666,0,0,0
2908645,99.74140217,0,0,0
2517362,0,139.5597665,0,0
1325102,60.81792815,0,0,0
2861775,0,0,0,0
204038,29.19260551,0,89.62033567,0
70863,0,0,0,0
2865833,31.62532264,0,0,0
3273802,26.75988839,0,0,0
344163,0,224.8462904,0,550.6937544
47883,94.87596792,178.3263683,105.9149422,0
73141,0,0,0,0
2740163,53.51977677,0,0,0
3439042,63.25064528,147.3130868,97.76763891,0
500610,38.92347402,155.0664072,195.5352778,0
58138,111.9049878,0,0,0
1759399,0,0,0,0
2745561,0,0,0,0
680248,31.62532264,0,0,0
3447013,31.62532264,0,0,131.6876369
3239898,0,0,0,0
2829501,0,0,0,0
515393,0,0,89.62033567,167.602447
2970818,0,0,0,0
404405,0,0,0,0
1536773,138.6648762,93.03984431,0,0
3390033,0,0,0,0
1874361,36.49075689,0,0,0
2921401,68.11607953,0,105.9149422,0
2190,104.6068364,131.8064461,0,0
1590041,46.2216254,0,97.76763891,0
224719,55.9524939,124.0531258,97.76763891,0
3077948,31.62532264,0,0,0
1699622,0,147.3130868,0,275.3468772
2547970,107.0395535,77.53320359,0,0
2119,0,93.03984431,0,131.6876369
1524460,94.87596792,0,0,0
2490855,121.6358563,147.3130868,0,239.4320671
108486,0,0,0,0
3103144,29.19260551,108.546485,130.3568519,0
1267217,34.05803977,0,0,0
1124597,41.35619114,0,0,0
1328770,92.44325079,0,0,0
1903686,0,0,0,0
36740,0,0,0,0
3077930,48.65434252,0,0,0
3036945,60.81792815,209.3396497,0,0
2589076,0,0,0,0
1583100,104.6068364,0,285.1556135,0
2740807,0,0,0,0
1523415,0,0,0,0
40834,0,162.8197275,0,0
94254,72.98151378,0,0,0
2943192,36.49075689,0,0,0
1048205,48.65434252,0,122.2095486,179.5740504
211114,75.41423091,131.8064461,0,167.602447
447689,158.1266132,100.7931647,105.9149422,0
3413029,128.9340077,93.03984431,130.3568519,0
419479,0,0,0,0
3387397,0,147.3130868,252.5664005,347.1764973
1712516,92.44325079,0,81.47303243,0
2121,26.75988839,0,0,0
1637853,0,317.8861347,0,514.7789443
408783,0,0,0,0
47960,48.65434252,0,0,0
671077,0,124.0531258,81.47303243,215.4888604
2819104,0,0,0,0
3240042,26.75988839,0,0,0
1886670,92.44325079,0,0,0
2758440,226.2426927,0,0,0
417574,53.51977677,217.0929701,0,191.5456537
2807512,46.2216254,0,0,0
71433,36.49075689,294.6261737,154.7987616,179.5740504
1908224,0,108.546485,0,0
2921702,0,0,0,0
2745511,75.41423091,139.5597665,179.2406713,0
2779518,72.98151378,124.0531258,146.6514584,0
171632,26.75988839,0,0,0
3033392,0,0,0,0
1523392,138.6648762,77.53320359,0,0
2231053,36.49075689,209.3396497,187.3879746,0
43765,85.14509941,0,0,0
113267,31.62532264,193.833009,114.0622454,0
367190,0,93.03984431,114.0622454,0
1166078,0,124.0531258,105.9149422,203.5172571
1514105,80.27966516,100.7931647,0,119.7160336
2109914,55.9524939,108.546485,0,0
2864217,46.2216254,0,0,0
3118085,70.54879666,0,0,0
430914,0,294.6261737,138.5041551,383.0913074
1233873,0,0,0,0
2926399,31.62532264,193.833009,154.7987616,0
3458682,53.51977677,0,138.5041551,0
3234954,80.27966516,193.833009,277.0083102,0
2009329,0,0,0,0
323284,805.2293687,0,0,0
1138194,162.9920474,0,0,0
1639108,43.78890827,0,0,0
232346,0,279.1195329,236.271794,275.3468772
157592,80.27966516,0,0,0
2815167,63.25064528,0,0,0
35806,68.11607953,0,0,0
1792,43.78890827,0,0,0
2305987,58.38521103,0,89.62033567,0
3400846,0,317.8861347,309.5975232,0
198620,0,0,0,0
2545798,48.65434252,0,0,0
2914710,68.11607953,0,0,0
76116,0,0,0,0
914150,34.05803977,0,0,0
28125,0,0,0,131.6876369
137732,111.9049878,0,0,0
3015170,41.35619114,0,0,0
191390,63.25064528,0,89.62033567,0
2054227,0,286.8728533,0,0
2949994,26.75988839,0,0,0
3230990,85.14509941,0,130.3568519,275.3468772
56146,0,155.0664072,0,203.5172571
2773454,43.78890827,0,0,0
2971606,0,0,0,0
3391822,41.35619114,0,0,0
2587163,0,0,0,0
2528007,65.6833624,0,0,0
3066271,0,0,0,0
3240027,36.49075689,0,0,0
2498135,430.5909313,0,0,0
1636152,0,0,0,0
882104,34.05803977,0,130.3568519,167.602447
3075198,0,0,0,0
3240071,153.2611789,333.3927755,0,0
2984843,0,0,0,0
1758194,34.05803977,0,0,0
2020962,46.2216254,0,0,0
197614,177.5883502,0,0,0
2996782,0,0,0,0
536,0,0,105.9149422,0
1406512,24.32717126,0,0,0
833,26.75988839,0,171.0933681,215.4888604
103855,43.78890827,0,162.9460649,0
2507582,31.62532264,0,0,0
906888,99.74140217,116.2998054,97.76763891,0
2571747,0,0,0,0
84531,46.2216254,186.0796886,0,191.5456537
2817408,0,472.9525419,0,0
204525,0,0,0,0
198618,245.7044297,85.28652395,122.2095486,0
3034233,158.1266132,0,130.3568519,131.6876369
452,43.78890827,139.5597665,138.5041551,167.602447
2527691,26.75988839,124.0531258,0,131.6876369
2954506,0,0,0,0
3242193,121.6358563,0,0,0
2100116,90.01053367,0,0,0
3003348,63.25064528,77.53320359,0,0
2745510,0,0,0,0
240427,46.2216254,0,0,119.7160336
2857077,0,0,0,0
3341829,0,0,105.9149422,0
710705,46.2216254,0,0,0
2983246,0,0,146.6514584,0
3130166,48.65434252,0,146.6514584,0
1002546,0,0,0,0
1928,0,0,0,0
1714373,204.3482386,0,0,0
2675792,0,0,0,0
2817413,0,0,0,0
1006155,0,77.53320359,105.9149422,0
111955,65.6833624,0,0,0
2774835,0,542.7324252,391.0705556,0
2493668,34.05803977,0,0,0
2003551,53.51977677,0,879.9087502,0
53408,107.0395535,0,0,0
732,41.35619114,0,146.6514584,179.5740504
3030492,70.54879666,77.53320359,130.3568519,0
3445355,0,0,0,0
537,43.78890827,0,0,0
375489,82.71238229,131.8064461,122.2095486,335.204894
36738,0,0,0,0
3034648,0,0,0,0
2919921,121.6358563,85.28652395,228.1244908,0
184914,0,0,0,0
2916397,53.51977677,0,0,0
1054041,26.75988839,0,89.62033567,0
3372858,0,0,0,0
82983,0,0,0,0
3160831,0,0,138.5041551,0
2026191,70.54879666,155.0664072,97.76763891,0
3395316,0,0,0,0
54261,65.6833624,0,0,0
3394146,60.81792815,0,0,0
1714845,0,0,0,0
1173101,68.11607953,93.03984431,81.47303243,0
39669,24.32717126,0,0,0
3385202,0,0,105.9149422,0
3240072,0,0,0,0
1664069,53.51977677,0,0,0
189691,87.57781654,85.28652395,105.9149422,0
1188319,0,139.5597665,146.6514584,335.204894
3242682,0,0,97.76763891,155.6308436
1302235,29.19260551,0,0,0
2975870,333.2822463,0,0,0
3118332,109.4722707,248.1062515,162.9460649,251.4036705
208216,41.35619114,0,0,0
1981510,109.4722707,0,97.76763891,0
37929,0,0,0,802.0974249
2005703,41.35619114,178.3263683,0,0
3230987,70.54879666,0,0,0
33940,0,0,0,0
1874317,55.9524939,0,0,0
3032282,51.08705965,0,0,0
2184053,31.62532264,0,0,0
340146,48.65434252,0,0,0
57372,85.14509941,0,0,0
2925841,0,0,0,0
2726189,0,0,0,0
2175864,0,0,0,0
2058624,75.41423091,0,0,0
102862,204.3482386,0,0,0
1005039,24.32717126,0,114.0622454,0
120963,136.2321591,255.8595719,277.0083102,143.6592403
3240783,172.722916,0,0,0
3398231,26.75988839,0,0,0
2604832,0,0,0,0
212403,420.8600628,0,114.0622454,0
2728835,0,0,0,0
936476,92.44325079,0,0,0
1562720,58.38521103,0,0,0
34007,0,0,0,0
267128,0,0,0,0
2584094,0,0,0,0
2751171,34.05803977,0,0,0
60893,107.0395535,100.7931647,105.9149422,0
2026187,53.51977677,155.0664072,0,203.5172571
3080014,31.62532264,0,0,0
1608957,0,0,0,0
76936,26.75988839,0,114.0622454,0
2714925,0,263.6128922,211.8298843,239.4320671
114885,107.0395535,147.3130868,81.47303243,0
948519,0,0,0,0
476157,55.9524939,93.03984431,0,0
68246,60.81792815,0,0,0
3139408,0,248.1062515,105.9149422,119.7160336
410,55.9524939,0,0,0
2996034,24.32717126,108.546485,146.6514584,215.4888604
2815577,80.27966516,0,0,0
3078083,51.08705965,93.03984431,0,179.5740504
1549858,0,0,0,0
3077928,0,0,0,0
2163011,58.38521103,124.0531258,154.7987616,179.5740504
401471,46.2216254,0,0,0
1681,41.35619114,0,0,0
1891644,0,0,0,0
879274,0,0,0,0
414,34.05803977,0,0,0
280236,491.4088595,0,0,0
3386553,498.7070108,0,0,0
281362,0,147.3130868,154.7987616,0
93220,68.11607953,139.5597665,154.7987616,0
2211212,65.6833624,0,0,0
261964,121.6358563,0,162.9460649,0
3157618,0,116.2998054,146.6514584,0
2047744,24.32717126,0,0,0
593909,51.08705965,0,0,0
556287,29.19260551,0,0,0
3019892,0,0,0,0
685,0,0,0,0
661488,155.6938961,0,0,0
3237371,0,0,0,0
2898581,0,0,0,0
2916816,63.25064528,0,0,0
33037,0,255.8595719,236.271794,0
1801,0,0,154.7987616,395.0629108
351052,0,0,0,0
2750812,43.78890827,0,0,0
28099,0,0,0,0
29561,82.71238229,93.03984431,0,131.6876369
3071567,43.78890827,0,0,0
3067904,0,0,0,0
37637,46.2216254,0,0,0
2890318,136.2321591,224.8462904,81.47303243,0
2038636,29.19260551,0,0,0
114054,119.2031392,0,0,0
283686,53.51977677,0,0,0
3160832,34.05803977,0,0,0
3072790,0,201.5863293,0,0
3151599,0,0,382.9232524,0
358220,0,0,374.7759492,0
292414,0,0,0,0
2202141,104.6068364,0,0,0
47872,0,0,0,0
2663857,0,0,0,0
3231716,72.98151378,0,0,0
2970464,0,0,0,0
43768,51.08705965,0,0,0
1842727,31.62532264,0,0,0
2709380,0,0,0,0
1774216,0,248.1062515,0,323.2332906
1349410,0,85.28652395,0,0
1979954,24.32717126,93.03984431,0,0
1872122,177.5883502,0,0,0
3418417,0,0,0,0
2710758,26.75988839,77.53320359,105.9149422,0
183795,0,93.03984431,89.62033567,0
1128151,228.6754099,0,0,0
1639348,0,0,0,0
55211,0,0,0,0
3349878,0,0,0,0
2485124,0,0,0,0
3028375,0,0,0,0
2231721,0,0,0,0
3237105,82.71238229,201.5863293,122.2095486,0
2058136,116.7704221,0,0,0
3166643,0,0,0,0
2579250,58.38521103,170.5730479,89.62033567,0
3016339,77.84694803,186.0796886,154.7987616,119.7160336
3236892,0,0,97.76763891,0
33990,51.08705965,0,0,0
2585771,51.08705965,77.53320359,89.62033567,0
2725994,204.3482386,0,0,0
1970157,63.25064528,0,0,0
58169,0,0,0,0
227942,90.01053367,108.546485,122.2095486,215.4888604
2975743,0,0,0,0
2067065,97.30868504,0,0,0
1817405,70.54879666,0,0,0
269660,0,0,0,0
3438965,0,0,0,0
2528017,218.9445413,0,130.3568519,0
2173169,109.4722707,0,0,0
1248727,38.92347402,0,0,0
2975953,29.19260551,0,0,0
2698458,90.01053367,0,0,0
1618,72.98151378,147.3130868,228.1244908,0
2576891,24.32717126,0,0,0
2921557,82.71238229,0,0,0
2903591,24.32717126,124.0531258,171.0933681,0
3039386,0,403.1726587,0,215.4888604
386911,0,0,0,0
2675878,29.19260551,0,0,0
31958,345.4458319,0,0,0
1632865,24.32717126,0,114.0622454,131.6876369
2735436,58.38521103,147.3130868,122.2095486,191.5456537
47884,43.78890827,0,0,0
2740529,29.19260551,131.8064461,171.0933681,0
155177,165.4247646,0,0,0
2754725,0,0,0,0
29553,109.4722707,116.2998054,114.0622454,0
3133277,0,0,0,0
240521,0,0,0,0
161360,24.32717126,0,130.3568519,203.5172571
