"","072023_Carolina_2023_Baya_053_MCAV_S3","072023_Carolina_2023_Baya_055_MCAV_S4","122021_Coralina_2021_Baya_003_MCAV_S27","122021_Coralina_2021_Baya_005_MCAV_S28","122021_Coralina_2021_Baya_007_MCAV_S29","122021_Coralina_2021_Baya_017_MCAV_S30","122021_Coralina_2021_Baya_023_MCAV_S31","072023_Carolina_2023_Baya_052_DCYL_S9","072023_Carolina_2023_Baya_065_DCYL_S1","072023_Carolina_2023_Baya_066_DCYL_S2","122021_Coralina_2021_Baya_001_DCYL_S24","122021_Coralina_2021_Baya_009_DCYL_S25","122021_Coralina_2021_Baya_010_DCYL_S26","122021_Coralina_2021_Baya_025_MMEA_S22","122021_Coralina_2021_Baya_029_MMEA_S23","122021_Coralina_2021_Baya_031_MMEA_S45","072023_Carolina_2023_Baya_057_SSID_S7","072023_Carolina_2023_Baya_059_SSID_S8","072023_Carolina_2023_Baya_061_SSID_S5","072023_Carolina_2023_Baya_063_SSID_S6","122021_Coralina_2021_Baya_019_SSID1_S46","122021_Coralina_2021_Baya_021_SSID2_S36","122021_Coralina_2021_Baya_027_PSTR4_S34","122021_Coralina_2021_Baya_033_PSTR7_S35","122021_Coralina_2021_Baya_035_PSTR_S32","122021_Coralina_2021_Baya_037_PSTR_S33","122021_Coralina_2021_Baya_013_DLAB_S43","122021_Coralina_2021_Baya_015_DLAB_S44"
"44935",142.807940121471,148.571718467465,0,0,0,0,199.845452849796,78.9365939640396,0,95.1070588459075,831.005747789756,0,0,3478.26086956522,2200.68361661282,481.935452778358,160.049709556851,116.016364413507,127.947557835018,79.5980299487588,65.4644316339537,126.993671050108,97.3086850434118,0,97.7676389115203,0,601.100476256531,229.052220088643
"1241981",680.437832343478,373.241146393875,445.278458064311,835.529275660389,251.703337239075,641.354540790149,0,490.968265754356,351.308624626735,310.683058896631,0,0,0,635.811126694717,1732.45305988669,353.419332037462,263.61128632893,225.926604384197,117.058403976719,74.6231530769614,0,287.679540542082,277.329752373724,186.079688626654,179.240671337787,227.460463779914,0,412.293996159558
"2283160",176.409808385346,86.9688108102232,0,0,0,0,159.876362279837,124.043219086348,0,0,0,0,0,0,0,0,178.879087151774,201.502106612933,84.3909424018207,59.6985224615691,0,1316.5874468052,143.530310439032,1666.96387728045,2900.4399543751,1927.42814045085,200.366825418844,122.161184047276
"1855912",142.807940121471,112.334713963205,1049.58493686588,321.357413715534,277.741613505186,609.286813750641,306.429694369687,192.570591868316,0,158.511764743179,277.001915929919,0,0,504.908835904628,1638.80694854146,546.193513148806,1073.27452291065,1007.51053306466,345.730635001007,278.593104820656,103.972920830397,75.1595196010844,265.166166743297,0,0,0,0,49.627981019206
"2761500",554.430826353945,297.143436934929,636.112082949016,385.628896458641,399.253569413705,0,413.013935889579,317.48124605317,278.119327829498,196.554588281542,461.669859883198,0,649.026460309536,299.205236091632,1404.6916701784,738.967694260149,178.879087151774,116.016364413507,106.16925011842,29.8492612307845,188.691597062572,220.295143658351,471.947122460547,248.106251502206,228.124490793547,251.403670493589,0,257.683747599724
"2704465",260.414479045035,192.056123872576,381.667249769409,342.78124129657,295.10046434926,577.219086711134,346.398784939647,257.628224256261,907.547280285731,570.642353075445,554.003831859837,1105.1032087461,649.026460309536,261.804581580178,0,224.903211296567,254.196597531469,299.200097697991,168.781884803641,85.8166260385055,42.3593381160877,212.520020940997,299.224206508491,279.119532939982,366.628645918201,323.233290634615,0,70.6244345273317
"704125",277.215413176973,177.561322070872,508.889666359212,321.357413715534,321.138740615371,0,306.429694369687,464.077777700672,263.481468470051,133.149882384271,392.419380900718,0,948.577134298552,0,0,0,338.928796708625,451.853208768395,193.282480984815,87.0603452564549,115.52546758933,816.387885322123,238.406278356359,914.891802414384,716.962685351149,574.636961128204,477.79781446032,269.136358604156
"2739062",403.222419166506,253.659031529818,445.278458064311,385.628896458641,138.870806752593,384.812724474089,159.876362279837,197.775202459352,922.185139645178,545.280470716537,323.168901918238,1618.18684137822,649.026460309536,243.104254324451,0,449.806422593134,0,0,76.2240770080961,46.0176110641262,0,290.271248114533,245.704429734615,426.432619769416,382.923252403454,299.29008392094,292.843821766002,127.887489549492
"3093875",126.007005989533,79.7214099093712,0,0,0,0,0,223.79825541453,0,133.149882384271,0,0,0,2805.04908835905,936.461113452264,3534.19332037462,150.635020759389,158.75923551322,51.7234808269223,72.1357146410626,0,189.194652788937,97.3086850434118,248.106251502206,211.829884308294,239.432067136752,0,34.3578330132965
"314281",226.812610781159,250.035331079392,954.168124423523,342.78124129657,138.870806752593,1410.97998973833,213.168483039783,354.780955288925,497.687218221207,285.321176537723,461.669859883198,1302.44306745076,0,224.403927068724,1030.10722479749,0,225.952531139083,213.714355498565,32.6674615748983,36.0678573205313,0,215.111728513448,214.079107095506,193.833008986098,211.829884308294,155.630843638889,0,62.9893605243769
"1774273",529.229425156039,373.241146393875,667.917687096466,557.019517106926,815.865989671484,1122.37044638276,732.766660449253,198.642637557858,731.892967972364,380.42823538363,0,710.42349133678,0,261.804581580178,0,321.290301852239,112.976265569542,109.910239970691,59.8903462206469,63.4296801154171,0,95.8931801806938,260.300732491127,155.066407188879,252.566400521427,454.920927559828,184.953992694317,89.7121195347186
"1050635",0,115.958414413631,0,385.628896458641,1067.56932691056,513.083632632119,0,19.0835721671305,0,304.342588306904,1385.00957964959,0,0,673.211781206171,0,0,254.196597531469,268.66947548391,174.226461732791,80.8417491667081,1648.16333760778,38.8756135867678,177.588350204227,139.559766469991,0,490.835737630341,1202.20095251306,263.41005310194
"70799",235.213077847128,181.185022521298,413.47285391686,471.324206782784,156.229657596667,897.896357106208,386.367875509606,917.746334219274,0,304.342588306904,0,0,1597.60359460809,355.306217858813,842.815002107038,401.612877315298,112.976265569542,189.289857727301,228.672231024288,88.3040644744043,215.647539500083,126.993671050108,138.664876186862,139.559766469991,293.302916734561,371.119704061965,0,129.796258050231
"280036",294.01634730891,148.571718467465,413.47285391686,535.595689525891,329.818166037408,352.744997434582,346.398784939647,385.141183736633,497.687218221207,183.873647102088,438.586366889038,0,0,243.104254324451,795.991946434424,337.354816944851,122.390954367003,225.926604384197,196.00476944939,93.2789413462017,57.762733794665,238.437096665509,1060.66466697319,232.599610783318,325.892129705068,395.06291077564,524.036312633899,406.567690657342
"37769",428.423820364412,308.014538286207,0,557.019517106926,0,1058.23499230375,0,191.70315676981,512.325077580655,152.171294153452,0,0,0,748.013090229079,0,385.548362222686,0,201.502106612933,0,0,119.376316508974,653.110308257699,345.445831904112,775.332035944393,570.311226983868,969.699871903844,786.054468950848,408.47645915808
"996558",201.611209583253,206.55092567428,0,0,755.110011717224,1026.16726526424,612.859388739375,334.829948023289,1010.01229580186,462.854353050083,0,0,0,0,0,417.67739240791,301.270041518778,488.489955425292,274.951134922061,238.794089846276,0,445.773702461604,347.878549030197,736.565434147174,562.163923741242,634.494977912392,0,108.799804542106
"224012",260.414479045035,228.293128376836,0,621.290999850033,138.870806752593,0,359.721815129633,147.463966746008,644.06581181568,1280.77505912489,946.423212760555,1578.71886963729,0,0,0,0,0,0,702.350423860314,221.382020794985,161.735654625062,207.336605796095,238.406278356359,217.09297006443,350.334039432948,251.403670493589,369.907985388635,227.143451587905
"2847778",596.43316168379,221.045727475984,795.14010368627,557.019517106926,277.741613505186,673.422267829656,186.52242265981,124.043219086348,0,0,0,0,0,0,608.699723743972,0,611.954771835017,677.779813152592,272.228846457486,95.7663797821004,50.0610359553764,106.260010470499,2914.39511705018,116.299805391659,81.4730324262669,179.574050352564,0,0
"104",403.222419166506,304.390837835781,0,535.595689525891,347.177016881482,0,266.460603799728,344.371734106854,600.152233737338,412.130588332266,600.170817848157,749.891463077712,698.951572641039,243.104254324451,0,337.354816944851,0,116.016364413507,215.060788701414,1687.72697875728,0,285.08783296963,124.06857343035,217.09297006443,154.798761609907,239.432067136752,154.128327245264,108.799804542106
"2681766",428.423820364412,311.638238736633,413.47285391686,514.171861944855,468.688972790001,545.151359671626,266.460603799728,191.70315676981,307.395046548393,95.1070588459075,253.918422935759,631.487547854916,599.101347978033,0,0,0,395.416929493396,378.579715454601,209.616211772264,84.5729068205562,42.3593381160877,456.140532751409,793.065783103806,457.445901207192,374.775949160828,395.06291077564,154.128327245264,368.392320642568
"76759",0,0,0,0,0,0,0,66.7925025849566,0,0,0,0,0,0,0,0,0,2973.68260365146,3969.09658135015,1800.90542759067,0,0,0,0,0,0,0,324.490645125578
"2999116",193.210742517284,148.571718467465,0,235.662103391392,130.191381330556,320.677270395074,146.553332089851,239.412087187637,292.757187188945,133.149882384271,253.918422935759,0,998.502246630055,504.908835904628,608.699723743972,208.838696203955,536.637261455323,580.081822067534,133.392134764168,53.4799263718223,0,375.797598005422,201.91552146508,759.825395225505,651.784259410135,526.750547700854,786.054468950848,103.073499039889
"2527964",504.028023958132,376.8648468443,572.500874654114,471.324206782784,338.497591459445,545.151359671626,146.553332089851,348.708909599384,526.962936940102,310.683058896631,461.669859883198,434.147689150255,0,336.605890603086,0,305.225786759627,112.976265569542,128.228613299139,111.613827047569,131.834237102632,107.823769750041,305.82149354924,211.646389969421,635.772269474402,529.574710770735,718.296201410255,262.01815631695,183.241776070915
"2419841",344.419149704724,293.519736484503,731.528895391368,835.529275660389,564.162652432409,416.880451513597,919.289083109062,204.714683247399,819.720124129047,405.790117742539,0,986.699293523306,898.652021967049,0,0,433.741907500522,0,286.987848812359,0,0,0,246.212219382863,58.3852110260471,0,203.682581065667,0,323.669487215055,137.431332053186
"651561",386.421485034568,246.411630628966,763.334499538819,535.595689525891,225.665060972964,769.625448948179,0,376.466832751574,717.255108612917,253.618823589087,0,0,0,374.00654511454,0,321.290301852239,367.17286310101,268.66947548391,206.893923307689,100.741256653898,103.972920830397,430.223457026897,209.213672843335,550.485745520519,415.512465373961,610.551771198717,385.320818113161,490.553504689844
"3134896",554.430826353945,224.66942792641,826.94570783372,578.443344687962,720.392310029076,1250.64135454079,1052.51938500893,196.907767360846,0,424.81152951172,0,0,0,317.905563347359,889.638057779651,305.225786759627,131.805643164465,415.216462111498,359.342077323882,94.522660564151,119.376316508974,124.401963477657,158.126613195544,162.819727548323,138.504155124654,0,0,49.627981019206
"4950",327.618215572786,148.571718467465,0,385.628896458641,0,0,319.752724559674,165.680103814633,717.255108612917,342.385411845267,369.335887906558,749.891463077712,1098.35247129306,0,608.699723743972,0,329.514107911163,250.351102155462,130.669846299593,74.6231530769614,0,430.223457026897,162.992047447715,992.425006008823,619.195046439629,790.12582155128,0,74.441971528809
"1647413",252.014011979066,130.453216215335,0,792.681620498318,0,2276.80861980503,1039.19635481894,299.265108984546,0,513.578117767901,0,0,0,0,0,0,367.17286310101,268.66947548391,280.395711851211,105.716133525695,0,186.602945216485,104.606836421668,860.618559898276,562.163923741242,981.671475260682,0,64.8981290251156
"2420300",0,0,0,0,0,0,0,0,5503.83511915218,3576.02541260612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1313",1318.87332935711,134.076916665761,0,0,0,0,0,122.308348889336,556.238655658996,164.852235332906,0,789.359434818645,0,411.407199625993,0,0,508.393195062937,543.445075410637,136.114423228743,536.042982936172,566.074791187717,1586.12503434013,223.809975599847,271.366212580538,277.008310249307,287.318480564102,462.384981735793,173.697933567221
"2748",386.421485034568,217.422027025558,572.500874654114,257.085930972427,512.086099900187,352.744997434582,333.07575474966,136.187310465431,907.547280285731,367.747294204176,0,907.763350041441,848.726909635547,467.508181393174,561.876668071358,321.290301852239,141.220331961927,232.032728827013,95.2800962601201,37.3115765384807,0,228.070266375704,136.232159060777,271.366212580538,260.713703764054,239.432067136752,200.366825418844,74.441971528809
"279356",411.622886232475,786.342997742435,0,321.357413715534,164.909083018704,320.677270395074,0,139.657050859455,292.757187188945,259.959294178814,346.252394912398,1262.97509570983,1847.2291562656,0,515.053612398745,0,188.293775949236,189.289857727301,201.44934637854,77.1105915128601,0,155.502454347071,153.261178943374,263.612892221094,285.155613491934,383.091307418803,0,444.743060672116
"3384157",495.627556892163,358.746344592171,604.306478801565,599.867172268998,399.253569413705,609.286813750641,546.244237789443,235.942346793613,0,164.852235332906,0,0,0,0,0,0,508.393195062937,396.898088783049,144.281288622468,95.7663797821004,0,979.665462386548,153.261178943374,519.472464082743,676.226169138015,454.920927559828,601.100476256531,465.739514180241
"3074109",0,57.9792072068155,445.278458064311,0,121.511955908519,0,186.52242265981,76.3342886685218,0,0,0,0,0,0,0,0,0,79.3796177566099,46.2789038977726,0,0,3156.69982324554,0,829.605278460501,1222.095486394,670.409787982905,816.880134399901,1299.87134900305
"3158075",613.234095815727,333.380441439189,826.94570783372,535.595689525891,355.856442303519,769.625448948179,546.244237789443,347.841474500878,585.514374377891,183.873647102088,0,631.487547854916,0,224.403927068724,561.876668071358,0,320.099419113701,268.66947548391,100.72467318927,33.5804188846326,80.867827312531,199.561483078741,355.176700408453,286.872853299426,293.302916734561,323.233290634615,154.128327245264,76.3507400295477
"164546",176.409808385346,155.819119368317,0,535.595689525891,0,0,0,486.631090261827,453.773640142866,278.980705947995,900.256226772235,1302.44306745076,0,0,0,0,291.855352721316,158.75923551322,457.344462048577,355.703696333516,196.393294901861,510.566391772883,126.501290556435,426.432619769416,627.342349682255,897.870251762818,508.623479909373,143.157637555402
"3031997",0,119.582114864057,0,0,286.421038927223,0,173.199392469823,229.870301104071,1053.9258738802,729.154117818625,0,1933.93061530568,1947.07938092861,0,0,0,310.684730316239,323.624595469256,57.1680577560721,54.7236455897717,0,207.336605796095,323.551377769344,465.199221566636,211.829884308294,215.488860423076,0,339.760793131487
"311410",0,83.3451103597972,0,235.662103391392,112.832530486482,0,0,6975.91306218469,0,107.788000025362,346.252394912398,0,0,0,0,0,0,61.0612444281614,144.281288622468,249.98756280782,73.1661294732424,41.467321159219,68.1160795303883,193.833008986098,81.4730324262669,191.545653709401,0,0
"2770780",873.648574860762,416.725551798986,0,792.681620498318,407.932994835742,0,359.721815129633,107.561952214735,0,0,0,0,0,1084.61898083216,1357.86861450578,787.161239537985,197.708464746698,146.546986627587,81.6686539372458,26.1181035769365,0,331.738569273752,153.261178943374,558.239065879963,456.248981587095,251.403670493589,0,574.539318722347
"2653681",756.042035937198,779.095596841583,826.94570783372,1178.31051695696,746.430586295187,481.015905592612,399.690905699592,342.636863909842,248.843609110604,329.704470665813,300.085408924078,0,0,0,0,0,244.781908734007,207.608231055749,198.727057913965,111.934729615442,0,334.330276846203,150.828461817288,294.626173658869,415.512465373961,419.006117489315,0,187.059313072392
"55603",336.018682638755,221.045727475984,445.278458064311,299.933586134499,598.880354120557,513.083632632119,759.412720829225,108.429387313241,0,114.128470615089,0,394.679717409322,0,261.804581580178,0,208.838696203955,442.490373480705,439.640959882762,106.16925011842,38.55529575643,0,305.82149354924,126.501290556435,674.538871271622,863.614143718429,1257.01835246795,200.366825418844,213.782072082734
"3059026",319.217748506817,199.303524773428,540.695270506663,535.595689525891,729.071735451113,1090.30271934325,719.443630259266,171.752149504174,409.860062064524,234.597411819905,0,592.019576113983,1547.67848227659,0,0,0,0,0,0,32.3366996666833,0,165.869284636876,165.4247645738,232.599610783318,236.271794036174,143.659240282051,601.100476256531,259.592516100462
"1912871",604.833628749758,2007.53004953599,1494.86339493019,642.714827431069,763.789437139261,929.964084145716,666.15150949932,317.48124605317,0,0,0,0,0,0,0,0,0,0,133.392134764168,28.6055420128352,0,158.094161919522,148.395744691203,294.626173658869,252.566400521427,347.17649734829,0,104.982267540628
"2897333",0,0,0,0,156.229657596667,0,0,250.688743468214,878.271561566836,456.513882460356,715.588282818956,1618.18684137822,1847.2291562656,0,0,0,546.051950252784,250.351102155462,416.510135079954,139.296552410328,0,186.602945216485,223.809975599847,744.318754506617,0,0,0,440.925523670638
"1798806",0,0,0,0,0,0,146.553332089851,42.5043198267906,175.654312313367,0,0,0,0,2692.84712482468,936.461113452264,3261.09656380022,188.293775949236,146.546986627587,76.2240770080961,13.6809113974429,0,202.153190651192,167.857481699885,193.833008986098,301.450219977188,323.233290634615,0,0
"750",0,57.9792072068155,0,0,269.062188083149,0,146.553332089851,219.461079922,614.790093096786,405.790117742539,623.254310842317,789.359434818645,0,729.312762973352,702.345835089198,722.903179167537,112.976265569542,73.2734933137937,70.7795000789464,63.4296801154171,0,414.67321159219,162.992047447715,573.745706598851,456.248981587095,933.785061833331,308.256654490529,412.293996159558
"54571",546.030359287976,250.035331079392,890.556916128622,985.496068727639,347.177016881482,865.828630066701,239.814543419755,88.4783800476048,0,247.27835299936,923.339719766395,0,0,0,0,0,338.928796708625,207.608231055749,372.953519646756,514.899756231033,188.691597062572,235.845389093058,960.923264803692,178.32636826721,138.504155124654,227.460463779914,0,62.9893605243769
"1513",243.613544913097,141.324317566613,0,299.933586134499,156.229657596667,0,253.137573609742,400.75501550974,395.222202705076,298.002117717177,0,986.699293523306,0,299.205236091632,561.876668071358,353.419332037462,254.196597531469,225.926604384197,111.613827047569,32.3366996666833,0,298.046370831886,822.25838861683,868.37188025772,399.217858888708,514.778944344016,462.384981735793,416.111533161035
"1855336",285.615880242942,275.401234232373,0,321.357413715534,86.7942542203706,929.964084145716,586.213328359402,299.265108984546,0,177.533176512361,0,0,0,0,0,0,442.490373480705,238.13885326983,155.170442480767,89.5477836923536,0,101.076595325596,228.675409852018,186.079688626654,211.829884308294,167.602446995726,2003.66825418844,1985.11924076824
"2893882",378.021017968599,329.756740988763,922.362520276073,942.648413565568,1744.56450982945,1410.97998973833,1132.45756614884,153.53601243555,0,0,0,0,0,0,0,337.354816944851,197.708464746698,134.334737741955,62.6126346852218,33.5804188846326,0,101.076595325596,145.963027565118,170.573047907766,252.566400521427,275.346877207264,0,41.9929070162513
"152268",319.217748506817,217.422027025558,0,0,460.009547367964,0,919.289083109062,87.6109449490989,190.292171672815,82.4261176664532,0,0,0,1159.42028985507,0,963.870905556716,0,354.155217683336,220.505365630564,73.379433859012,569.925640107362,246.212219382863,262.733449617212,573.745706598851,1205.80087990875,790.12582155128,0,53.4455180206834
"1870903",378.021017968599,674.00828377923,0,792.681620498318,199.626784706852,0,0,307.939459969605,161.01645295392,348.725882434994,946.423212760555,0,0,0,0,0,357.758174303548,213.714355498565,1524.48154016192,921.595940500473,192.542445982217,88.1180574633403,94.8759679173265,139.559766469991,171.093368095161,287.318480564102,631.926141705584,299.676654615975
"1363",445.22475449635,297.143436934929,667.917687096466,664.138655012104,512.086099900187,705.489994869164,692.797569879293,261.097964650285,175.654312313367,82.4261176664532,0,0,0,0,0,0,1026.20107892334,909.812541979606,302.17401956781,103.228695089797,0,282.496125397179,707.920683690821,279.119532939982,219.977187550921,179.574050352564,0,213.782072082734
"1402861",168.009341319377,97.8399121615011,0,0,347.177016881482,0,333.07575474966,370.394787062032,219.567890391709,158.511764743179,0,592.019576113983,599.101347978033,374.00654511454,795.991946434424,594.387058426641,527.222572657861,561.763448739085,133.392134764168,54.7236455897717,46.210187035732,362.839060143166,686.026229556054,441.939260488304,464.396284829721,275.346877207264,200.366825418844,320.673108124101
"877500",411.622886232475,2311.92088737177,795.14010368627,235.662103391392,433.971271101853,609.286813750641,959.258173679022,240.279522286143,0,0,0,0,0,243.104254324451,468.230556726132,0,150.635020759389,232.032728827013,155.170442480767,43.5301726282275,0,362.839060143166,102.174119295582,271.366212580538,195.535277823041,275.346877207264,154.128327245264,72.5332030280704
"2005462",378.021017968599,188.43242342215,445.278458064311,578.443344687962,286.421038927223,673.422267829656,452.983026459538,153.53601243555,395.222202705076,710.132706049443,530.920338865677,552.551604373051,649.026460309536,0,0,0,225.952531139083,225.926604384197,294.007154174085,110.691010397493,127.078014348263,238.437096665509,143.530310439032,379.912697612753,325.892129705068,359.148100705127,0,282.497738109327
"1452",386.421485034568,242.78793017854,381.667249769409,471.324206782784,564.162652432409,448.948178553104,732.766660449253,138.789615760949,336.670765267287,152.171294153452,0,473.615660891187,0,0,608.699723743972,0,451.905062278166,372.473591011785,196.00476944939,53.4799263718223,0,339.513691991105,321.118660643259,395.419338331641,537.722014013362,359.148100705127,416.146483562214,324.490645125578
"166486",579.632227551852,413.10185134856,795.14010368627,1006.91989630867,538.124376166298,769.625448948179,546.244237789443,634.095057007835,0,0,738.671775813116,0,0,0,889.638057779651,240.967726389179,235.367219936545,256.457226598278,49.0011923623475,24.8743843589871,0,209.928313368546,291.926055130236,240.352931142762,130.356851882027,0,0,104.982267540628
"380",487.227089826194,293.519736484503,0,749.833965336247,0,0,199.845452849796,191.70315676981,0,228.256941230178,969.506705754715,0,0,691.912108461898,0,514.064482963582,301.270041518778,183.183733284484,794.908231655859,488.781652654097,234.901784098304,186.602945216485,620.34286715175,310.132814377757,277.008310249307,538.722151057691,308.256654490529,106.891036041367
"2975676",0,0,0,0,0,0,0,0,0,0,0,0,0,3496.96119682094,0,5156.70934472843,0,0,0,0,0,0,0,0,0,0,0,0
"1597",344.419149704724,112.334713963205,0,321.357413715534,381.894718569631,0,386.367875509606,205.582118345905,468.411499502313,240.937882409632,0,749.891463077712,0,897.615708274895,936.461113452264,385.548362222686,0,207.608231055749,400.176404292504,110.691010397493,42.3593381160877,502.79126905553,248.1371468607,550.485745520519,496.985497800228,526.750547700854,0,116.43487854506
"3447503",0,141.324317566613,0,0,0,0,0,98.0201661311701,819.720124129047,665.749411921353,946.423212760555,907.763350041441,1847.2291562656,0,0,240.967726389179,0,85.485742199426,98.002384724695,119.397044923138,0,427.631749454446,204.348238591165,348.899416174977,236.271794036174,287.318480564102,647.338974430111,505.823652695754
"2763062",294.01634730891,134.076916665761,318.056041474508,0,555.483227010372,641.354540790149,506.275147219484,105.827082017723,0,0,0,0,0,0,0,0,0,0,261.339692599187,80.8417491667081,5568.32753780571,59.6092741663773,82.7123822869001,0,0,0,0,0
"51669",478.826622760225,250.035331079392,667.917687096466,792.681620498318,338.497591459445,705.489994869164,559.567267979429,412.899106888823,322.03290590784,158.511764743179,0,0,0,486.208508648901,0,514.064482963582,301.270041518778,250.351102155462,174.226461732791,60.9422416795184,0,440.590287316702,350.311266156283,294.626173658869,464.396284829721,407.034514132478,0,175.60670206796
"294671",546.030359287976,264.530132881096,667.917687096466,535.595689525891,0,769.625448948179,253.137573609742,143.994226351984,775.806546050705,494.556705998719,484.753352877357,749.891463077712,1098.35247129306,392.706872370266,0,224.903211296567,0,116.016364413507,81.6686539372458,28.6055420128352,0,158.094161919522,90.0105336651559,279.119532939982,211.829884308294,227.460463779914,0,0
"108980",352.819616770692,282.648635133225,731.528895391368,0,138.870806752593,769.625448948179,852.67393215913,141.391921056467,0,0,0,0,0,0,1451.51472585101,995.99993574194,0,0,206.893923307689,78.3543107308094,73.1661294732424,259.170757245119,231.108126978103,635.772269474402,537.722014013362,586.608564485041,0,246.231136595291
"2976982",386.421485034568,170.31392117002,0,385.628896458641,86.7942542203706,0,373.044845319619,197.775202459352,1141.75303003689,545.280470716537,784.838761801436,1460.31495441449,1248.12780828757,617.11079943899,0,257.032241481791,0,116.016364413507,49.0011923623475,27.3618227948858,0,184.011237644034,165.4247645738,217.09297006443,81.4730324262669,0,0,74.441971528809
"83451",268.814946111004,199.303524773428,0,385.628896458641,182.267933862778,416.880451513597,146.553332089851,246.351567975684,204.930031032262,209.235529460997,1038.75718473719,0,0,467.508181393174,749.168890761811,0,517.807883860399,348.04909324052,408.343269686229,606.934978359286,204.09499274115,585.725911373968,231.108126978103,589.252347317739,0,0,323.669487215055,200.420692577563
"687844",218.412143715191,173.937621620446,0,0,156.229657596667,448.948178553104,479.629086839511,328.757902333747,424.497921423971,342.385411845267,554.003831859837,710.42349133678,1847.2291562656,0,0,0,301.270041518778,409.110337668682,78.9463654726709,55.967364807721,0,295.454663259435,267.598883869383,333.392775456089,358.481342675574,383.091307418803,0,351.21340413592
"56",0,268.153833331521,0,1178.31051695696,0,0,0,169.149844208656,0,450.173411870629,1800.51245354447,0,0,0,0,0,659.028215822326,256.457226598278,604.348039135619,1202.67648375703,446.698474678743,207.336605796095,301.656923634577,240.352931142762,219.977187550921,239.432067136752,0,244.322368094553
"28131",403.222419166506,315.261939187059,1017.77933271842,0,243.023911817038,513.083632632119,199.845452849796,501.377486936427,0,0,0,0,0,523.609163160355,1030.10722479749,289.161271667015,564.881327847708,561.763448739085,182.393327126516,139.296552410328,50.0610359553764,316.188323839045,398.965608677989,356.652736534421,431.807071859215,275.346877207264,0,173.697933567221
"668",126.007005989533,311.638238736633,572.500874654114,321.357413715534,590.20092869852,0,359.721815129633,298.39767388604,424.497921423971,304.342588306904,623.254310842317,592.019576113983,948.577134298552,0,0,321.290301852239,225.952531139083,250.351102155462,144.281288622468,82.0854683846575,0,489.832731193274,248.1371468607,232.599610783318,358.481342675574,383.091307418803,0,267.227590103417
"2961520",0,5022.44882429039,0,0,0,0,0,139.657050859455,0,0,0,0,0,0,0,305.225786759627,131.805643164465,67.1673688709776,130.669846299593,33.5804188846326,0,539.075175069847,182.453784456397,310.132814377757,920.645266416816,335.204893991452,200.366825418844,150.792711558357
"192",462.025688628288,558.049869365599,0,942.648413565568,0,0,0,85.0086396535811,0,152.171294153452,1131.09115671383,1657.65481311915,0,0,0,0,348.343485506087,348.04909324052,1293.08702067306,444.00776080792,157.884805705418,54.4258590214749,72.9815137825589,240.352931142762,439.954375101841,0,0,76.3507400295477
"352475",0,365.993745493023,0,0,208.306210128889,0,279.783633989715,40.7694496297787,322.03290590784,507.237647178174,1108.00766371967,0,0,0,0,0,395.416929493396,170.971484398852,822.131116301608,680.314412218298,231.05093517866,1490.23185415943,85.1450994129854,193.833008986098,244.419097278801,419.006117489315,786.054468950848,101.164730539151
"46234",764.442503003167,365.993745493023,0,1178.31051695696,659.636332074817,0,719.443630259266,163.945233617621,0,0,0,0,0,0,0,0,866.151369366486,769.371679794834,315.785461890684,146.758867718024,0,352.472229853361,398.965608677989,0,741.404595079029,778.154218194443,0,230.960988589382
"379347",285.615880242942,456.586256753672,0,1306.85348244317,581.521503276483,0,253.137573609742,65.0576323879447,336.670765267287,703.792235459716,784.838761801436,0,0,0,0,0,1299.22705404973,189.289857727301,321.230038819834,1049.69901994926,157.884805705418,0,92.4432507912412,240.352931142762,260.713703764054,0,0,53.4455180206834
"3231550",176.409808385346,108.711013512779,0,278.509758553463,86.7942542203706,0,0,94.5504257371464,190.292171672815,583.3232942549,600.170817848157,789.359434818645,2096.85471792312,0,0,0,0,109.910239970691,294.007154174085,92.0352221282523,115.52546758933,777.512271735356,165.4247645738,317.886134737201,325.892129705068,251.403670493589,200.366825418844,780.686316802126
"2975622",0,0,0,0,0,0,0,14.7463966746008,0,0,0,0,0,0,0,0,3643.48456461772,1721.92709287415,1554.42671327225,567.135963384906,0,0,919.567073660242,0,0,0,0,0
"1307839",319.217748506817,210.174626124706,0,428.476551620713,130.191381330556,0,452.983026459538,174.354454799692,263.481468470051,114.128470615089,230.834929941599,0,0,523.609163160355,2200.68361661282,787.161239537985,188.293775949236,213.714355498565,73.5017885435212,36.0678573205313,0,321.371738983947,162.992047447715,279.119532939982,537.722014013362,634.494977912392,0,137.431332053186
"1238",806.444838333011,358.746344592171,636.112082949016,535.595689525891,373.215293147594,994.099538224731,293.106664179701,248.086438172696,0,63.4047058972717,323.168901918238,0,0,0,0,0,395.416929493396,519.020577639372,160.615019409917,88.3040644744043,207.945841660794,368.022475288068,328.416812021515,519.472464082743,219.977187550921,538.722151057691,292.843821766002,148.883943057618
"2567941",453.625221562319,217.422027025558,667.917687096466,856.953103241425,451.330121945927,673.422267829656,359.721815129633,529.135410088617,292.757187188945,164.852235332906,300.085408924078,0,0,0,0,224.903211296567,404.831618290857,512.914453196556,283.118000315785,85.8166260385055,0,305.82149354924,158.126613195544,248.106251502206,358.481342675574,251.403670493589,493.210647184846,78.2595085302864
