,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
1796613,0,0,0,0,0,0,0
433659,0,0,0,0,0,0,0
1806667,0,0,0,0,0,0,0
39485,0,119.5821149,0,0,112.8325305,0,0
1891186,100.8056048,134.0769167,0,0,147.5502322,0,0
2480087,0,0,0,0,0,0,0
2975797,0,0,0,0,789.8277134,0,0
568844,142.8079401,115.9584144,0,342.7812413,0,0,0
2872591,0,57.97920721,0,0,0,0,0
2993455,0,0,0,0,0,0,0
195913,0,94.21621171,0,0,0,0,0
1813468,0,72.47400901,0,0,0,0,0
2572577,92.40513773,137.7006171,0,0,199.6267847,0,0
538382,0,0,0,0,0,0,0
2782659,0,0,0,0,0,0,0
249402,336.0186826,159.4428198,0,0,0,0,0
2512240,151.2084072,61.60290766,0,0,0,0,293.1066642
712150,0,0,0,0,0,0,0
357278,142.8079401,112.334714,0,0,0,320.6772704,0
3042315,0,0,0,0,0,0,186.5224227
1077945,0,0,0,0,0,0,0
446692,0,130.4532162,0,0,130.1913813,0,0
2021862,0,50.73180631,0,0,0,0,0
2599297,0,0,0,0,0,0,0
452627,0,137.7006171,0,0,0,0,213.168483
2903679,0,0,0,0,0,0,0
2775403,0,0,0,0,0,0,0
2794089,0,0,0,0,0,0,0
465797,0,0,0,0,0,0,0
2527971,0,43.48440541,0,0,0,0,239.8145434
668570,0,0,0,0,0,0,0
123824,0,0,0,0,0,0,0
142,0,152.1954189,0,0,0,0,0
244566,0,0,0,0,0,0,0
208596,0,0,0,0,0,0,0
2760083,0,0,0,0,0,0,0
1249553,0,0,0,0,0,0,0
2731756,0,0,0,0,0,0,0
2136,0,0,0,0,0,0,0
3040764,0,0,0,0,0,0,0
2975717,0,0,0,0,0,0,0
3162562,0,0,0,514.1718619,0,0,0
83554,0,141.3243176,0,0,0,0,0
2588534,0,97.83991216,0,0,0,0,0
1972068,0,0,0,0,0,0,0
38012,0,0,0,0,0,0,0
1884263,0,0,0,0,0,0,0
3018036,0,57.97920721,0,0,0,0,0
1085,0,119.5821149,0,0,0,0,0
34103,151.2084072,83.34511036,0,0,112.8325305,0,279.783634
648794,0,0,0,0,0,0,0
2267521,0,0,0,0,0,0,0
1635327,0,36.2370045,0,0,0,0,0
1597781,0,54.35550676,0,0,0,0,0
2268461,0,0,0,0,0,0,0
2943848,0,0,0,0,0,0,0
2792008,0,0,0,0,0,0,173.1993925
1709477,126.007006,105.0873131,0,0,95.47367964,0,0
2005166,100.8056048,105.0873131,0,0,112.8325305,0,0
1078471,0,0,0,0,338.4975915,0,0
151528,0,0,0,0,0,0,0
536979,0,0,0,0,0,0,0
1697053,0,50.73180631,0,0,0,0,0
2983842,0,0,0,0,0,0,0
1715720,0,0,0,0,0,0,0
3451555,0,94.21621171,0,0,0,0,0
1236179,0,0,0,0,0,0,0
3082538,0,0,0,0,0,0,0
2149,0,0,0,0,0,0,0
3028878,0,54.35550676,0,0,0,0,0
142877,0,0,0,0,0,0,0
2583532,0,0,0,0,0,0,0
436,168.0093413,126.8295158,0,235.6621034,0,0,0
3412683,0,76.09770946,0,0,0,0,0
1071078,0,57.97920721,0,0,355.8564423,0,333.0757547
127893,0,0,0,0,0,0,0
356837,0,0,0,0,0,0,0
551760,0,57.97920721,0,0,86.79425422,0,146.5533321
114686,0,0,0,0,0,0,0
356322,0,0,0,0,0,0,0
2685834,0,0,0,0,0,0,0
754477,100.8056048,126.8295158,0,0,0,0,0
2921447,0,0,0,0,0,0,0
3050071,159.6088743,86.96881081,0,0,130.1913813,0,0
1917441,235.2130778,213.7983266,0,0,0,0,0
945,0,39.86070495,0,0,138.8708068,0,173.1993925
228602,0,0,0,0,173.5885084,0,0
172713,151.2084072,39.86070495,0,0,190.9473593,0,0
2792603,0,0,0,0,0,0,0
1070130,0,0,0,0,0,0,0
2697033,0,0,0,0,0,0,0
438,0,65.22660811,0,0,208.3062101,0,0
3388665,0,0,0,0,0,0,0
2721173,0,0,0,0,0,0,0
3415677,0,0,0,0,0,0,0
1176257,142.8079401,94.21621171,0,0,0,0,0
2785331,0,0,0,0,0,0,0
2145,0,0,0,0,0,0,0
3025669,0,0,0,0,0,0,0
2999062,0,137.7006171,0,0,0,0,0
2603277,126.007006,126.8295158,0,0,95.47367964,0,253.1375736
3345148,218.4121437,90.59251126,0,0,0,0,0
2975808,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0
3463852,0,47.10810586,0,0,0,0,0
207809,0,36.2370045,0,0,286.4210389,0,0
2916802,84.00467066,47.10810586,0,0,112.8325305,0,133.2303019
3071082,512.428491,0,0,0,0,0,0
3243051,134.4074731,57.97920721,0,0,173.5885084,0,0
2141,319.2177485,137.7006171,0,0,0,0,0
528244,0,119.5821149,0,0,0,0,0
3414510,0,0,0,0,0,0,0
2697363,0,76.09770946,0,0,0,0,0
1656159,0,0,0,0,0,0,0
3122075,0,0,0,0,0,0,0
43770,0,0,0,0,0,0,0
61648,0,0,0,0,0,0,0
3242677,0,0,0,0,0,0,0
3398776,0,0,0,0,0,0,0
1333996,0,0,0,0,0,0,0
3449278,0,0,0,0,0,0,0
146826,0,0,0,0,0,0,0
2976015,0,0,0,0,0,0,0
2817411,126.007006,123.2058153,0,0,407.9329948,0,159.8763623
184917,0,0,413.4728539,0,0,0,133.2303019
1814290,142.8079401,47.10810586,0,235.6621034,0,0,0
2608247,0,0,0,0,0,0,0
2606717,0,61.60290766,0,0,0,0,0
2816454,0,137.7006171,0,0,0,0,0
134287,0,0,0,0,0,0,0
51201,0,94.21621171,0,0,0,0,0
1867834,0,54.35550676,0,0,0,0,239.8145434
1859121,184.8102755,72.47400901,0,0,0,0,0
93218,0,0,0,0,173.5885084,0,146.5533321
2719912,0,184.808723,0,0,0,0,0
531813,126.007006,97.83991216,0,0,0,0,0
1434072,0,0,0,0,0,0,0
2954699,0,0,0,0,0,0,0
46680,0,0,0,0,243.0239118,0,239.8145434
74318,0,72.47400901,0,0,0,0,0
58290,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0
33050,260.414479,188.4324234,0,0,0,0,0
3133324,0,0,0,0,0,0,0
626932,0,0,0,0,0,0,0
2849865,0,192.0561239,0,0,0,0,0
3239936,0,0,0,0,0,0,0
1891787,0,68.85030856,0,0,0,0,0
2715209,134.4074731,130.4532162,0,0,95.47367964,0,0
2912855,84.00467066,83.34511036,0,0,0,0,0
251538,0,0,0,0,0,0,0
933262,84.00467066,0,0,0,0,0,0
29311,0,0,0,0,0,0,0
2714946,0,0,0,0,147.5502322,0,0
86265,134.4074731,97.83991216,0,0,138.8708068,0,226.4915132
1182444,0,83.34511036,0,0,0,0,0
2921510,0,0,0,0,0,0,0
875932,0,54.35550676,0,0,0,0,0
102148,0,0,0,0,0,0,0
3077585,0,0,0,0,0,0,0
2979861,0,0,0,0,0,0,0
225999,0,0,0,0,0,0,0
2708340,0,0,0,0,0,0,0
2917725,0,0,0,0,0,0,0
266,0,115.9584144,0,0,0,0,0
2950604,0,0,0,0,0,0,0
3233343,0,61.60290766,0,0,0,0,0
3231000,92.40513773,97.83991216,0,0,0,0,0
2602067,0,141.3243176,0,0,0,0,0
328839,0,275.4012342,0,0,0,0,0
1415568,0,50.73180631,0,0,0,0,0
3075825,0,0,0,0,0,0,0
653931,109.2060719,57.97920721,0,0,0,0,0
74829,0,0,0,0,138.8708068,0,159.8763623
373543,0,0,0,0,0,0,0
84156,0,0,0,0,0,0,0
2736757,159.6088743,50.73180631,0,0,0,0,0
67760,0,0,0,0,0,0,253.1375736
2975324,0,0,0,0,0,0,0
2211140,0,0,0,0,0,0,0
857252,0,0,0,0,0,0,0
53501,84.00467066,170.3139212,0,0,0,0,0
3239927,277.2154132,108.7110135,0,0,0,0,146.5533321
879567,0,0,0,0,0,0,0
169480,0,0,0,0,0,0,0
2980027,0,0,0,0,0,0,0
2956824,0,0,0,0,0,0,0
2844289,117.6065389,39.86070495,0,0,190.9473593,0,0
28025,0,0,0,0,0,0,0
2903891,0,0,0,0,0,0,0
3081765,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,0
2714929,0,65.22660811,0,214.2382758,121.5119559,0,0
2867024,0,144.948018,0,0,0,0,0
1678128,84.00467066,57.97920721,0,0,156.2296576,0,266.4606038
81468,0,0,0,0,0,0,0
75612,0,0,0,0,0,0,0
296591,0,0,0,0,0,0,0
1772,0,0,0,0,0,0,0
3239975,0,0,0,0,104.1531051,0,0
2946699,0,0,0,0,0,0,0
2607911,0,0,0,0,0,0,0
2498113,0,57.97920721,0,0,0,0,0
34021,0,0,0,0,0,0,0
216933,168.0093413,76.09770946,0,0,164.909083,0,0
1310,0,43.48440541,0,0,0,0,159.8763623
2599600,117.6065389,68.85030856,0,0,0,0,0
1674146,0,0,0,0,390.574144,0,306.4296944
169402,0,0,0,0,0,0,0
2082949,0,54.35550676,0,0,0,0,0
423605,0,0,0,0,0,0,0
316279,0,79.72140991,0,0,182.2679339,0,173.1993925
1435348,0,76.09770946,0,0,0,0,266.4606038
2750929,0,50.73180631,0,0,0,0,0
2041385,0,0,0,0,0,0,0
452529,0,0,0,0,0,0,0
2975960,0,39.86070495,0,0,156.2296576,0,0
61652,0,0,0,0,0,0,0
223390,0,112.334714,0,0,0,0,0
3101265,0,0,0,0,0,0,0
3125785,0,0,0,0,0,0,0
1586287,0,0,0,0,0,0,0
2812648,0,0,0,0,0,0,0
1076588,0,0,0,0,0,0,0
1028989,0,0,0,0,0,0,0
1855617,0,0,0,0,0,0,0
1138822,126.007006,86.96881081,0,0,234.3444864,0,186.5224227
2728023,0,0,0,0,0,0,0
126157,0,0,0,0,0,0,0
1850250,0,83.34511036,0,0,0,0,0
1031538,0,0,0,0,86.79425422,0,0
3412685,0,0,0,0,0,0,0
3239892,0,0,0,0,0,0,0
3386552,0,0,0,0,0,0,0
1291556,0,54.35550676,0,0,0,0,0
3066290,0,0,0,0,0,0,0
135740,0,123.2058153,0,0,0,0,0
2968969,0,0,0,0,0,0,0
2234,260.414479,68.85030856,0,214.2382758,0,0,0
111831,0,108.7110135,0,0,0,0,0
1529068,0,61.60290766,0,0,0,0,0
1541959,0,0,0,0,0,0,0
1858609,344.4191497,181.1850225,0,0,0,0,0
408139,0,0,0,0,0,0,0
3138568,0,115.9584144,0,0,0,0,0
901,0,61.60290766,445.2784581,0,0,0,0
2597702,0,50.73180631,0,0,0,0,0
146922,0,0,0,0,0,0,0
515361,0,76.09770946,0,0,0,0,0
67827,0,137.7006171,0,0,0,0,0
3388653,0,72.47400901,0,0,0,0,0
2708348,0,0,0,0,0,0,0
3052000,0,0,0,0,0,0,0
1461000,0,0,0,0,0,0,0
1416803,0,0,0,0,269.0621881,0,266.4606038
192073,0,105.0873131,0,0,104.1531051,0,133.2303019
1400866,0,0,0,0,104.1531051,0,0
2816248,0,0,0,0,0,0,0
3394356,0,0,0,0,0,0,0
73010,0,115.9584144,0,0,251.7033372,0,159.8763623
1917219,0,47.10810586,0,0,0,0,0
1415574,0,0,0,0,86.79425422,0,0
2746232,0,0,0,0,0,0,0
2763669,0,0,0,0,0,0,0
214,302.4168144,137.7006171,0,0,0,0,0
2921704,109.2060719,130.4532162,0,235.6621034,173.5885084,0,0
1890,0,0,0,0,216.9856356,0,0
3044187,0,0,0,0,0,0,0
507626,0,0,0,0,0,0,0
2268024,151.2084072,36.2370045,0,0,0,0,0
47886,0,0,0,0,0,0,0
3050112,0,36.2370045,0,0,0,0,0
3055847,0,68.85030856,0,0,0,0,0
51161,0,0,0,0,0,0,0
14,0,0,0,0,130.1913813,0,0
2829502,109.2060719,202.9272252,0,278.5097586,0,0,0
133453,0,47.10810586,0,0,0,0,0
2592334,0,47.10810586,0,0,0,0,0
85991,0,0,0,0,0,0,0
3116653,159.6088743,68.85030856,0,0,95.47367964,0,0
1852027,0,76.09770946,0,0,0,0,0
1705399,193.2107425,94.21621171,0,0,0,0,0
55508,0,0,0,0,0,0,0
2840457,0,0,0,0,0,0,0
83291,0,0,0,0,0,0,0
2877939,0,61.60290766,0,0,0,0,159.8763623
3080532,0,68.85030856,0,0,138.8708068,0,0
2172103,0,57.97920721,0,0,0,0,0
3077589,84.00467066,50.73180631,0,0,0,0,0
2530390,0,0,0,0,0,0,0
2854036,0,68.85030856,0,0,0,0,0
2921420,168.0093413,97.83991216,0,0,0,0,0
2675754,92.40513773,54.35550676,0,0,0,0,0
86188,0,0,0,0,0,0,0
32013,84.00467066,43.48440541,0,0,147.5502322,0,253.1375736
709810,0,163.0665203,0,0,0,0,0
1871066,0,47.10810586,0,0,0,0,0
2826993,0,65.22660811,0,0,0,0,0
1349409,0,0,0,0,0,0,0
3230992,0,0,0,0,0,0,0
1341549,100.8056048,39.86070495,318.0560415,0,0,0,0
172049,0,0,0,0,0,0,0
2975902,0,0,0,0,0,0,0
2603276,0,68.85030856,0,0,0,0,0
589873,0,123.2058153,0,0,216.9856356,0,386.3678755
2771361,0,123.2058153,0,0,0,0,0
285070,0,0,0,0,0,0,0
2735528,0,0,0,0,0,0,0
2770776,0,0,0,0,0,0,0
2675298,0,0,0,0,0,0,0
2921714,0,0,0,0,0,0,0
2894201,142.8079401,61.60290766,0,0,0,0,213.168483
68173,0,0,0,0,0,0,0
1536772,0,0,0,0,0,0,0
472693,0,0,0,0,0,0,0
3240046,0,0,0,0,0,0,0
42881,0,0,0,0,0,0,0
1902136,0,0,0,0,0,0,0
43348,117.6065389,39.86070495,0,0,0,0,0
133926,0,0,0,0,0,0,0
3017784,0,54.35550676,0,0,0,0,0
2952158,117.6065389,115.9584144,0,0,182.2679339,0,266.4606038
69967,0,0,0,0,0,0,0
1408281,0,0,0,0,0,0,0
1926868,0,0,0,0,0,0,0
1898955,0,76.09770946,0,0,0,0,0
2991418,0,0,0,0,0,0,0
436516,0,0,0,0,0,0,0
3426554,0,0,0,0,0,0,0
200451,0,61.60290766,0,0,0,0,0
501572,0,47.10810586,0,0,0,0,0
1736675,0,43.48440541,0,0,0,0,0
1549949,0,0,0,0,0,0,0
2886040,0,0,0,0,0,0,0
3235088,0,47.10810586,0,0,130.1913813,0,186.5224227
208602,260.414479,72.47400901,0,0,121.5119559,0,0
2953752,0,0,0,0,199.6267847,0,532.9212076
2663020,0,0,0,0,0,0,0
2528020,0,0,0,0,199.6267847,0,0
2705012,0,0,0,0,0,0,0
2830983,0,0,0,0,0,0,0
76629,0,0,0,0,0,0,0
2768162,0,76.09770946,0,0,0,0,0
1512,0,0,0,0,199.6267847,0,0
51049,0,0,0,0,0,0,0
3398393,0,0,0,0,0,0,0
3396619,0,0,0,0,0,0,0
1630141,134.4074731,76.09770946,0,0,156.2296576,0,213.168483
40516,0,0,0,0,0,0,0
1670800,0,148.5717185,0,0,0,0,0
941907,0,47.10810586,0,0,0,0,0
2066070,0,0,0,0,0,0,0
2864208,0,0,0,0,0,0,0
512349,0,0,0,0,0,0,0
472183,0,50.73180631,0,0,0,0,0
511435,0,0,0,0,0,0,0
2565368,0,57.97920721,0,0,0,0,0
2851598,0,0,0,0,0,0,0
3003393,0,0,0,0,0,0,0
128574,0,0,0,0,0,0,0
1615494,0,0,0,0,0,0,0
3239906,0,0,0,0,0,0,0
710191,0,0,0,0,0,0,0
3152363,0,0,0,0,0,0,0
82985,0,72.47400901,0,0,0,0,0
35791,0,0,0,0,0,0,0
2961619,0,72.47400901,0,0,0,0,0
2545632,0,90.59251126,0,0,0,0,0
2897342,0,0,0,0,0,0,0
2841257,0,0,0,0,0,0,0
338584,100.8056048,0,0,0,0,0,0
3028735,0,83.34511036,0,0,0,0,0
3082387,546.0303593,181.1850225,0,0,0,0,0
1579,0,0,0,0,0,0,0
1443036,0,0,0,0,0,0,0
3391614,0,0,0,0,0,0,0
3430278,84.00467066,0,0,0,312.4593152,0,346.3987849
3066288,0,0,0,0,0,0,0
2867025,0,108.7110135,0,0,0,0,0
29471,0,0,0,0,0,0,0
1306992,0,86.96881081,0,0,0,0,0
1543721,0,0,0,0,0,0,0
1892855,0,36.2370045,0,0,0,0,0
223818,0,0,0,0,0,0,0
1907,193.2107425,115.9584144,0,0,0,0,0
1931241,0,0,0,0,0,0,0
2518176,193.2107425,61.60290766,0,0,0,0,0
3238801,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,0
2975734,378.021018,231.9168288,0,0,0,0,0
40519,0,39.86070495,0,0,0,0,0
2382161,0,0,0,0,0,0,0
1679497,0,108.7110135,0,0,0,0,0
2500548,537.6298922,213.7983266,0,0,0,0,0
2782213,0,0,0,0,0,0,0
1636603,0,0,0,0,0,0,0
2508306,0,231.9168288,0,0,0,0,0
1581011,126.007006,43.48440541,0,0,164.909083,0,0
362837,0,57.97920721,0,0,0,0,0
2726122,0,0,0,0,0,0,0
3239306,0,0,0,0,0,0,0
2201350,0,0,0,0,0,0,0
225971,0,126.8295158,0,0,0,0,0
2827233,0,0,0,0,104.1531051,0,0
3080827,0,105.0873131,0,0,0,0,0
2742128,0,72.47400901,0,0,147.5502322,0,0
2976237,0,0,0,0,0,0,0
2604941,0,0,0,0,0,0,0
2650158,0,0,0,0,0,0,0
342948,0,43.48440541,0,0,225.665061,0,0
27973,142.8079401,83.34511036,0,0,164.909083,0,133.2303019
3111011,92.40513773,61.60290766,0,0,460.0095474,0,0
2924031,0,0,0,0,0,0,0
3367156,0,0,0,0,0,0,0
3423946,0,0,0,0,130.1913813,0,0
454171,0,36.2370045,0,0,182.2679339,0,319.7527246
1177213,109.2060719,79.72140991,0,235.6621034,0,0,0
2599640,0,61.60290766,0,0,0,0,0
502,0,0,0,0,0,0,0
46354,0,0,0,0,0,0,0
3020899,151.2084072,83.34511036,0,0,0,384.8127245,0
1872567,0,83.34511036,0,0,0,0,0
3391575,0,101.4636126,0,0,0,0,0
2593655,0,57.97920721,0,0,0,0,0
380749,134.4074731,86.96881081,0,0,0,0,0
47763,0,0,0,0,0,0,0
2954530,0,0,0,0,0,0,0
3133335,0,54.35550676,0,0,0,0,0
1868589,0,86.96881081,0,0,0,0,0
2697027,0,0,0,0,0,0,0
147268,0,0,0,0,0,0,0
3133332,0,0,0,0,0,0,0
2596828,0,0,0,0,0,0,0
1751071,0,50.73180631,0,0,0,0,0
1079,0,108.7110135,0,0,0,0,0
2742676,176.4098084,123.2058153,0,0,0,0,0
2065312,0,0,0,0,0,0,0
195498,0,0,0,0,0,0,0
153233,0,68.85030856,0,0,0,0,0
51364,0,57.97920721,0,0,0,0,0
3149229,0,112.334714,0,0,0,0,0
2734088,0,0,0,0,0,0,0
420336,0,0,0,0,0,0,0
33010,0,0,0,0,0,0,0
28104,0,0,0,0,0,0,0
3096000,0,0,0,0,0,0,0
330922,0,0,0,0,0,0,0
2493633,0,0,0,0,225.665061,0,0
3162530,0,86.96881081,0,0,0,0,0
400061,168.0093413,108.7110135,0,0,0,0,199.8454528
37331,0,0,0,0,0,0,0
3230993,0,68.85030856,0,0,407.9329948,0,0
2954814,0,0,0,0,0,0,0
153491,0,47.10810586,0,0,0,0,0
42443,0,57.97920721,0,0,0,0,0
1619153,0,0,0,0,0,0,0
1211807,0,0,0,0,0,0,0
216942,0,0,0,0,0,0,0
1380685,0,0,0,0,0,0,0
3239968,0,0,0,0,0,0,0
2745519,403.2224192,311.6382387,0,0,0,0,0
2759692,159.6088743,68.85030856,0,0,0,0,213.168483
2806609,0,0,0,0,0,0,0
283699,0,0,0,0,0,0,0
1217274,0,0,0,0,0,0,146.5533321
33962,151.2084072,83.34511036,0,0,0,0,0
710111,0,0,0,0,0,0,133.2303019
288004,142.8079401,76.09770946,0,0,0,0,0
3066313,0,0,0,0,0,0,0
3394605,0,0,0,0,0,0,0
225422,0,90.59251126,0,0,0,0,0
1129264,0,0,0,0,0,0,0
1603606,134.4074731,72.47400901,0,214.2382758,0,0,0
424188,0,0,0,0,0,0,0
3159496,0,108.7110135,0,0,0,0,0
2136182,0,0,0,0,112.8325305,0,0
3092120,0,90.59251126,0,0,0,0,0
2979467,0,0,0,0,0,0,0
3110110,260.414479,141.3243176,0,0,0,0,0
2507935,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0
1768242,109.2060719,94.21621171,0,0,0,0,0
3239940,0,54.35550676,0,0,0,0,0
3028084,0,0,0,0,0,0,0
556548,134.4074731,39.86070495,0,0,0,0,146.5533321
51664,0,0,0,0,95.47367964,0,0
421115,0,0,0,0,0,0,0
1535768,126.007006,65.22660811,0,0,190.9473593,0,159.8763623
1727163,0,0,0,0,0,0,0
2044912,0,0,0,0,0,0,0
173860,0,47.10810586,0,0,0,0,0
1408191,0,0,0,0,0,0,0
2728024,0,0,0,0,156.2296576,0,0
1874826,0,54.35550676,0,0,104.1531051,0,0
3239974,0,0,0,0,0,0,0
3024837,260.414479,163.0665203,0,0,0,0,0
1537242,0,68.85030856,0,0,0,0,0
2736640,0,0,0,0,0,0,0
2949758,0,0,0,0,0,0,0
2665646,0,0,0,0,86.79425422,0,213.168483
547987,0,0,0,0,0,0,0
3134142,0,0,0,0,0,0,0
3043848,0,68.85030856,0,0,0,0,0
1218495,100.8056048,0,0,0,0,0,0
1777491,0,0,0,0,0,0,0
2565554,0,0,0,0,0,0,0
2976241,0,0,0,0,0,0,0
304378,0,0,0,0,0,0,0
3068640,0,43.48440541,0,0,0,0,0
1816680,0,0,0,0,0,0,0
2969308,0,0,0,0,0,0,0
29401,0,57.97920721,0,0,0,0,0
860235,0,0,0,0,0,0,0
1263728,0,126.8295158,0,0,0,0,0
3094884,0,0,0,0,0,0,0
153493,0,0,0,0,0,0,0
1086632,0,101.4636126,0,0,0,0,0
2202828,0,0,0,0,0,0,0
38288,0,68.85030856,0,0,164.909083,0,279.783634
3117747,0,0,0,0,0,0,0
159450,0,94.21621171,0,0,216.9856356,0,173.1993925
1032623,0,0,0,0,0,0,0
3036704,0,0,0,0,95.47367964,0,0
68270,0,0,0,0,0,0,0
2867012,0,57.97920721,0,0,0,0,0
299583,117.6065389,68.85030856,0,0,182.2679339,0,0
2696560,0,0,0,0,86.79425422,0,0
36814,0,57.97920721,0,0,0,0,0
1981174,0,43.48440541,0,0,0,0,0
1882757,0,0,0,0,0,0,0
59405,0,0,0,0,0,0,0
46163,0,0,0,0,251.7033372,0,0
2493672,0,0,0,0,0,0,0
3050360,0,0,0,0,0,0,0
2878388,0,0,0,0,0,0,0
2798861,0,0,0,0,182.2679339,0,346.3987849
45056,0,0,0,0,0,0,0
3405120,0,0,0,0,0,0,0
298653,0,72.47400901,0,0,0,0,0
364317,0,0,0,0,0,0,0
2921707,0,0,0,0,0,0,0
536044,0,0,0,0,0,0,0
2752316,0,0,0,0,0,0,0
2997333,0,0,0,0,0,0,0
3133966,0,0,0,0,0,0,0
2527972,0,0,0,0,0,0,0
1156431,0,0,0,0,0,0,572.8902982
2202826,0,90.59251126,0,0,0,0,0
2682456,0,0,0,0,0,0,0
3074822,0,61.60290766,0,0,0,0,0
216938,0,0,0,0,0,0,0
664962,0,159.4428198,0,0,0,0,0
1792307,0,39.86070495,0,0,0,0,0
33046,0,0,0,0,0,0,0
3074437,0,0,0,0,0,0,0
699433,117.6065389,86.96881081,0,0,0,0,173.1993925
589436,117.6065389,57.97920721,0,0,0,0,0
195105,0,155.8191194,0,0,0,0,0
565,0,57.97920721,0,0,0,0,0
160386,0,0,0,0,0,0,0
2777577,0,76.09770946,0,0,0,0,0
1470066,0,0,0,0,0,0,0
938155,201.6112096,83.34511036,0,0,0,0,0
1609977,92.40513773,50.73180631,0,0,164.909083,0,0
3142977,0,0,0,0,0,0,0
2838237,0,0,0,0,0,0,0
387090,0,83.34511036,0,0,104.1531051,0,0
2975769,0,0,0,0,0,0,0
2066133,0,61.60290766,0,0,0,0,0
1033846,0,90.59251126,0,0,0,0,0
3238686,0,94.21621171,0,0,0,0,0
1002672,0,0,0,0,0,0,0
446372,0,83.34511036,0,0,234.3444864,0,293.1066642
35,0,105.0873131,0,0,0,0,0
450734,0,0,0,0,0,0,0
391290,0,0,0,0,0,0,0
3132707,0,0,0,0,0,0,0
3140246,0,0,0,0,0,0,0
451,84.00467066,50.73180631,0,0,0,0,0
971,0,36.2370045,0,0,0,0,0
252966,0,57.97920721,0,0,86.79425422,0,0
3239970,0,0,0,0,0,0,0
3398817,0,90.59251126,0,0,0,0,0
437505,0,0,0,0,0,0,0
1050657,0,0,0,0,130.1913813,0,0
1631871,0,0,0,0,0,0,0
134602,0,105.0873131,0,0,0,0,0
3079768,0,0,0,0,0,0,0
3058603,0,0,0,0,0,384.8127245,0
3096993,0,0,0,0,0,0,0
2954512,0,0,0,0,703.0334592,0,0
2867010,0,101.4636126,0,0,0,0,0
1416627,0,0,0,0,0,0,0
2761580,0,0,0,0,0,0,0
515350,210.0116766,72.47400901,0,0,243.0239118,0,0
3066275,0,130.4532162,0,0,0,0,466.3060566
3035702,0,0,0,0,0,0,0
2729997,0,0,0,0,0,0,0
3073066,0,0,0,0,0,0,0
2921375,0,0,0,0,0,0,0
751585,0,0,0,0,0,0,0
1965590,0,0,0,0,0,0,0
2763540,109.2060719,39.86070495,0,0,138.8708068,0,413.0139359
39490,0,0,0,0,0,0,0
3096221,0,0,0,0,0,0,0
2234087,0,0,0,0,0,0,0
936456,0,0,0,0,0,0,0
1903258,0,0,0,0,0,0,0
3116481,0,0,0,0,0,0,0
3075927,0,43.48440541,0,0,130.1913813,0,0
1750719,243.6135449,0,0,0,0,0,0
2654249,0,0,0,0,0,0,0
1570,0,0,0,0,86.79425422,0,0
2894081,0,0,0,0,0,0,0
2707005,0,0,0,0,0,0,173.1993925
108015,0,0,0,0,0,0,0
3239953,0,94.21621171,0,0,0,0,0
296199,176.4098084,144.948018,0,0,0,0,0
3458298,0,0,0,0,0,0,0
2607656,0,57.97920721,0,0,0,384.8127245,0
2587850,0,163.0665203,0,0,0,0,0
2864218,0,0,318.0560415,0,0,0,0
2010829,0,0,0,0,0,0,0
3373541,0,0,0,0,0,0,0
1182263,0,0,0,0,0,0,0
341220,0,65.22660811,0,0,138.8708068,0,0
1294,0,0,0,0,0,0,0
3075121,210.0116766,86.96881081,0,342.7812413,0,0,0
261284,0,50.73180631,0,0,0,0,0
231455,0,0,0,0,0,0,0
3133318,0,0,0,0,0,0,0
1743168,0,0,0,0,0,0,0
3391146,0,0,0,0,0,0,0
3129112,0,0,477.0840622,0,0,0,0
2810563,0,72.47400901,0,0,0,320.6772704,0
2922729,319.2177485,242.7879302,0,0,0,0,0
1484109,0,61.60290766,0,0,0,0,0
2738886,0,0,0,0,104.1531051,0,133.2303019
374982,0,0,0,0,0,0,0
2520507,142.8079401,155.8191194,0,0,0,0,0
2487276,0,0,0,0,0,0,0
245188,0,115.9584144,0,0,0,0,0
1903276,0,0,0,0,0,0,0
1379909,0,0,0,0,0,0,0
2282420,0,0,0,0,0,0,0
2493674,0,0,0,0,399.2535694,0,0
931074,0,43.48440541,0,0,0,0,0
3366806,0,0,0,0,156.2296576,0,0
502366,0,43.48440541,0,0,0,0,0
1377,168.0093413,0,0,0,312.4593152,0,0
2054316,0,57.97920721,0,0,0,0,0
2986949,0,86.96881081,0,0,0,0,0
2842346,0,0,0,0,0,0,0
1984801,0,0,0,0,0,0,0
2771012,0,0,0,0,0,0,0
2607662,92.40513773,57.97920721,0,0,147.5502322,0,0
32002,0,94.21621171,0,0,0,0,0
1379910,0,65.22660811,0,0,0,0,0
1285901,0,0,0,0,0,0,0
3031803,0,0,0,0,0,0,0
1695218,0,0,0,0,0,0,0
2921411,0,0,0,0,0,0,0
