Gene_Family,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
"RXN-14112: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]",0,86.3082,0,0,0,0
"RXN-14113: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]",0,86.3082,0,0,0,0
RXN-14115: (expasy) 3'-nucleotidase [3.1.3.6],0,36.9705,0,0,0,0
RXN-14116: (expasy) L-glutamate gamma-semialdehyde dehydrogenase [1.2.1.88],0,79.5907,0,0,0,0
RXN-14117: (expasy) Pyruvate kinase [2.7.1.40],0,198.365,77.5626,87.1957,0,0
RXN-14118: (expasy) dCTP deaminase [3.5.4.13],0,84.4223,45.8444,158.146,0,70.3937
RXN-14120: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],20.6201,120.889,25.3675,0,116.168,0
RXN-14124: (expasy) 3'-nucleotidase [3.1.3.6],0,36.9705,0,0,0,0
RXN-14126: (expasy) 3'-nucleotidase [3.1.3.6],0,36.9705,0,0,0,0
RXN-14129: (expasy) Cytosine deaminase [3.5.4.1],0,41.5636,0,0,0,0
RXN-14131: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,0
RXN-14136: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46],0,17.9298,0,0,0,0
RXN-14139: (expasy) Nucleotide diphosphatase [3.6.1.9],0,10.7491,0,0,0,0
RXN-14140: (expasy) Nucleotide diphosphatase [3.6.1.9],0,10.7491,0,0,0,0
RXN-14142: (expasy) 5'-deoxynucleotidase [3.1.3.89],0,10.264,0,0,0,0
RXN-14143: (expasy) 5'-deoxynucleotidase [3.1.3.89],0,10.264,0,0,0,0
RXN-14147: (expasy) Methionine transaminase [2.6.1.88],0,0,0,0,0,0
RXN-14161: (expasy) 5'-deoxynucleotidase [3.1.3.89],0,10.264,0,0,0,0
RXN-14173: (expasy) (R)-amidase [3.5.1.100],0,0,0,0,0,0
RXN-14174: (expasy) (R)-amidase [3.5.1.100],0,0,0,0,0,0
RXN-14177: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
RXN-14179: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,0
RXN-14189: (expasy) Catalase [1.11.1.6],0,0,0,0,0,0
RXN-14192: (expasy) Pyruvate kinase [2.7.1.40],0,198.365,77.5626,87.1957,0,0
RXN-14197: (expasy) Cytosine deaminase [3.5.4.1],0,41.5636,0,0,0,0
RXN-14204: (expasy) Gluconate 2-dehydrogenase (acceptor) [1.1.99.3],0,36.2363,0,0,0,0
RXN-14206: (expasy) 4a-hydroxytetrahydrobiopterin dehydratase [4.2.1.96],0,85.2313,40.7807,232.121,52.4452,61.8164
RXN-14207: (expasy) Pyruvate kinase [2.7.1.40],0,198.365,77.5626,87.1957,0,0
RXN-14224: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-14225: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-14227: (expasy) 5'-nucleotidase [3.1.3.5],27.9675,150.767,55.2287,88.866,33.314,0
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],20.6201,120.889,25.3675,0,116.168,0
RXN-14229: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7],0,0,0,0,0,0
RXN-14240: (metacyc) baicalein peroxidase [1.11.1.7],0,0,0,0,0,0
"RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]",0,0,0,0,31.8166,0
RXN-14249: (expasy) L-threonine 3-dehydrogenase [1.1.1.103],0,136.629,131.543,183.741,0,0
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,13.7462,0,0,0,0
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,13.7462,0,0,0,0
RXN-14262: (metacyc) lauroyl-CoA dehydrogenase [1.3.8.7],0,0,0,0,0,0
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28],0,101.342,0,0,0,0
RXN-14268: (metacyc) lauroyl-CoA acetyl-CoA acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7],27.4935,116.913,54.6047,47.5026,0,83.1203
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-14274: (metacyc) decanoyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14276: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-14277: (metacyc) hexanoyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14278: (metacyc) hexanoyl-CoA dehydrogenase [1.3.8.7],0,0,0,0,0,0
RXN-14280: (metacyc) perillyl aldehyde dehydrogenase [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-14281: (expasy) Alpha-glucosidase [3.2.1.20],0,30.8884,0,0,0,0
RXN-14282: (expasy) Alpha-glucosidase [3.2.1.20],0,30.8884,0,0,0,0
RXN-14283: (expasy) Alpha-glucosidase [3.2.1.20],0,30.8884,0,0,0,0
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1],11.6233,61.6758,0,0,59.614,0
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1],11.6233,61.6758,0,0,59.614,0
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1],11.6233,61.6758,0,0,59.614,0
RXN-14291: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,22.9897,0,0,0,0
RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28],0,21.148,0,0,63.094,0
RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85],0,65.2252,32.0432,110.411,0,0
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1],11.6233,61.6758,0,0,59.614,0
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,13.7462,0,0,0,0
RXN-14361: (expasy) Glucuronosyltransferase [2.4.1.17],0,0,0,0,0,0
"RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,48.2606,0,0,0,0
"RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,48.2606,0,0,0,0
RXN-14377: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46],0,0,0,0,0,0
RXN-14380: (expasy) Isoamylase [3.2.1.68],0,0,0,0,0,0
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7],0,165.383,0,0,101.881,0
RXN-14394: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14431: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44],0,0,41.6596,0,0,0
RXN-14437: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44],0,0,41.6596,0,0,0
RXN-14438: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44],0,0,41.6596,0,0,0
RXN-14455: (expasy) P-type Cu(+) transporter [7.2.2.8],0,0,0,0,0,0
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180],0,52.9131,0,0,0,0
RXN-14485: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-14492: (metacyc) 3-oxo-lesqueroloyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-14494: (metacyc) 3-hydroxy-lesqueroloyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228],0,207.906,73.0969,0,0,0
RXN-14536: (expasy) 2-haloacrylate reductase [1.3.1.103],0,0,0,0,0,0
RXN-14546: (expasy) Decarbamoylnovobiocin carbamoyltransferase [2.1.3.12],0,0,0,0,0,0
RXN-14554: (expasy) Protein S-acyltransferase [2.3.1.225],0,0,0,0,0,0
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87],0,55.4321,0,0,0,0
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234],77.0938,342.101,87.2295,200.27,182.855,0
RXN-14571: (expasy) N-acetylgalactosaminephosphotransferase [2.7.8.40],0,16.5126,0,0,0,0
RXN-14574: (expasy) AMBIGUOUS [3.2.1.190; 3.2.1.40],0,0,0,0,0,0
RXN-14694: (expasy) Sulfide dehydrogenase [1.8.1.19],0,0,0,0,0,0
RXN-14696: (expasy) Heme oxygenase (staphylobilin-producing) [1.14.99.48],0,0,0,0,0,0
RXN-14697: (expasy) Heme oxygenase (staphylobilin-producing) [1.14.99.48],0,0,0,0,0,0
RXN-14709: (expasy) Dimethylsulfone monooxygenase [1.14.14.35],0,0,0,0,0,0
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],0,84.2934,0,0,0,0
RXN-14716: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
RXN-14718: (expasy) Isovaleryl-homoserine lactone synthase [2.3.1.228],0,0,0,0,0,0
RXN-14725: (expasy) Nitrile hydratase [4.2.1.84],0,13.8617,0,0,0,0
RXN-14726: (expasy) Nitrile hydratase [4.2.1.84],0,13.8617,0,0,0,0
RXN-14727: (expasy) Amidase [3.5.1.4],0,13.0919,0,0,0,0
RXN-14728: (expasy) Amidase [3.5.1.4],0,13.0919,0,0,0,0
RXN-14756: (expasy) UDP-N-acetylglucosamine 6-dehydrogenase [1.1.1.136],0,0,0,0,0,0
RXN-14772: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-14774: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14777: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
RXN-14778: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-14786: (metacyc) enoyl-CoA hydratase [4.2.1.119],0,0,0,0,0,0
RXN-14788: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14791: (metacyc) enoyl-CoA hydratase [4.2.1.119],0,0,0,0,0,0
RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14794: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-14797: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14800: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
RXN-14801: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-14804: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
RXN-14805: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-14820: (expasy) (S)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.43],0,0,0,0,0,0
RXN-14821: (expasy) (S)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.43],0,0,0,0,0,0
RXN-14822: (expasy) (R)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.44],0,0,0,0,0,0
RXN-14823: (expasy) (R)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.44],0,0,0,0,0,0
RXN-14900: (expasy) Mannosylglycerate hydrolase [3.2.1.170],0,0,0,0,0,0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2],0,48.2216,0,0,0,0
RXN-14906: (expasy) cAMP-dependent protein kinase [2.7.11.11],0,0,0,0,0,0
RXN-14907: (expasy) Taurine--pyruvate aminotransferase [2.6.1.77],0,0,0,0,0,0
"RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",0,0,0,0,0,0
RXN-14918: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,0,0,0,0
RXN-14919: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,0,0,0,0
RXN-14933: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22],0,29.2472,0,0,0,0
RXN-14936: (expasy) L-carnitine CoA-transferase [2.8.3.21],0,9.96121,0,0,0,0
RXN-14937: (expasy) (3S)-malyl-CoA thioesterase [3.1.2.30],0,0,0,0,0,0
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8],71.524,151.568,78.4618,167.118,57.701,0
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8],71.524,151.568,78.4618,167.118,57.701,0
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8],71.524,151.568,78.4618,167.118,57.701,0
RXN-14963: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,9.92927,0,0,0,0
RXN-14969: (expasy) D-arabinose isomerase [5.3.1.3],0,0,0,0,0,0
RXN-14970: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,9.92927,0,0,0,0
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],0,143.925,39.8022,165.304,67.8283,0
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85],18.7619,101.626,53.2241,0,0,0
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297],0,17.131,0,0,0,0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8],15.5999,93.4807,0,0,0,0
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38],0,23.7296,72.5446,0,0,0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11],0,145.559,0,0,0,0
RXN-15014: (expasy) Short-chain-enoyl-CoA hydratase [4.2.1.150],0,29.5858,0,0,0,0
RXN-15035: (expasy) Lysophospholipase [3.1.1.5],0,43.3698,0,0,0,0
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96],0,236.65,23.1309,146.623,276.885,0
RXN-15043: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-15045: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,90.0958,0,0,0,0
RXN-15047: (expasy) 5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming) [3.1.12.1],0,8.34788,0,0,0,0
RXN-15048: (expasy) dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [1.1.1.364],0,0,0,0,0,0
RXN-15065: (metacyc) phospholipase A2 [3.1.1.4],0,0,0,0,0,0
RXN-15067: (metacyc) phospholipase A2 [3.1.1.4],0,0,0,0,0,0
RXN-15068: (metacyc) phospholipase A2 [3.1.1.4],0,0,0,0,0,0
RXN-15083: (expasy) Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase [2.7.1.199],0,0,0,0,0,0
RXN-15084: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,26.5028,0,0,0,0
RXN-15087: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,20.8563,0,0,0,0
RXN-15088: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,0,0,0
RXN-15089: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,0,0,0
RXN-15123: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10],0,24.1321,0,0,0,0
RXN-15127: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10],0,24.1321,0,0,0,0
RXN-15130: (expasy) Cystathionine gamma-lyase [4.4.1.1],0,10.9105,0,0,0,0
RXN-15138: (metacyc) 2-chloroacrylate reductase [3.8.1.2],0,0,0,0,0,0
RXN-15143: (expasy) Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase [2.7.1.199],0,0,0,0,0,0
RXN-15150: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,26.5028,0,0,0,0
RXN-15151: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,26.5028,0,0,0,0
RXN-15152: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,26.5028,0,0,0,0
RXN-15154: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,26.5028,0,0,0,0
RXN-15155: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,26.5028,0,0,0,0
RXN-15157: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,26.5028,0,0,0,0
RXN-15162: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,20.8563,0,0,0,0
RXN-15164: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,20.8563,0,0,0,0
RXN-15165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,20.8563,0,0,0,0
RXN-15200: (expasy) Aromatic-amino-acid transaminase [2.6.1.57],0,0,0,0,0,0
"RXN-15202: (expasy) Beta-1,4-mannooligosaccharide phosphorylase [2.4.1.319]",0,0,0,0,0,0
RXN-15212: (expasy) Sphingomyelin phosphodiesterase [3.1.4.12],0,0,0,0,0,0
RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3],0,46.531,0,0,0,0
RXN-15264: (expasy) Aminodeoxyfutalosine synthase [2.5.1.120],0,32.794,0,92.4916,0,68.3409
RXN-15288: (metacyc) luteolin-7-O-diglucuronide peroxidase [1.11.1.7],0,0,0,0,0,0
RXN-15294: (expasy) Bacterial non-heme ferritin [1.16.3.2],0,48.8656,0,0,0,0
RXN-15298: (expasy) Sulfofructosephosphate aldolase [4.1.2.57],0,0,0,0,0,0
RXN-15309: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,7.14342,0,0,0,0
RXN-15313: (expasy) N-acetylneuraminate lyase [4.1.3.3],0,55.1317,0,0,0,0
RXN-15341: (expasy) Alkanesulfonate monooxygenase [1.14.14.5],0,0,0,0,0,0
RXN-15378: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],0,143.925,39.8022,165.304,67.8283,0
RXN-15479: (expasy) Photosystem I [1.97.1.12],0,0,165.858,0,0,0
"RXN-15513: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) [5.4.2.11]",0,0,59.6607,0,0,0
RXN-15521: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],0,84.2934,0,0,0,0
RXN-15556: (expasy) E2 ubiquitin-conjugating enzyme [2.3.2.23],0,0,0,0,0,0
RXN-15559: (expasy) HECT-type E3 ubiquitin transferase [2.3.2.26],0,0,0,0,0,0
RXN-15560: (expasy) HECT-type E3 ubiquitin transferase [2.3.2.26],0,0,0,0,0,0
RXN-15635: (expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11],0,136.16,58.4988,0,60.2621,0
"RXN-15680: (metacyc) 3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine glutathione S-transferase [2.5.1.18]",0,30.7004,55.5461,0,0,0
RXN-15682: (expasy) Membrane dipeptidase [3.4.13.19],21.9205,9.32998,0,150.801,0,67.1794
RXN-15710: (expasy) D-ribose pyranase [5.4.99.62],0,23.8633,0,0,0,0
RXN-15727: (expasy) Acetate CoA-transferase [2.8.3.8],0,28.5095,0,0,0,0
RXN-15733: (expasy) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [2.7.6.3],0,52.1926,75.3398,0,72.5929,57.2225
RXN-15740: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3],39.3857,177.463,78.2566,74.7616,0,59.4333
RXN-15745: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3],39.3857,177.463,78.2566,74.7616,0,59.4333
RXN-15824: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144],0,0,0,0,0,0
RXN-15838: (expasy) Nitrite reductase (NO-forming) [1.7.2.1],0,18.6584,0,0,0,0
RXN-15878: (expasy) (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [1.17.7.3],0,28.968,0,0,0,0
RXN-15881: (expasy) Cysteine desulfurase [2.8.1.7],0,165.383,0,0,101.881,0
RXN-15889: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],60.7139,105.03,48.0511,236.695,0,0
"RXN-15893: (expasy) 3,6-anhydro-L-galactonate cycloisomerase [5.5.1.25]",0,0,0,0,0,0
RXN-15902: (metacyc) galactarolactone cycloisomerase [5.5.1.27],0,0,0,0,0,0
RXN-15907: (expasy) D-galactarolactone cycloisomerase [5.5.1.27],0,0,0,0,0,0
RXN-15909: (expasy) Beta-amylase [3.2.1.2],0,19.6123,0,0,0,0
RXN-15910: (expasy) Alpha-glucosidase [3.2.1.20],0,30.8884,0,0,0,0
RXN-15941: (expasy) 4-hydroxyproline betaine 2-epimerase [5.1.1.22],0,0,0,0,0,0
RXN-15948: (expasy) 4-hydroxyproline betaine 2-epimerase [5.1.1.22],0,0,0,0,0,0
"RXN-15952: (expasy) RNA 2',3'-cyclic 3'-phosphodiesterase [3.1.4.58]",0,8.49778,0,0,0,0
RXN-16003: (expasy) Serine 3-dehydrogenase (NADP(+)) [1.1.1.276],0,0,0,0,0,0
RXN-16008: (expasy) L-serine 3-dehydrogenase (NAD(+)) [1.1.1.387],0,0,0,0,0,0
RXN-16021: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-16023: (expasy) sn-1 stearoyl-lipid 9-desaturase [1.14.19.28],0,0,0,0,0,0
RXN-16024: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,90.0958,0,0,0,0
RXN-16025: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-16032: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-16033: (metacyc) chenodeoxycholate dehydrogenase [1.1.1.159],0,21.4295,0,0,0,0
RXN-16060: (expasy) Ketol-acid reductoisomerase (NAD(+)) [1.1.1.382],0,10.231,0,0,0,0
RXN-16065: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,0,0,0
RXN-16067: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-16068: (expasy) sn-1 oleoyl-lipid 12-desaturase [1.14.19.45],0,0,0,0,0,0
RXN-16076: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-16077: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-16094: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-16096: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-16113: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-16117: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,90.0958,0,0,0,0
RXN-16118: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-16130: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-16132: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,0,0,0
RXN-16133: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-16135: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-16137: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-16138: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,0
RXN-16139: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,0
RXN-16153: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-16155: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-16165: (expasy) Methionine--tRNA ligase [6.1.1.10],0,179.919,0,0,152.509,0
RXN-16190: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,0,0,0
RXN-16194: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,0,0,0
RXN-16201: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,0,0,0
RXN-16225: (expasy) Lysophospholipase [3.1.1.5],0,43.3698,0,0,0,0
RXN-1623: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,146.037,0,98.3238,0,61.9926
RXN-16248: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,0,0,0
RXN-16249: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,0,0,0
RXN-16250: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,0,0,0
RXN-16296: (expasy) L-alanine--L-anticapsin ligase [6.3.2.49],0,0,0,0,0,0
RXN-16322: (expasy) Nitronate monooxygenase [1.13.12.16],0,0,0,0,0,0
RXN-16380: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
RXN-16389: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
RXN-16391: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1],25.0849,59.518,26.852,100.013,0,0
RXN-16393: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
RXN-16401: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
RXN-16402: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
RXN-16418: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
RXN-16427: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77],0,44.1937,0,0,0,0
RXN-16471: (expasy) Nitrate reductase (quinone) [1.7.5.1],0,0,0,0,0,0
RXN-16483: (expasy) Iduronate-2-sulfatase [3.1.6.13],0,0,0,0,0,0
