Gene_Family,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN: (expasy) Methionyl-tRNA formyltransferase [2.1.2.9],0,162.18,0,181.512,0,0
METHYLACETOACETYLCOATHIOL-RXN: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
METHYLACYLYLCOA-HYDROXY-RXN: (metacyc) Methylacrylyl-CoA hydratase [4.2.1.17],45.4334,190.253,67.0247,0,34.1099,69.7265
METHYLASPARTATE-AMMONIA-LYASE-RXN: (expasy) Methylaspartate ammonia-lyase [4.3.1.2],0,26.0389,0,0,0,0
METHYLASPARTATE-MUTASE-RXN: (expasy) Methylaspartate mutase [5.4.99.1],0,44.8916,0,0,0,0
METHYLCROTONYL-COA-CARBOXYLASE-RXN: (expasy) Methylcrotonoyl-CoA carboxylase [6.4.1.4],0,29.7688,0,0,0,0
METHYLENETHFDEHYDROG-NADP-RXN: (expasy) Methylenetetrahydrofolate dehydrogenase (NADP(+)) [1.5.1.5],0,99.9305,0,46.9994,78.6678,0
METHYLGLUTACONYL-COA-HYDRATASE-RXN: (expasy) Methylglutaconyl-CoA hydratase [4.2.1.18],0,9.76455,0,0,0,0
METHYLISOCITRATE-LYASE-RXN: (expasy) Methylisocitrate lyase [4.1.3.30],79.3314,130.248,0,0,0,0
METHYLITACONATE-DELTA-ISOMERASE-RXN: (expasy) Methylitaconate Delta-isomerase [5.3.3.6],0,11.5576,0,0,0,0
METHYLMALONYL-COA-EPIM-RXN: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1],25.0849,59.518,26.852,100.013,0,0
METHYLMALONYL-COA-MUT-RXN: (expasy) Methylmalonyl-CoA mutase [5.4.99.2],0,81.0357,42.5772,45.4836,0,0
METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4],24.0954,156.923,0,52.5681,0,0
MEVALONATE-KINASE-RXN: (expasy) Mevalonate kinase [2.7.1.36],0,19.5212,0,0,0,0
MHPELY-RXN: (expasy) 4-hydroxy-2-oxovalerate aldolase [4.1.3.39],0,0,0,0,0,0
MHPHYDROXY-RXN: (expasy) 3-(3-hydroxy-phenyl)propanoic acid hydroxylase [1.14.13.127],0,0,0,0,0,0
MMUM-RXN: (expasy) Homocysteine S-methyltransferase [2.1.1.10],0,0,0,0,0,0
MOXXANAU-RXN: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7],0,0,0,0,0,0
MUCONATE-CYCLOISOMERASE-RXN: (expasy) Muconate cycloisomerase [5.5.1.1],0,0,0,0,0,0
MUCONOLACTONE-DELTA-ISOMERASE-RXN: (expasy) Muconolactone Delta-isomerase [5.3.3.4],0,0,0,0,0,0
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN: (expasy) Inositol-3-phosphate synthase [5.5.1.4],0,0,0,0,0,0
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN: (expasy) Inositol-phosphate phosphatase [3.1.3.25],0,84.2262,0,0,0,0
MYO-INOSITOL-2-DEHYDROGENASE-RXN: (expasy) Inositol 2-dehydrogenase [1.1.1.18],0,30.9073,39.4491,0,41.3709,0
MYO-INOSOSE-2-DEHYDRATASE-RXN: (expasy) Myo-inosose-2 dehydratase [4.2.1.44],0,58.6021,0,0,0,0
N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN: (expasy) N-acetyldiaminopimelate deacetylase [3.5.1.47],0,0,0,0,0,0
N-ACETYLGLUCOSAMINE-KINASE-RXN: (expasy) N-acetylglucosamine kinase [2.7.1.59],0,0,0,0,0,0
N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38],0,23.7296,72.5446,0,0,0
N-ACETYLNEURAMINATE-SYNTHASE-RXN: (expasy) N-acetylneuraminate synthase [2.5.1.56],0,0,0,0,0,0
N-ACETYLTRANSFER-RXN: (expasy) Amino-acid N-acetyltransferase [2.3.1.1],0,82.5869,0,0,0,0
N-ACYLMANNOSAMINE-KINASE-RXN: (expasy) N-acylmannosamine kinase [2.7.1.60],0,9.54596,0,0,0,0
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN: (expasy) N-carbamoylputrescine amidase [3.5.1.53],0,0,0,0,0,0
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN: (expasy) N-formylglutamate deformylase [3.5.1.68],0,0,0,0,0,0
N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN: (expasy) N-sulfoglucosamine sulfohydrolase [3.10.1.1],0,0,0,0,0,0
N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN: (expasy) N(6)-hydroxylysine O-acetyltransferase [2.3.1.102],0,0,0,0,0,0
"NACGLCTRANS-RXN: (metacyc) UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase [2.4.1.227]",0,94.348,0,0,0,0
NAD+-ADP-RIBOSYLTRANSFERASE-RXN: (expasy) NAD(+) ADP-ribosyltransferase [2.4.2.30],0,0,0,0,0,0
NAD-KIN-RXN: (expasy) NAD(+) kinase [2.7.1.23],0,118.649,56.5206,0,0,0
NAD-SYNTH-GLN-RXN: (expasy) NAD(+) synthase (glutamine-hydrolyzing) [6.3.5.1],0,35.9927,0,0,54.1215,0
NAD-SYNTH-NH3-RXN: (expasy) NAD(+) synthase [6.3.1.5],0,67.5416,0,0,0,0
NADH-DEHYDROG-A-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],0,0,0,157.475,164.264,0
NADH-PEROXIDASE-RXN: (expasy) NADH peroxidase [1.11.1.1],0,26.8715,0,0,0,0
NADH-PQ-DEHYDROG-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],0,0,0,157.475,164.264,0
NADPH-DEHYDROGENASE-RXN: (expasy) NADPH dehydrogenase [1.6.99.1],0,14.0859,0,0,0,0
NADPYROPHOSPHAT-RXN: (expasy) NAD(+) diphosphatase [3.6.1.22],0,30.0254,0,0,0,0
NAG1P-URIDYLTRANS-RXN: (expasy) UDP-N-acetylglucosamine diphosphorylase [2.7.7.23],0,108.584,0,0,0,0
NAG6PDEACET-RXN: (expasy) N-acetylglucosamine-6-phosphate deacetylase [3.5.1.25],0,43.6126,0,0,0,0
NANE-RXN: (metacyc) N-acetyl-D-mannosamine-6-phosphate epimerase [5.1.3.9],0,13.1362,0,0,0,0
NANK-RXN: (expasy) N-acylmannosamine kinase [2.7.1.60],0,9.54596,0,0,0,0
"NAPHTHALENE-12-DIOXYGENASE-RXN: (expasy) Naphthalene 1,2-dioxygenase [1.14.12.12]",0,0,0,0,0,0
"NAPHTHOATE-SYN-RXN: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA synthase [4.1.3.36]",23.0909,26.8749,0,0,73.6871,0
NARINGENIN-CHALCONE-SYNTHASE-RXN: (expasy) Chalcone synthase [2.3.1.74],0,0,0,0,0,0
NICONUCADENYLYLTRAN-RXN: (expasy) Nicotinate-nucleotide adenylyltransferase [2.7.7.18],0,11.5935,0,0,0,0
NICOTINAMID-RXN: (expasy) Nicotinamidase [3.5.1.19],0,30.9864,0,0,0,0
NICOTINATE-DEHYDROGENASE-RXN: (expasy) Nicotinate dehydrogenase (cytochrome) [1.17.2.1],0,0,0,0,0,0
NICOTINATEPRIBOSYLTRANS-RXN: (expasy) Nicotinate phosphoribosyltransferase [6.3.4.21],0,7.52179,0,0,0,0
NITRATE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrate reductase (cytochrome) [1.9.6.1],0,0,0,0,0,0
NITRIC-OXIDE-REDUCTASE-RXN: (expasy) Nitric-oxide reductase (cytochrome c) [1.7.2.5],0,0,0,0,0,0
NITRILE-HYDRATASE-RXN: (expasy) Nitrile hydratase [4.2.1.84],0,13.8617,0,0,0,0
NITRITE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrite reductase (NO-forming) [1.7.2.1],0,18.6584,0,0,0,0
NITROGENASE-RXN: (expasy) Nitrogenase [1.18.6.1],0,30.1943,0,0,0,0
NMNAMIDOHYDRO-RXN: (expasy) Nicotinamide-nucleotide amidase [3.5.1.42],0,0,0,0,0,0
NQOR-RXN: (expasy) NAD(P)H dehydrogenase (quinone) [1.6.5.2],0,0,0,0,0,0
NUCLEOSIDE-DIP-KIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],20.6201,120.889,25.3675,0,116.168,0
NUCLEOSIDE-TRIPHOSPHATASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15],0,17.5879,0,0,0,0
NUCLEOTIDE-PYROPHOSPHATASE-RXN: (expasy) Nucleotide diphosphatase [3.6.1.9],0,10.7491,0,0,0,0
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN: (expasy) O-acetylhomoserine aminocarboxypropyltransferase [2.5.1.49],0,135.813,0,50.1894,32.2844,79.312
O-SUCCHOMOSERLYASE-RXN: (expasy) Cystathionine gamma-synthase [2.5.1.48],28.795,108.424,0,98.2061,0,0
O-SUCCINYLBENZOATE-COA-LIG-RXN: (expasy) o-succinylbenzoate--CoA ligase [6.2.1.26],0,0,0,0,0,0
O-SUCCINYLBENZOATE-COA-SYN-RXN: (expasy) o-succinylbenzoate synthase [4.2.1.113],0,11.0867,0,0,0,0
OCTADECANAL-DECARBONYLASE-RXN: (expasy) Aldehyde oxygenase (deformylating) [4.1.99.5],0,0,0,0,0,0
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN: (expasy) 3-demethoxyubiquinol 3-hydroxylase [1.14.99.60],0,0,0,0,0,0
OHACYL-COA-DEHYDROG-RXN: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
OHBUTYRYL-COA-EPIM-RXN: (expasy) 3-hydroxybutyryl-CoA epimerase [5.1.2.3],0,125.343,0,0,0,0
OHMETHYLBILANESYN-RXN: (expasy) Hydroxymethylbilane synthase [2.5.1.61],0,105.526,0,0,0,0
OHMETPYRKIN-RXN: (expasy) Hydroxymethylpyrimidine kinase [2.7.1.49],0,0,0,0,0,0
ORNCARBAMTRANSFER-RXN: (expasy) Ornithine carbamoyltransferase [2.1.3.3],0,120.539,0,0,54.5287,0
ORNDECARBOX-RXN: (expasy) Ornithine decarboxylase [4.1.1.17],0,0,0,0,0,0
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN: (expasy) Ornithine aminotransferase [2.6.1.13],0,17.1907,0,0,0,0
ORNITHINE-CYCLODEAMINASE-RXN: (expasy) Ornithine cyclodeaminase [4.3.1.12],0,81.5654,0,0,0,0
ORNITHINE-GLU-AMINOTRANSFERASE-RXN: (metacyc) Ornithine--oxo-glutarate aminotransferase [2.6.1.13],0,17.1907,0,0,0,0
"ORNMUTST-RXN: (expasy) D-ornithine 4,5-aminomutase [5.4.3.5]",0,0,0,0,0,0
OROPRIBTRANS-RXN: (expasy) Orotate phosphoribosyltransferase [2.4.2.10],13.5176,94.0174,0,66.2414,0,0
OROTATE-REDUCTASE-NADH-RXN: (expasy) Dihydroorotate dehydrogenase (NAD(+)) [1.3.1.14],0,0,0,0,0,0
OROTPDECARB-RXN: (expasy) Orotidine-5'-phosphate decarboxylase [4.1.1.23],0,93.6656,0,0,0,0
OXALODECARB-RXN: (expasy) Oxaloacetate decarboxylase [4.1.1.112],0,19.0756,0,0,0,0
OXALYL-COA-DECARBOXYLASE-RXN: (expasy) Oxalyl-CoA decarboxylase [4.1.1.8],0,0,0,0,0,0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN: (expasy) Oxoglutarate dehydrogenase (NADP(+)) [1.2.1.52],0,6.15705,0,0,0,0
P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36],0,111.527,0,56.5911,0,0
P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5],0,111.527,0,56.5911,0,0
PABASYN-RXN: (expasy) Aminodeoxychorismate synthase [2.6.1.85],0,82.4956,0,0,0,0
PANTEPADENYLYLTRAN-RXN: (expasy) Pantetheine-phosphate adenylyltransferase [2.7.7.3],24.7023,129.3,213.81,88.9131,0,0
PANTOATE-BETA-ALANINE-LIG-RXN: (expasy) Pantoate--beta-alanine ligase (AMP-forming) [6.3.2.1],17.8283,55.7286,0,96.2986,0,0
PANTOTHENATE-KIN-RXN: (expasy) Pantothenate kinase [2.7.1.33],0,54.4572,0,0,0,0
PCP4MONO-RXN: (expasy) Pentachlorophenol monooxygenase [1.14.13.50],0,0,0,0,0,0
PDXJ-RXN: (expasy) Pyridoxine 5'-phosphate synthase [2.6.99.2],48.806,201.386,43.3704,52.5681,67.1865,0
PENICILLIN-AMIDASE-RXN: (expasy) Penicillin amidase [3.5.1.11],0,0,0,0,0,0
PEPCARBOX-RXN: (expasy) Phosphoenolpyruvate carboxylase [4.1.1.31],0,53.6266,0,0,0,0
PEPCARBOXYKIN-RXN: (expasy) Phosphoenolpyruvate carboxykinase (ATP) [4.1.1.49],30.0392,255.948,0,107.564,0,49.4632
PEPDEPHOS-RXN: (expasy) Pyruvate kinase [2.7.1.40],0,198.365,77.5626,87.1957,0,0
"PEPSYNTH-RXN: (expasy) Pyruvate, water dikinase [2.7.9.2]",0,35.3333,0,0,0,0
PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN: (expasy) Peptide-aspartate beta-dioxygenase [1.14.11.16],0,12.0444,0,0,0,0
PEPTIDYLPROLYL-ISOMERASE-RXN: (expasy) Peptidylprolyl isomerase [5.2.1.8],24.5719,570.906,261.062,133.98,40.2369,28.0769
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144],0,0,0,0,0,0
PEROXID-RXN: (expasy) Peroxidase [1.11.1.7],0,0,0,0,0,0
PGLUCISOM-RXN: (expasy) Glucose-6-phosphate isomerase [5.3.1.9],0,113.689,0,0,0,72.1191
PGLUCONDEHYDRAT-RXN: (expasy) Phosphogluconate dehydratase [4.2.1.12],0,15.8115,0,0,0,0
PGLYCDEHYDROG-RXN: (expasy) Phosphoglycerate dehydrogenase [1.1.1.95],0,107.986,56.8531,0,0,0
PGPPHOSPHA-RXN: (expasy) Phosphatidylglycerophosphatase [3.1.3.27],0,46.9926,0,0,0,0
PHENDEHYD-RXN: (expasy) Phenylacetaldehyde dehydrogenase [1.2.1.39],0,0,0,0,0,0
PHENOL-2-MONOOXYGENASE-RXN: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7],0,7.55491,0,0,0,0
PHENYLALANINE--TRNA-LIGASE-RXN: (expasy) Phenylalanine--tRNA ligase [6.1.1.20],24.454,174.1,0,125.059,0,0
PHENYLALANINE-AMMONIA-LYASE-RXN: (expasy) AMBIGUOUS [4.3.1.24; 4.3.1.25],0,0,0,0,0,0
PHOSACETYLTRANS-RXN: (expasy) Phosphate acetyltransferase [2.3.1.8],0,149.239,0,0,0,0
PHOSGLYPHOS-RXN: (expasy) Phosphoglycerate kinase [2.7.2.3],50.8309,202.385,0,0,71.434,0
PHOSICITDEHASE-RXN: (expasy) [Isocitrate dehydrogenase (NADP(+))] kinase [2.7.11.5],0,0,0,0,0,0
PHOSMANMUT-RXN: (expasy) Phosphomannomutase [5.4.2.8],0,104.057,0,0,0,0
"PHOSNACMURPENTATRANS-RXN: (metacyc) UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase [2.7.8.13]",51.057,108.301,75.5188,0,32.6234,77.2978
PHOSPHAGLYPSYN-RXN: (expasy) CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase [2.7.8.5],0,49.3845,0,0,0,0
PHOSPHASERDECARB-RXN: (expasy) Phosphatidylserine decarboxylase [4.1.1.65],0,148.045,0,0,0,0
PHOSPHASERSYN-RXN: (expasy) CDP-diacylglycerol--serine O-phosphatidyltransferase [2.7.8.8],0,18.6124,0,0,0,0
PHOSPHATIDYLCHOLINE-DESATURASE-RXN: (expasy) Acyl-lipid omega-6 desaturase (cytochrome b5) [1.14.19.22],0,0,0,0,0,0
"PHOSPHOGLUCMUT-RXN: (expasy) Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) [5.4.2.2]",0,87.3399,0,0,59.7573,0
PHOSPHOKETOLASE-RXN: (expasy) Phosphoketolase [4.1.2.9],0,0,0,0,0,0
PHOSPHOLIPASE-A2-RXN: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,0
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN: (expasy) Phosphonoacetaldehyde hydrolase [3.11.1.1],0,13.1188,0,0,0,0
PHOSPHORIBULOKINASE-RXN: (expasy) Phosphoribulokinase [2.7.1.19],0,97.0765,0,0,0,0
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN: (expasy) Plastoquinol--plastocyanin reductase [7.1.1.6],0,2.18988,11.195,0,0,0
PMPOXI-RXN: (expasy) Pyridoxal 5'-phosphate synthase [1.4.3.5],0,38.4269,0,59.941,0,0
PNKIN-RXN: (expasy) Pyridoxal kinase [2.7.1.35],0,0,0,0,0,0
PNP-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1],22.1086,210.587,68.323,0,0,0
PNPOXI-RXN: (expasy) Pyridoxal 5'-phosphate synthase [1.4.3.5],0,38.4269,0,59.941,0,0
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN: (expasy) Polynucleotide adenylyltransferase [2.7.7.19],0,17.1913,0,0,0,0
POLYPHOSPHATE-KINASE-RXN: (expasy) Polyphosphate kinase [2.7.4.1],22.5294,197.112,0,0,0,0
PORPHOBILSYNTH-RXN: (expasy) Porphobilinogen synthase [4.2.1.24],0,99.9201,89.4567,0,92.1558,0
PPENTOMUT-RXN: (expasy) Phosphopentomutase [5.4.2.7],0,173.205,0,0,0,0
"PPGPPSYN-RXN: (expasy) Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [3.1.7.2]",0,107.723,0,0,0,0
"PPPGPPHYDRO-RXN: (expasy) Guanosine-5'-triphosphate,3'-diphosphate diphosphatase [3.6.1.40]",0,58.4086,0,0,0,0
PRAISOM-RXN: (expasy) Phosphoribosylanthranilate isomerase [5.3.1.24],0,91.2362,44.1554,0,0,0
PREPHENATEDEHYDRAT-RXN: (expasy) Prephenate dehydratase [4.2.1.51],0,101.478,0,0,104.45,0
PREPHENATEDEHYDROG-RXN: (expasy) Prephenate dehydrogenase [1.3.1.12],0,88.2133,0,0,0,0
PRIBFAICARPISOM-RXN: (expasy) isomerase [5.3.1.16],0,62.6895,0,0,0,0
PRODISULFREDUCT-RXN: (expasy) Protein-disulfide reductase (glutathione) [1.8.4.2],0,0,0,0,0,0
PROLINE--TRNA-LIGASE-RXN: (expasy) Proline--tRNA ligase [6.1.1.15],14.5264,233.897,83.6799,0,0,0
PROLINE-RACEMASE-RXN: (expasy) Proline racemase [5.1.1.4],0,23.7039,0,0,0,0
PROPANEDIOL-DEHYDRATASE-RXN: (expasy) Propanediol dehydratase [4.2.1.28],0,15.0906,0,0,0,0
PROPCOASYN-RXN: (expasy) Short-chain acyl-CoA dehydrogenase [1.3.8.1],22.6917,32.7311,35.4697,0,51.7896,0
PROPIONATE--COA-LIGASE-RXN: (expasy) Propionate--CoA ligase [6.2.1.17],0,42.6003,0,0,62.7753,0
PROPIONYL-COA-CARBOXY-RXN: (expasy) Propionyl-CoA carboxylase [6.4.1.3],16.4168,64.5819,0,0,0,91.0619
PROPKIN-RXN: (expasy) AMBIGUOUS [2.7.2.1; 2.7.2.14; 2.7.2.15; 2.7.2.7],0,0,0,0,0,0
PROTEIN-KINASE-RXN: (expasy) AMBIGUOUS [2.7.11.1; 2.7.11.12; 2.7.11.13; 2.7.11.17; 2.7.11.21; 2.7.11.22; 2.7.12.1],0,0,0,0,0,0
PROTEIN-TYROSINE-PHOSPHATASE-RXN: (expasy) Protein-tyrosine-phosphatase [3.1.3.48],0,18.2246,0,0,0,0
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN: (expasy) Protein-tyrosine sulfotransferase [2.8.2.20],0,0,0,0,0,0
"PROTOCATECHUATE-34-DIOXYGENASE-RXN: (expasy) Protocatechuate 3,4-dioxygenase [1.13.11.3]",0,8.31466,0,0,0,0
"PROTOCATECHUATE-45-DIOXYGENASE-RXN: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]",0,0,0,0,0,0
PROTOHEMEFERROCHELAT-RXN: (expasy) Protoporphyrin ferrochelatase [4.99.1.1],0,110.073,64.135,0,0,73.5615
PROTOPORGENOXI-RXN: (expasy) Protoporphyrinogen oxidase [1.3.3.4],0,0,0,0,0,0
PRPPAMIDOTRANS-RXN: (expasy) Amidophosphoribosyltransferase [2.4.2.14],0,116.142,231.747,0,54.9978,0
PRPPSYN-RXN: (expasy) Ribose-phosphate diphosphokinase [2.7.6.1],52.9988,226.488,46.0239,89.4505,138.306,84.5534
PRTRANS-RXN: (expasy) Anthranilate phosphoribosyltransferase [2.4.2.18],0,78.46,0,45.8341,0,0
PSERPHOSPHA-RXN: (expasy) Phosphoserine phosphatase [3.1.3.3],46.7961,120.743,46.4636,53.3562,0,0
PSERTRANSAM-RXN: (expasy) Phosphoserine transaminase [2.6.1.52],0,99.1542,0,46.4095,0,0
PSERTRANSAMPYR-RXN: (expasy) Phosphoserine transaminase [2.6.1.52],0,99.1542,0,46.4095,0,0
PSEUDOURIDINE-KINASE-RXN: (expasy) Pseudouridine kinase [2.7.1.83],0,7.59072,0,0,0,0
PSII-RXN: (expasy) Photosystem II [1.10.3.9],97.9955,84.5419,134.017,240.585,0,0
PURINE-NUCLEOSIDASE-RXN: (expasy) Purine nucleosidase [3.2.2.1],0,0,0,0,0,0
PYFLAVOXRE-RXN: (expasy) Pyruvate synthase [1.2.7.1],0,37.0035,0,0,0,0
PYRAMKIN-RXN: (expasy) Pyridoxal kinase [2.7.1.35],0,0,0,0,0,0
PYRAZIN-RXN: (expasy) Amidase [3.5.1.4],0,13.0919,0,0,0,0
PYRIDOXAL-4-DEHYDROGENASE-RXN: (expasy) Pyridoxal 4-dehydrogenase [1.1.1.107],0,11.7471,0,0,0,0
PYRIDOXINE-4-DEHYDROGENASE-RXN: (expasy) Pyridoxine 4-dehydrogenase [1.1.1.65],0,0,0,0,0,0
PYRIDOXKIN-RXN: (expasy) Pyridoxal kinase [2.7.1.35],0,0,0,0,0,0
PYRIMSYN1-RXN: (expasy) Phosphomethylpyrimidine synthase [4.1.99.17],0,153.12,57.1895,0,0,58.2009
PYRIMSYN3-RXN: (expasy) Phosphooxymethylpyrimidine kinase [2.7.4.7],0,0,40.2709,0,0,0
PYRNUTRANSHYDROGEN-RXN: (expasy) AMBIGUOUS [1.6.1.1; 1.6.1.2; 1.6.1.3],0,49.8601,0,0,0,0
PYROGLUTAMYL-PEPTIDASE-I-RXN: (expasy) Pyroglutamyl-peptidase I [3.4.19.3],0,0,0,0,0,0
PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN: (expasy) AMBIGUOUS [1.5.1.1; 1.5.1.49],0,0,0,0,0,0
PYRROLINECARBREDUCT-RXN: (expasy) Pyrroline-5-carboxylate reductase [1.5.1.2],4987.33,2523.68,4196.98,5177.21,987.602,5062.8
PYRUFLAVREDUCT-RXN: (expasy) Pyruvate synthase [1.2.7.1],0,37.0035,0,0,0,0
PYRUVATE-CARBOXYLASE-RXN: (expasy) Pyruvate carboxylase [6.4.1.1],0,84.3276,0,0,0,0
"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN: (expasy) Pyruvate, phosphate dikinase [2.7.9.1]",0,18.5002,0,44.6379,0,0
PYRUVDEH-RXN: NO_NAME,0,0,0,0,0,0
PYRUVFORMLY-RXN: (expasy) Formate C-acetyltransferase [2.3.1.54],0,209.828,0,0,0,0
QOR-RXN: (expasy) NADPH:quinone reductase [1.6.5.5],0,10.7571,0,0,0,0
"QUERCETIN-23-DIOXYGENASE-RXN: (expasy) Quercetin 2,3-dioxygenase [1.13.11.24]",0,0,0,0,0,0
QUERCITRINASE-RXN: (expasy) AMBIGUOUS [3.2.1.40; 3.2.1.66],0,0,0,0,0,0
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN: NO_NAME,0,0,0,0,0,0
QUINOLINATE-SYNTHA-RXN: (expasy) Quinolinate synthase [2.5.1.72],66.9796,220.136,50.047,279.883,171.245,50.6257
QUINOPRIBOTRANS-RXN: (expasy) Nicotinate-nucleotide diphosphorylase (carboxylating) [2.4.2.19],13.3978,170.173,0,150.226,0,48.4781
R-2-METHYLMALATE-DEHYDRATASE-RXN: (expasy) (R)-2-methylmalate dehydratase [4.2.1.35],0,0,0,0,0,0
R101-RXN: (expasy) Diaminobutyrate--2-oxoglutarate transaminase [2.6.1.76],0,7.13058,0,0,0,0
R103-RXN: (expasy) Ectoine synthase [4.2.1.108],0,0,0,0,0,0
R11-RXN: (expasy) AMBIGUOUS [2.8.3.1; 2.8.3.8],0,28.5095,0,0,0,0
R12-RXN: (expasy) 6-phospho-3-hexuloisomerase [5.3.1.27],0,0,0,0,0,0
R122-RXN: (expasy) Hydroxydechloroatrazine ethylaminohydrolase [3.5.4.43],0,9.32998,0,0,0,0
R145-RXN: (expasy) Methylthioribulose 1-phosphate dehydratase [4.2.1.109],0,7.16288,0,0,0,0
R146-RXN: (expasy) Acireductone dioxygenase (Ni(2+)-requiring) [1.13.11.53],0,0,0,0,0,0
R147-RXN: (expasy) Acireductone dioxygenase (Fe(2+)-requiring) [1.13.11.54],0,0,60.4064,0,0,0
R15-RXN: (expasy) Methionine transaminase [2.6.1.88],0,0,0,0,0,0
R222-RXN: (metacyc) 1-octanal dehydrogenase (NAD+) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
R223-RXN: (metacyc) octanoyl-CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
R229-RXN: (expasy) 2-phosphosulfolactate phosphatase [3.1.3.71],0,23.7639,0,0,0,0
R309-RXN: (metacyc) Acrylonitrilase [3.5.5.7],0,6.91617,53.3293,0,0,0
R310-RXN: (expasy) Nitrile hydratase [4.2.1.84],0,13.8617,0,0,0,0
R311-RXN: (metacyc) Acrylamidase [3.5.1.4],0,13.0919,0,0,0,0
R313-RXN: (expasy) Nitrile hydratase [4.2.1.84],0,13.8617,0,0,0,0
"R341-RXN: (expasy) Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.9]",0,0,0,0,0,0
R342-RXN: (expasy) Cobaltochelatase [6.6.1.2],0,29.7902,40.869,0,0,0
R345-RXN: (expasy) Adenosylcobyric acid synthase (glutamine-hydrolyzing) [6.3.5.10],0,0,0,0,0,0
R601-RXN: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,9.92927,0,0,0,0
R621-RXN: (expasy) Nitric oxide dioxygenase [1.14.12.17],0,9.08825,0,0,0,0
R8-RXN: (expasy) Acetate CoA-transferase [2.8.3.8],0,28.5095,0,0,0,0
RETINYL-PALMITATE-ESTERASE-RXN: (metacyc) retinyl-palmitate esterase [3.1.1.1],0,0,0,0,0,0
