Gene_Family,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36
HYDROXYLAMINE-REDUCTASE-RXN: (expasy) Hydroxylamine reductase [1.7.99.1],0,0,36.2792,9.2421,0,0
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN: (expasy) Hydroxymethylglutaryl-CoA lyase [4.1.3.4],0,0,34.489,68.0974,0,0
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN: (expasy) Hydroxymethylglutaryl-CoA reductase [1.1.1.88],0,0,0,17.7167,0,0
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN: (expasy) Hydroxymethylglutaryl-CoA synthase [2.3.3.10],0,0,0,10.1664,0,0
HYDROXYPYRUVATE-REDUCTASE-RXN: (expasy) Hydroxypyruvate reductase [1.1.1.81],0,0,14.1716,40.3311,0,0
HYPOXANPRIBOSYLTRAN-RXN: (expasy) Hypoxanthine phosphoribosyltransferase [2.4.2.8],9.88706,0,16.4087,82.6169,56.734,0
IGPSYN-RXN: (expasy) Indole-3-glycerol-phosphate synthase [4.1.1.48],0,0,96.2728,203.528,28.9516,0
ILEDEAMINE-RXN: (metacyc) isoleucine dehydrogenase [1.4.1.9],0,8.39259,10.8597,38.249,0,0
IMIDAZOLONEPROPIONASE-RXN: (expasy) Imidazolonepropionase [3.5.2.7],0,0,6.63915,66.176,96.019,0
IMIDPHOSDEHYD-RXN: (expasy) Imidazoleglycerol-phosphate dehydratase [4.2.1.19],26.835,73.1689,147.114,249.709,109.592,0
IMP-DEHYDROG-RXN: (expasy) IMP dehydrogenase [1.1.1.205],39.8163,17.9016,82.4786,250.998,109.336,0
IMPCYCLOHYDROLASE-RXN: (expasy) IMP cyclohydrolase [3.5.4.10],44.7492,31.2718,87.1159,215.23,98.2793,0
INOPHOSPHOR-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1],0,25.0164,26.7189,86.916,59.633,0
INORGPYROPHOSPHAT-RXN: (expasy) Inorganic diphosphatase [3.6.1.1],54.7241,18.7623,253.646,279.211,117.783,0
INOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73],0,0,0,3.48789,0,0
IPPISOM-RXN: (expasy) Isopentenyl-diphosphate Delta-isomerase [5.3.3.2],0,0,22.5655,98.8786,92.0024,0
ISOBUTYRYL-COA-MUTASE-RXN: (expasy) Isobutyryl-CoA mutase [5.4.99.13],0,0,0,33.3231,0,0
ISOCHORMAT-RXN: (expasy) Isochorismatase [3.3.2.1],0,15.5946,0,25.2205,54.7231,0
ISOCHORSYN-RXN: (expasy) Isochorismate synthase [5.4.4.2],0,0,0,9.55178,0,0
ISOCIT-CLEAV-RXN: (expasy) Isocitrate lyase [4.1.3.1],62.0726,0,79.4676,82.9777,22.923,0
ISOCITDEH-RXN: (expasy) Isocitrate dehydrogenase (NADP(+)) [1.1.1.42],109.896,128.892,196.352,502.194,214.914,2.39646
ISOCITRATE-DEHYDROGENASE-NAD+-RXN: (expasy) AMBIGUOUS [1.1.1.286; 1.1.1.41],0,0,0,34.1498,0,0
ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN: (expasy) Isohexenylglutaconyl-CoA hydratase [4.2.1.57],0,0,0,4.28218,0,0
ISOLEUCINE--TRNA-LIGASE-RXN: (expasy) Isoleucine--tRNA ligase [6.1.1.5],0,0,92.828,158.625,114.641,1.27414
ISOVALERYLCOA-DHLIPOAMIDE-RXN: (metacyc) dihydrolipoyllysine-residue (3-methylbutanoyl)transferase [2.3.1.168],0,0,0,0,17.1256,0
ISPH2-RXN: (expasy) 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [1.17.7.4],56.9208,45.5412,210.871,208.753,91.7713,0
KDGALDOL-RXN: (expasy) 2-dehydro-3-deoxyglucarate aldolase [4.1.2.20],0,0,0,0,0,0
KDO-8PPHOSPHAT-RXN: (expasy) 3-deoxy-manno-octulosonate-8-phosphatase [3.1.3.45],11.3535,16.858,0,28.0926,0,0
KDO-8PSYNTH-RXN: (expasy) 3-deoxy-8-phosphooctulonate synthase [2.5.1.55],19.4879,81.0023,134.173,206.766,67.854,0
KDPGALDOL-RXN: (expasy) AMBIGUOUS [4.1.2.14; 4.1.2.55],13.1359,0,20.2499,72.8192,72.7836,0
KDUD-RXN: (expasy) 2-deoxy-D-gluconate 3-dehydrogenase [1.1.1.125],0,0,12.1603,28.9271,26.319,0
KETOACYLCOATHIOL-RXN: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
KETOGLUTREDUCT-RXN: (expasy) 2-oxoglutarate reductase [1.1.1.399],0,0,14.3849,12.0611,0,0
KETOISOCAPROATE-RXN: (metacyc) 4-methyl-2-oxopentanoate dehydrogenase (lipoamide) [1.2.4.4],28.6751,0,33.8331,132.445,34.0705,0
KETOLACTOSE-RXN: (expasy) Beta-galactosidase [3.2.1.23],55.696,23.5094,27.5979,15.0403,15.6201,0
KYNURENINASE-RXN: (expasy) Kynureninase [3.7.1.3],0,0,0,42.5762,0,0
KYNURENINE-3-MONOOXYGENASE-RXN: (expasy) Kynurenine 3-monooxygenase [1.14.13.9],0,0,0,21.6284,0,0
L-ARABINONATE-DEHYDRATASE-RXN: (expasy) L-arabinonate dehydratase [4.2.1.25],0,0,0,13.6071,83.3377,0
L-ASPARTATE-OXID-RXN: (expasy) L-aspartate oxidase [1.4.3.16],0,0,62.2434,147.868,81.4897,0
L-GLN-FRUCT-6-P-AMINOTRANS-RXN: (expasy) Glutamine--fructose-6-phosphate transaminase (isomerizing) [2.6.1.16],50.3229,9.00855,90.5649,189.201,158.208,0
L-IDITOL-2-DEHYDROGENASE-RXN: (expasy) L-iditol 2-dehydrogenase [1.1.1.14],0,0,32.9298,14.8074,20.813,0
L-IDONATE-2-DEHYDROGENASE-RXN: (metacyc) L-idonate 2-dehydrogenase [1.1.1.264],0,0,16.9971,0,0,0
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN: (expasy) L-lactate dehydrogenase (cytochrome) [1.1.2.3],64.7328,32.3448,74.9814,67.8605,66.7721,0
L-LACTATE-DEHYDROGENASE-RXN: (expasy) L-lactate dehydrogenase [1.1.1.27],0,0,33.932,8.23368,0,0
L-RHAMNONATE-DEHYDRATASE-RXN: (expasy) L-rhamnonate dehydratase [4.2.1.90],0,0,0,1.55646,0,0
L-XYLULOSE-REDUCTASE-RXN: (expasy) L-xylulose reductase [1.1.1.10],0,0,0,1.86343,0,0
LACTALDDEHYDROG-RXN: (expasy) Lactaldehyde dehydrogenase [1.2.1.22],45.6194,0,17.0056,34.0277,0,0
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN: (expasy) Galactose-6-phosphate isomerase [5.3.1.26],0,0,0,4.88686,0,0
LACTOSE6P-HYDROXY-RXN: (metacyc) 6-phospho-lactosidase [3.2.1.85],0,0,0,2.61097,41.889,0
LAUROYLACYLTRAN-RXN: (expasy) Kdo(2)-lipid IV(A) lauroyltransferase [2.3.1.241],0,0,0,4.00336,0,0
LEUCINE--TRNA-LIGASE-RXN: (expasy) Leucine--tRNA ligase [6.1.1.4],0,16.8985,31.0377,204.032,63.3582,0
LEUCINE-DEHYDROGENASE-RXN: (expasy) Leucine dehydrogenase [1.4.1.9],0,8.39259,10.8597,38.249,0,0
LEUCYLTRANSFERASE-RXN: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],22.4247,25.0164,68.3484,96.7965,58.0648,0
LINB1-RXN: (expasy) Haloalkane dehalogenase [3.8.1.5],52.9386,31.4151,88.5285,199.974,28.1832,3.147
LINB2-RXN: (expasy) Haloalkane dehalogenase [3.8.1.5],52.9386,31.4151,88.5285,199.974,28.1832,3.147
LINOLENOYL-RXN: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
LIPIDADISACCHARIDESYNTH-RXN: (expasy) Lipid-A-disaccharide synthase [2.4.1.182],103.935,21.3254,22.5025,48.3183,0,0
"LIPIDXSYNTHESIS-RXN: (expasy) UDP-2,3-diacylglucosamine diphosphatase [3.6.1.54]",0,0,16.243,21.0709,0,0
LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,11.7358,13.8731,0,0
LONG-CHAIN-ALDEHYDE-DEHYDROGENASE-RXN: (expasy) Long-chain-aldehyde dehydrogenase [1.2.1.48],0,10.6174,0,0,0,0
LTAA-RXN: (expasy) AMBIGUOUS [4.1.2.48; 4.1.2.49],0,0,0,1.82868,0,0
"LUMAZINESYN-RXN: (expasy) 6,7-dimethyl-8-ribityllumazine synthase [2.5.1.78]",101.224,99.3075,132.16,244.936,162.929,1.55459
LXULRU5P-RXN: (expasy) L-ribulose-5-phosphate 3-epimerase [5.1.3.22],0,0,0,4.48986,0,0
LYSINE--TRNA-LIGASE-RXN: (expasy) Lysine--tRNA ligase [6.1.1.6],44.1669,0,86.2632,220.878,70.5075,0
"LYSINE-23-AMINOMUTASE-RXN: (expasy) Lysine 2,3-aminomutase [5.4.3.2]",0,0,15.5139,4.36632,0,0
LYSOPHOSPHOLIPASE-RXN: (expasy) Lysophospholipase [3.1.1.5],0,8.48635,5.78669,0,0,0
LYSYLTRANSFERASE-RXN: (expasy) Lysyltransferase [2.3.2.3],0,0,0,0,0,0
MALATE--COA-LIGASE-RXN: (expasy) Malate--CoA ligase [6.2.1.9],0,0,0,8.73871,0,0
MALATE-DEH-RXN: (expasy) Malate dehydrogenase [1.1.1.37],27.4315,126.181,149.921,323.058,159.415,0
MALATE-DEHYDROGENASE-ACCEPTOR-RXN: (expasy) Malate dehydrogenase (quinone) [1.1.5.4],0,0,0,18.2845,84.6588,0
MALEATE-ISOMERASE-RXN: (expasy) Maleate isomerase [5.2.1.1],0,0,0,28.775,0,0
MALEYLACETATE-REDUCTASE-RXN: (expasy) Maleylacetate reductase [1.3.1.32],0,0,0,23.7589,0,0
MALEYLACETOACETATE-ISOMERASE-RXN: (expasy) Maleylacetoacetate isomerase [5.2.1.2],0,0,9.51281,2.24137,0,0
MALIC-NADP-RXN: (expasy) Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) [1.1.1.40],24.7199,0,137.803,190.297,81.372,0
MALONYL-COA-ACP-TRANSACYL-RXN: (expasy) [Acyl-carrier-protein] S-malonyltransferase [2.3.1.39],58.0302,19.0687,74.5236,111.836,0,0
MALSYN-RXN: (expasy) Malate synthase [2.3.3.9],78.421,39.3271,91.7897,167.257,57.1878,0
MALTACETYLTRAN-RXN: (expasy) Maltose O-acetyltransferase [2.3.1.79],0,0,52.0038,6.47895,0,0
MALTODEXGLUCOSID-RXN: (expasy) Alpha-glucosidase [3.2.1.20],0,0,0,20.4422,0,0
MALTOSE-PHOSPHORYLASE-RXN: (expasy) Maltose phosphorylase [2.4.1.8],0,0,0,11.628,0,0
MALYL-COA-LYASE-RXN: (expasy) Malyl-CoA lyase [4.1.3.24],0,0,86.349,63.7515,15.8166,0
MANDELATE-DEHYDROGENASE-RXN: (expasy) (S)-mandelate dehydrogenase [1.1.99.31],0,0,0,9.35636,0,0
MANDELATE-RACEMASE-RXN: (expasy) Mandelate racemase [5.1.2.2],0,0,16.347,2.11736,0,0
MANNITOL-2-DEHYDROGENASE-RXN: (expasy) Mannitol 2-dehydrogenase [1.1.1.67],0,0,0,2.67242,0,0
MANNONDEHYDRAT-RXN: (expasy) Mannonate dehydratase [4.2.1.8],0,0,135.084,72.876,13.8861,0
MANNONOXIDOREDUCT-RXN: (expasy) Fructuronate reductase [1.1.1.57],0,0,0,6.39946,0,0
MANNPDEHYDROG-RXN: (expasy) Mannitol-1-phosphate 5-dehydrogenase [1.1.1.17],0,38.8934,0,0,0,0
MANNPGUANYLTRANGDP-RXN: (expasy) Mannose-1-phosphate guanylyltransferase (GDP) [2.7.7.22],0,0,0,13.9608,0,0
MANNPISOM-RXN: (expasy) Mannose-6-phosphate isomerase [5.3.1.8],0,0,0,55.1079,60.2653,0
MBCOA-DHLIPOAMIDE-RXN: (metacyc) dihydrolipoyllysine-residue (2-methylbutanoyl)transferase [2.3.1.168],0,0,0,0,17.1256,0
MCHMBARK-RXN: (expasy) Methenyltetrahydromethanopterin cyclohydrolase [3.5.4.27],0,0,0,3.56708,0,0
MCPMETEST-RXN: (expasy) Protein-glutamate methylesterase [3.1.1.61],0,20.3258,56.2713,30.3993,74.8259,0
MERCAPYSTRANS-RXN: (expasy) 3-mercaptopyruvate sulfurtransferase [2.8.1.2],0,0,23.2693,33.9415,0,0
MERCURY-II-REDUCTASE-RXN: (expasy) Mercury(II) reductase [1.16.1.1],0,0,0,38.5593,0,0
METHANETHIOL-OXIDASE-RXN: (expasy) Methanethiol oxidase [1.8.3.4],0,0,0,0,0,0
METHANOL-DEHYDROGENASE-RXN: (expasy) Methanol dehydrogenase [1.1.1.244],0,0,0,3.54112,0,0
METHENYLTHFCYCLOHYDRO-RXN: (expasy) Methenyltetrahydrofolate cyclohydrolase [3.5.4.9],0,21.5757,118.551,248.894,65.5018,0
METHGLYSYN-RXN: (expasy) Methylglyoxal synthase [4.2.3.3],0,0,10.0354,17.5737,13.8316,0
METHIONINE--TRNA-LIGASE-RXN: (expasy) Methionine--tRNA ligase [6.1.1.10],72.7504,19.8994,102.251,214.239,65.7082,0
METHIONINE-GAMMA-LYASE-RXN: (expasy) Methionine gamma-lyase [4.4.1.11],20.4822,0,7.52656,49.6531,27.635,0
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN: (expasy) Methionyl-tRNA formyltransferase [2.1.2.9],26.2732,0,52.9503,109.928,84.6399,0
METHYLACETOACETYLCOATHIOL-RXN: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
METHYLACYLYLCOA-HYDROXY-RXN: (metacyc) Methylacrylyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
METHYLASPARTATE-AMMONIA-LYASE-RXN: (expasy) Methylaspartate ammonia-lyase [4.3.1.2],0,0,0,0,0,0
METHYLASPARTATE-MUTASE-RXN: (expasy) Methylaspartate mutase [5.4.99.1],0,0,0,3.77653,13.9727,0
METHYLCROTONYL-COA-CARBOXYLASE-RXN: (expasy) Methylcrotonoyl-CoA carboxylase [6.4.1.4],0,0,35.7133,79.8928,37.4498,0
METHYLENETHFDEHYDROG-NADP-RXN: (expasy) Methylenetetrahydrofolate dehydrogenase (NADP(+)) [1.5.1.5],0,21.5757,98.8036,231.994,44.3211,0
METHYLGLUTACONYL-COA-HYDRATASE-RXN: (expasy) Methylglutaconyl-CoA hydratase [4.2.1.18],0,0,0,7.19155,0,0
METHYLISOCITRATE-LYASE-RXN: (expasy) Methylisocitrate lyase [4.1.3.30],78.975,197.727,36.1546,71.2845,0,0
METHYLITACONATE-DELTA-ISOMERASE-RXN: (expasy) Methylitaconate Delta-isomerase [5.3.3.6],0,0,0,9.84646,0,0
METHYLMALONYL-COA-EPIM-RXN: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1],0,0,37.5954,24.8676,0,0
METHYLMALONYL-COA-MUT-RXN: (expasy) Methylmalonyl-CoA mutase [5.4.99.2],47.8801,65.3564,220.127,262.091,58.8853,0
METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4],28.6751,0,33.8331,132.445,34.0705,0
MEVALONATE-KINASE-RXN: (expasy) Mevalonate kinase [2.7.1.36],0,0,0,9.05295,10.2988,0
MHPELY-RXN: (expasy) 4-hydroxy-2-oxovalerate aldolase [4.1.3.39],0,20.4322,0,27.2,47.7878,0
MHPHYDROXY-RXN: (expasy) 3-(3-hydroxy-phenyl)propanoic acid hydroxylase [1.14.13.127],0,0,0,0,0,0
MMUM-RXN: (expasy) Homocysteine S-methyltransferase [2.1.1.10],0,0,0,16.5342,0,0
MOXXANAU-RXN: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7],0,0,0,2.47414,58.4883,0
MUCONATE-CYCLOISOMERASE-RXN: (expasy) Muconate cycloisomerase [5.5.1.1],0,0,0,9.24848,0,0
MUCONOLACTONE-DELTA-ISOMERASE-RXN: (expasy) Muconolactone Delta-isomerase [5.3.3.4],0,46.1841,17.9925,17.9212,124.199,0
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN: (expasy) Inositol-3-phosphate synthase [5.5.1.4],0,0,0,0,50.0906,0
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN: (expasy) Inositol-phosphate phosphatase [3.1.3.25],0,0,78.7667,90.2925,23.1633,0
MYO-INOSITOL-2-DEHYDROGENASE-RXN: (expasy) Inositol 2-dehydrogenase [1.1.1.18],0,0,0,29.5985,0,0
MYO-INOSOSE-2-DEHYDRATASE-RXN: (expasy) Myo-inosose-2 dehydratase [4.2.1.44],0,0,36.0103,51.9384,31.7208,0
N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN: (expasy) N-acetyldiaminopimelate deacetylase [3.5.1.47],0,17.1332,0,5.79262,0,0
N-ACETYLGLUCOSAMINE-KINASE-RXN: (expasy) N-acetylglucosamine kinase [2.7.1.59],0,0,0,0,0,0
N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38],18.4296,16.6776,98.5899,136.91,97.5669,0
N-ACETYLNEURAMINATE-SYNTHASE-RXN: (expasy) N-acetylneuraminate synthase [2.5.1.56],0,0,0,3.54324,0,0
N-ACETYLTRANSFER-RXN: (expasy) Amino-acid N-acetyltransferase [2.3.1.1],24.5387,0,53.5228,73.1024,18.666,3.03045
N-ACYLMANNOSAMINE-KINASE-RXN: (expasy) N-acylmannosamine kinase [2.7.1.60],0,0,0,2.29358,0,0
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN: (expasy) N-carbamoylputrescine amidase [3.5.1.53],0,0,0,9.93165,0,0
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN: (expasy) N-formylglutamate deformylase [3.5.1.68],0,0,0,8.12678,0,0
N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN: (expasy) N-sulfoglucosamine sulfohydrolase [3.10.1.1],0,0,0,6.36908,0,0
N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN: (expasy) N(6)-hydroxylysine O-acetyltransferase [2.3.1.102],0,0,0,0,0,0
"NACGLCTRANS-RXN: (metacyc) UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase [2.4.1.227]",14.5287,28.6952,78.1162,66.0168,0,0
NAD+-ADP-RIBOSYLTRANSFERASE-RXN: (expasy) NAD(+) ADP-ribosyltransferase [2.4.2.30],0,0,15.5772,0,0,0
NAD-KIN-RXN: (expasy) NAD(+) kinase [2.7.1.23],0,0,268.663,148.699,0,0
NAD-SYNTH-GLN-RXN: (expasy) NAD(+) synthase (glutamine-hydrolyzing) [6.3.5.1],0,0,107.985,143.505,29.0895,0
NAD-SYNTH-NH3-RXN: (expasy) NAD(+) synthase [6.3.1.5],29.6931,0,45.443,75.8602,122.819,0
NADH-DEHYDROG-A-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],0,20.0131,97.3224,168.885,106.322,7.29035
NADH-PEROXIDASE-RXN: (expasy) NADH peroxidase [1.11.1.1],0,0,0,1.49224,0,0
NADH-PQ-DEHYDROG-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],0,20.0131,39.1509,78.216,68.1315,7.29035
NADPH-DEHYDROGENASE-RXN: (expasy) NADPH dehydrogenase [1.6.99.1],0,0,31.2526,26.233,0,0
NADPYROPHOSPHAT-RXN: (expasy) NAD(+) diphosphatase [3.6.1.22],0,0,12.7112,10.6568,53.3794,0
NAG1P-URIDYLTRANS-RXN: (expasy) UDP-N-acetylglucosamine diphosphorylase [2.7.7.23],0,0,61.0456,85.7941,22.7137,0
NAG6PDEACET-RXN: (expasy) N-acetylglucosamine-6-phosphate deacetylase [3.5.1.25],0,0,20.0946,19.6889,0,0
NANE-RXN: (metacyc) N-acetyl-D-mannosamine-6-phosphate epimerase [5.1.3.9],0,0,55.5078,20.9828,15.5812,0
NANK-RXN: (expasy) N-acylmannosamine kinase [2.7.1.60],0,0,0,2.29358,0,0
"NAPHTHALENE-12-DIOXYGENASE-RXN: (expasy) Naphthalene 1,2-dioxygenase [1.14.12.12]",0,0,0,0,22.7692,0
"NAPHTHOATE-SYN-RXN: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA synthase [4.1.3.36]",0,18.0674,122.597,148.112,93.9847,0
NARINGENIN-CHALCONE-SYNTHASE-RXN: (expasy) Chalcone synthase [2.3.1.74],0,0,17.0748,13.1467,0,0
NICONUCADENYLYLTRAN-RXN: (expasy) Nicotinate-nucleotide adenylyltransferase [2.7.7.18],0,0,41.3577,108.939,58.0754,0
NICOTINAMID-RXN: (expasy) Nicotinamidase [3.5.1.19],0,0,40.691,34.5524,22.8581,0
NICOTINATE-DEHYDROGENASE-RXN: (expasy) Nicotinate dehydrogenase (cytochrome) [1.17.2.1],0,0,0,0,42.5154,0
NICOTINATEPRIBOSYLTRANS-RXN: (expasy) Nicotinate phosphoribosyltransferase [6.3.4.21],0,0,58.0887,79.6092,64.4558,0
NITRATE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrate reductase (cytochrome) [1.9.6.1],0,0,0,35.2405,0,0
NITRIC-OXIDE-REDUCTASE-RXN: (expasy) Nitric-oxide reductase (cytochrome c) [1.7.2.5],0,0,0,27.5924,0,0
NITRILE-HYDRATASE-RXN: (expasy) Nitrile hydratase [4.2.1.84],0,0,0,68.2616,0,0
NITRITE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrite reductase (NO-forming) [1.7.2.1],0,0,0,9.60514,0,0
NITROGENASE-RXN: (expasy) Nitrogenase [1.18.6.1],0,0,296.914,37.3445,21.6902,0
NMNAMIDOHYDRO-RXN: (expasy) Nicotinamide-nucleotide amidase [3.5.1.42],0,0,5.44934,13.6246,0,0
NQOR-RXN: (expasy) NAD(P)H dehydrogenase (quinone) [1.6.5.2],0,0,22.0998,35.6567,29.1984,0
NUCLEOSIDE-DIP-KIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],81.8202,36.0515,149.789,221.954,96.4778,2.76693
NUCLEOSIDE-TRIPHOSPHATASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15],21.818,17.7389,0,10.8697,0,0
NUCLEOTIDE-PYROPHOSPHATASE-RXN: (expasy) Nucleotide diphosphatase [3.6.1.9],0,0,9.35748,25.6701,0,0
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN: (expasy) O-acetylhomoserine aminocarboxypropyltransferase [2.5.1.49],72.6081,29.8377,58.6436,200.698,56.9337,0
O-SUCCHOMOSERLYASE-RXN: (expasy) Cystathionine gamma-synthase [2.5.1.48],11.9622,29.8377,6.99881,98.6368,30.4264,0
O-SUCCINYLBENZOATE-COA-LIG-RXN: (expasy) o-succinylbenzoate--CoA ligase [6.2.1.26],19.788,0,0,12.2094,53.413,0
O-SUCCINYLBENZOATE-COA-SYN-RXN: (expasy) o-succinylbenzoate synthase [4.2.1.113],0,0,0,21.0359,22.2329,0
OCTADECANAL-DECARBONYLASE-RXN: (expasy) Aldehyde oxygenase (deformylating) [4.1.99.5],0,0,61.4255,5.76155,0,0
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN: (expasy) 3-demethoxyubiquinol 3-hydroxylase [1.14.99.60],0,0,0,4.06026,0,0
OHACYL-COA-DEHYDROG-RXN: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
OHBUTYRYL-COA-EPIM-RXN: (expasy) 3-hydroxybutyryl-CoA epimerase [5.1.2.3],0,0,10.5094,24.6958,0,0
OHMETHYLBILANESYN-RXN: (expasy) Hydroxymethylbilane synthase [2.5.1.61],0,8.56442,176.004,145.924,32.0332,0
OHMETPYRKIN-RXN: (expasy) Hydroxymethylpyrimidine kinase [2.7.1.49],0,0,13.8355,31.3857,0,0
ORNCARBAMTRANSFER-RXN: (expasy) Ornithine carbamoyltransferase [2.1.3.3],26.2273,0,139.042,151.57,37.8211,0
ORNDECARBOX-RXN: (expasy) Ornithine decarboxylase [4.1.1.17],0,0,0,0,0,0
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN: (expasy) Ornithine aminotransferase [2.6.1.13],0,0,7.77339,45.5209,29.8076,0
ORNITHINE-CYCLODEAMINASE-RXN: (expasy) Ornithine cyclodeaminase [4.3.1.12],0,0,90.3622,35.656,0,0
ORNITHINE-GLU-AMINOTRANSFERASE-RXN: (metacyc) Ornithine--oxo-glutarate aminotransferase [2.6.1.13],0,0,7.77339,45.5209,29.8076,0
"ORNMUTST-RXN: (expasy) D-ornithine 4,5-aminomutase [5.4.3.5]",0,0,0,2.79957,0,0
OROPRIBTRANS-RXN: (expasy) Orotate phosphoribosyltransferase [2.4.2.10],63.81,40.746,77.4198,192.026,135.127,0
OROTATE-REDUCTASE-NADH-RXN: (expasy) Dihydroorotate dehydrogenase (NAD(+)) [1.3.1.14],0,0,0,8.72941,0,0
OROTPDECARB-RXN: (expasy) Orotidine-5'-phosphate decarboxylase [4.1.1.23],37.1289,0,44.1728,169.745,89.3196,0
OXALODECARB-RXN: (expasy) Oxaloacetate decarboxylase [4.1.1.112],0,0,25.159,23.3498,42.5303,0
OXALYL-COA-DECARBOXYLASE-RXN: (expasy) Oxalyl-CoA decarboxylase [4.1.1.8],0,18.9444,0,26.3975,96.2383,0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN: (expasy) Oxoglutarate dehydrogenase (NADP(+)) [1.2.1.52],0,0,0,4.69189,24.9815,0
P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36],0,0,44.2993,121.788,36.5668,0
P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5],0,0,44.2993,118.388,36.5668,0
PABASYN-RXN: (expasy) Aminodeoxychorismate synthase [2.6.1.85],18.9043,17.5791,39.596,50.854,61.3726,7.31597
PANTEPADENYLYLTRAN-RXN: (expasy) Pantetheine-phosphate adenylyltransferase [2.7.7.3],11.7827,35.5771,65.8131,158.74,65.228,0
PANTOATE-BETA-ALANINE-LIG-RXN: (expasy) Pantoate--beta-alanine ligase (AMP-forming) [6.3.2.1],0,9.03369,45.7626,44.3964,0,0
PANTOTHENATE-KIN-RXN: (expasy) Pantothenate kinase [2.7.1.33],29.6931,0,65.1357,127.163,109.255,0
PCP4MONO-RXN: (expasy) Pentachlorophenol monooxygenase [1.14.13.50],0,0,20.5171,3.45484,0,0
PDXJ-RXN: (expasy) Pyridoxine 5'-phosphate synthase [2.6.99.2],30.5054,42.7603,153.725,232.081,88.1169,0
PENICILLIN-AMIDASE-RXN: (expasy) Penicillin amidase [3.5.1.11],0,0,0,3.66842,0,0
PEPCARBOX-RXN: (expasy) Phosphoenolpyruvate carboxylase [4.1.1.31],0,45.9378,98.2378,85.612,60.3032,0
PEPCARBOXYKIN-RXN: (expasy) Phosphoenolpyruvate carboxykinase (ATP) [4.1.1.49],0,49.1113,153.161,281.507,145.848,0
