,Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31
4516,RXN-17475: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4518,RXN-17485: (expasy) Ferredoxin:protochlorophyllide reductase (ATP-dependent) [1.3.7.7],0,0,7.46734,0,111.233,64.8793,51.8562,0,64.2435,0,0,0,0,0,0,0,0,0,0
4520,"RXN-17523: (expasy) Heme oxygenase (biliverdin-producing, ferredoxin) [1.14.15.20]",0,0,0,0,0,126.364,6.5061,0,133.722,0,0,0,0,0,0,0,57.093,0,0
4522,RXN-17525: (expasy) D-2-hydroxyacid dehydrogenase (NADP(+)) [1.1.1.272],0,0,0,0,0,0,3.25199,0,0,0,0,0,0,0,0,0,0,0,0
4524,RXN-17589: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,0,0,0,4.81853,0,0,0,0,0,0,0,0,0,0,0,0
4526,RXN-17607: (expasy) Nitrilase [3.5.5.1],0,0,0,0,0,0,7.76261,0,0,0,0,0,0,0,0,0,0,0,0
4528,RXN-17608: (expasy) Amidase [3.5.1.4],0,0,13.0919,35.0919,0,130.323,74.1009,0,74.2349,0,0,0,0,0,0,0,275.439,3.19083,0
4530,RXN-17609: (expasy) Nitrile hydratase [4.2.1.84],0,0,13.8617,0,0,0,68.2616,0,18.2626,0,0,0,0,0,0,0,0,0,0
4532,RXN-17617: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,0,0,0,4.81853,0,0,0,0,0,0,0,0,0,0,0,0
4534,RXN-17627: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2361,0
4536,RXN-17645: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,0,0,0,3.32897,0,0,0,0,0,0,0,0,0,0,0,0
4538,RXN-17678: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],0.663275,19.9136,14.4259,0,0,0,0,0,0,0,0,54.4472,45.287,0,0,71.0217,0,0,0
4540,RXN-17729: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4543,RXN-17735: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,9.74595,0,0,0,0,0,0,0,0,0,0,0,0,0
4545,RXN-17736: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,9.74595,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,RXN-17762: (expasy) D-erythrulose 4-phosphate isomerase [5.3.1.34],0,0,0,0,0,0,14.9429,0,0,0,0,0,0,0,0,0,0,0,0
4549,RXN-17772: (expasy) L-erythrulose 1-phosphate isomerase [5.3.1.33],0,0,0,0,0,0,1.78723,0,0,0,0,0,0,0,0,0,0,0,0
4551,RXN-17775: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,11.7358,13.8731,0,0,0,0,0,0,0,0,0,0,0,0
4553,RXN-17776: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4555,RXN-17777: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
4557,RXN-17778: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4559,RXN-17779: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,11.7358,13.8731,0,0,0,0,0,0,0,0,0,0,0,0
4561,RXN-17780: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4563,RXN-17781: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
4565,RXN-17782: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4567,RXN-17783: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,11.7358,13.8731,0,0,0,0,0,0,0,0,0,0,0,0
4569,RXN-17785: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4571,RXN-17786: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
4573,RXN-17787: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4575,RXN-17789: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4577,RXN-17790: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
4579,RXN-17791: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4581,RXN-17793: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4583,RXN-17794: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
4585,RXN-17795: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4587,RXN-17797: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4589,RXN-17798: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
4591,RXN-17799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4593,RXN-17801: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4595,RXN-17808: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],2.32582,23.6606,117.506,0,0,122.834,117.885,0,0,0,0,128.73,114.621,83.2066,85.8829,0,67.8604,0,0
4597,RXN-17809: (expasy) Cyclic pyranopterin monophosphate synthase [4.6.1.17],3.14274,0,79.3064,0,0,102.328,137.758,0,15.7973,28.0918,0,0,0,0,0,0,85.5725,0,0
4600,RXN-17813: (expasy) Methanethiol S-methyltransferase [2.1.1.334],0,0,0,0,0,0,8.81624,0,0,0,0,0,0,0,0,0,0,0,0
4602,RXN-17824: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63],0,0,23.9667,26.1361,0,7.96002,89.9254,0,41.7573,0,0,0,0,0,0,0,19.8972,0,0
4605,RXN-17830: (expasy) Alpha-galactosidase [3.2.1.22],0,0,4.37855,0,0,10.7637,25.2241,0,0,0,0,0,0,0,0,0,0,0,0
4607,RXN-17846: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],0.94614,35.7285,88.1529,22.4247,25.0164,68.3484,96.7965,0,104.002,198.024,0,0,0,0,0,0,58.0648,0,0
4610,RXN-17847: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],0.94614,35.7285,88.1529,22.4247,25.0164,68.3484,96.7965,0,104.002,198.024,0,0,0,0,0,0,58.0648,0,0
4613,RXN-17848: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],0.94614,35.7285,88.1529,22.4247,25.0164,68.3484,96.7965,0,104.002,198.024,0,0,0,0,0,0,58.0648,0,0
4616,RXN-17873: (expasy) Methionyl aminopeptidase [3.4.11.18],2.94454,31.944,123.312,18.5501,18.6725,177.687,184.762,0,130.608,72.2917,0,63.4461,116.131,0,0,72.2646,38.8972,0,0
4619,RXN-17874: (expasy) Methionyl aminopeptidase [3.4.11.18],2.94454,31.944,123.312,18.5501,18.6725,177.687,184.762,0,130.608,72.2917,0,63.4461,116.131,0,0,72.2646,38.8972,0,0
4622,RXN-17875: (expasy) Methionyl aminopeptidase [3.4.11.18],2.94454,31.944,123.312,18.5501,18.6725,177.687,184.762,0,130.608,72.2917,0,63.4461,116.131,0,0,72.2646,38.8972,0,0
4625,RXN-17876: (expasy) Methionyl aminopeptidase [3.4.11.18],2.94454,31.944,123.312,18.5501,18.6725,177.687,184.762,0,130.608,72.2917,0,63.4461,116.131,0,0,72.2646,38.8972,0,0
4628,RXN-17877: (expasy) Methionyl aminopeptidase [3.4.11.18],2.94454,31.944,123.312,18.5501,18.6725,177.687,184.762,0,130.608,72.2917,0,63.4461,116.131,0,0,72.2646,38.8972,0,0
4631,RXN-17878: (expasy) Methionyl aminopeptidase [3.4.11.18],2.94454,31.944,123.312,18.5501,18.6725,177.687,184.762,0,130.608,72.2917,0,63.4461,116.131,0,0,72.2646,38.8972,0,0
4634,RXN-17884: (expasy) S-(hydroxymethyl)glutathione dehydrogenase [1.1.1.284],0.944577,0,97.2431,23.6822,39.3624,83.916,98.3945,0,29.4546,120.356,0,0,38.1851,0,0,0,82.1665,0,0
4636,RXN-17888: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,24.9959,50.6521,34.5086,0,0,0,0,0,0,0,0,0,0,0
4638,RXN-17889: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,24.9959,50.6521,34.5086,0,0,0,0,0,0,0,0,0,0,0
4640,RXN-17890: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,24.9959,50.6521,34.5086,0,0,0,0,0,0,0,0,0,0,0
4642,RXN-17891: (expasy) Arginyltransferase [2.3.2.8],0,0,0,0,0,24.9959,50.6521,34.5086,0,0,0,0,0,0,0,0,0,0,0
4644,RXN-17892: (expasy) Acylaminoacyl-peptidase [3.4.19.1],0,0,0,0,0,0,10.6227,0,0,0,0,0,0,0,0,0,0,0,0
4646,RXN-17893: (expasy) Acylaminoacyl-peptidase [3.4.19.1],0,0,0,0,0,0,10.6227,0,0,0,0,0,0,0,0,0,0,0,0
4648,RXN-17898: (expasy) Aspartate/glutamate leucyltransferase [2.3.2.29],0,0,33.5279,0,0,8.3589,11.1267,0,0,0,0,0,0,0,0,0,0,0,0
4650,RXN-17899: (expasy) Aspartate/glutamate leucyltransferase [2.3.2.29],0,0,33.5279,0,0,8.3589,11.1267,0,0,0,0,0,0,0,0,0,0,0,0
4652,RXN-17905: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8],0,0,0,0,0,0,1.07942,0,0,0,0,0,0,0,0,0,0,0,0
4654,RXN-17951: (expasy) Glycine oxidase [1.4.3.19],0,0,16.5101,0,0,4.42848,12.4154,0,0,0,0,0,0,0,0,0,0,0,0
4656,RXN-17954: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37],0,0,0,0,0,0,19.0466,0,0,0,0,0,0,0,0,0,0,0,0
4658,RXN-17955: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [3.6.1.63],0,0,0,0,0,0,6.60605,0,0,0,0,0,0,0,0,0,0,0,0
4660,RXN-17956: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1],0,0,0,0,0,40.3818,34.8209,0,16.3827,0,0,0,0,0,0,0,64.1071,0,0
4662,RXN-17957: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37],0,0,0,0,0,0,19.0466,0,0,0,0,0,0,0,0,0,0,0,0
4664,RXN-17958: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [3.6.1.63],0,0,0,0,0,0,6.60605,0,0,0,0,0,0,0,0,0,0,0,0
4666,RXN-17959: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1],0,0,0,0,0,40.3818,34.8209,0,16.3827,0,0,0,0,0,0,0,64.1071,0,0
4668,RXN-18082: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52],0,0,18.0043,0,0,35.0515,54.9305,0,48.5734,0,0,0,0,0,0,0,0,0,0
4671,RXN-18092: (expasy) Gamma-glutamyltransferase [2.3.2.2],1.0395,26.4117,30.946,0,0,119.936,154.846,0,51.3897,65.2944,0,0,0,0,0,0,89.5479,0,0
4673,RXN-18212: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,11.1188,0,0,0,7.6419,0,0,0,0,0,0,0,0,0,0,0,0
4675,RXN-18229: (expasy) Nitrilase [3.5.5.1],0,0,0,0,0,0,7.76261,0,0,0,0,0,0,0,0,0,0,0,0
4677,RXN-1823: (expasy) Alpha-amylase [3.2.1.1],0,0,28.8412,0,0,37.3569,43.5082,0,0,0,0,0,0,0,0,0,0,0,0
4680,RXN-1824: (expasy) Pullulanase [3.2.1.41],0,0,0,0,0,0,5.55782,0,0,0,0,0,0,0,0,0,0,0,0
4682,RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1],0,11.6233,61.6758,0,12.9916,353.102,181.914,33.4635,255.715,48.223,0,0,0,0,0,59.614,43.8277,4.77295,0
4685,RXN-1827: (expasy) Beta-amylase [3.2.1.2],0,0,19.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687,RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,13.7462,0,0,0,35.8753,0,25.6872,0,0,0,0,0,0,0,0,0,0
4690,RXN-18305: (expasy) Alpha-maltose-1-phosphate synthase [2.4.1.342],0,0,0,0,0,0,4.85553,0,0,0,0,0,0,0,0,0,0,0,0
4692,RXN-18345: (expasy) Biliverdin reductase [1.3.1.24],0,0,0,0,0,19.8293,0,0,0,0,0,0,0,0,0,0,0,0,0
4694,RXN-18357: (expasy) Dihydrofolate reductase [1.5.1.3],0,0,40.8853,11.4049,26.7298,34.8145,64.2718,0,40.1902,0,0,21.3566,0,0,76.9723,0,97.8784,0,0
4697,RXN-18388: (expasy) tRNA uracil 4-sulfurtransferase [2.8.1.4],0,0,56.5784,0,20.4322,0,10.2596,0,0,0,0,47.611,0,0,0,0,0,0,0
4699,RXN-18402: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,0,0,0,8.00013,10.5871,0,0,0,0,0,0,0,0,0,0,0,0
4701,RXN-18403: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,0,0,0,8.00013,10.5871,0,0,0,0,0,0,0,0,0,0,0,0
4703,RXN-18405: (expasy) Glutathione transferase [2.5.1.18],0.928291,0,30.7004,0,0,144.763,222.163,0,113.047,0,0,55.5461,0,0,216.574,0,62.5714,0,0
4705,RXN-18406: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,0,0,0,8.00013,10.5871,0,0,0,0,0,0,0,0,0,0,0,0
4707,RXN-18407: (expasy) Glutathione transferase [2.5.1.18],0.928291,0,30.7004,0,0,144.763,222.163,0,113.047,0,0,55.5461,0,0,216.574,0,62.5714,0,0
4709,RXN-1841: (expasy) Fructan beta-fructosidase [3.2.1.80],0,0,0,0,0,0,4.15532,0,0,0,0,0,0,0,0,0,0,0,0
4711,RXN-18435: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23],0,0,49.7662,22.5219,0,82.1276,115.769,0,80.6399,0,0,0,0,0,0,0,88.3259,0,0
4714,RXN-18446: (expasy) Acetate--CoA ligase [6.2.1.1],1.78187,31.8062,262.94,182.853,102.309,291.998,443.604,38.681,169.806,221.656,0,90.3646,291.025,0,0,111.622,324.799,0,74.3045
4716,RXN-18447: (expasy) Acetate--CoA ligase [6.2.1.1],1.78187,31.8062,262.94,182.853,102.309,291.998,443.604,38.681,169.806,221.656,0,90.3646,291.025,0,0,111.622,324.799,0,74.3045
4718,RXN-18448: (expasy) Acetate--CoA ligase [6.2.1.1],1.78187,31.8062,262.94,182.853,102.309,291.998,443.604,38.681,169.806,221.656,0,90.3646,291.025,0,0,111.622,324.799,0,74.3045
4720,"RXN-18500: (expasy) 2,4-diaminopentanoate dehydrogenase [1.4.1.12]",0,0,20.3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,RXN-18503: (expasy) Cis-l-3-hydroxyproline dehydratase [4.2.1.171],0,0,0,0,0,0,3.75258,0,0,0,0,0,0,0,0,0,0,0,0
4724,RXN-18510: (expasy) Riboflavin kinase [2.7.1.26],1.07353,21.5564,81.584,0,0,33.5518,57.4832,0,23.1653,0,0,0,177.954,0,0,68.6797,15.5167,0,0
4727,RXN-18511: (expasy) FAD synthase [2.7.7.2],1.07353,21.5564,81.584,0,0,23.4161,49.2753,0,0,0,0,0,122.771,0,0,68.6797,15.5167,0,0
4730,RXN-18585: (expasy) Isobutyryl-CoA mutase [5.4.99.13],0,0,0,0,0,0,33.3231,0,22.0955,0,0,0,0,0,0,0,0,0,0
4732,RXN-18590: (expasy) L-threonate 2-dehydrogenase [1.1.1.411],1.17639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4734,RXN-18594: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1712,0,0
4736,RXN-18595: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1712,0,0
4738,RXN-18600: (expasy) 4-phospho-D-threonate 3-dehydrogenase [1.1.1.408],0,0,0,0,0,0,7.60672,0,0,0,0,0,0,0,0,0,0,0,0
4740,RXN-18602: (expasy) Cystathionine gamma-synthase [2.5.1.48],0,28.795,108.424,11.9622,29.8377,6.99881,98.6368,0,0,0,0,0,98.2061,0,0,0,30.4264,0,0
4742,RXN-18605: (expasy) Nitrite reductase (cytochrome; ammonia-forming) [1.7.2.2],0.803595,0,36.3308,0,0,6.5234,61.2472,0,87.8087,0,0,0,0,0,0,0,0,0,0
4744,RXN-18693: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],0,31.2088,67.603,0,0,27.3762,98.1359,0,18.8456,0,0,0,0,0,0,0,39.0915,0,0
4747,RXN-18694: (expasy) Molybdopterin synthase [2.8.1.12],0,0,12.1904,23.4219,0,44.5332,26.3002,0,69.7273,0,0,0,0,0,0,0,56.8726,0,0
4749,RXN-18696: (expasy) Deaminated glutathione amidase [3.5.1.128],0,0,0,0,0,33.5844,5.81742,0,62.6827,0,0,0,0,0,0,0,0,0,0
4751,RXN-18751: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,76.0645,0,0,10.5094,15.5563,0,0,0,0,0,0,0,0,0,0,0,0
4753,RXN-18752: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,76.0645,0,0,10.5094,15.5563,0,0,0,0,0,0,0,0,0,0,0,0
4755,"RXN-18777: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,48.2606,0,0,115.314,77.5748,0,114.241,23.9446,0,0,0,0,0,0,0,0,0
4758,RXN-18796: (expasy) L-cysteine S-thiosulfotransferase [2.8.5.2],0,0,0,0,0,5.91005,7.98683,0,0,0,0,0,0,0,0,0,80.4676,0,0
4760,RXN-18814: (expasy) S-(hydroxymethyl)mycothiol dehydrogenase [1.1.1.306],0,0,0,0,0,0,6.39599,0,0,0,0,0,0,0,0,0,0,0,0
4762,RXN-18846: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,50.3091,32.5963,0,17.8841,0,0,0,0,0,0,0,32.89,0,0
4764,"RXN-18853: (expasy) 3,6-anhydro-alpha-L-galactose dehydrogenase [1.2.1.92]",0,0,0,0,0,0,3.63715,0,0,0,0,0,0,0,0,0,0,0,0
4766,RXN-18913: (expasy) Alpha-mannosidase [3.2.1.24],0,0,0,0,0,6.63915,2.95122,0,0,0,0,0,0,0,0,0,0,0,0
4768,RXN-18933: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,0,0,0,11.1403,4.98705,0,0,0,0,0,0,0,0,0,0,0,0
4770,RXN-18934: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,0,0,0,11.1403,4.98705,0,0,0,0,0,0,0,0,0,0,0,0
4772,RXN-18935: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,0,0,0,5.79728,0,0,0,0,0,0,0,0,0,0,0,0
4774,RXN-18936: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,0,0,0,11.1403,4.98705,0,0,0,0,0,0,0,0,0,0,0,0
4776,RXN-19024: (expasy) Glutathione-specific gamma-glutamylcyclotransferase [4.3.2.7],0,15.16,2.79982,0,0,44.0283,70.5821,0,34.1187,0,0,0,0,0,0,0,94.5044,0,0
4778,RXN-19025: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4780,RXN-19026: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4782,RXN-19038: (expasy) Cystathionine beta-synthase [4.2.1.22],0,0,34.3871,0,0,43.2042,61.2161,0,7.00904,0,0,0,0,0,0,0,0,0,0
4784,RXN-19040: (expasy) Thiosulfate sulfurtransferase [2.8.1.1],0,0,0,0,0,8.78823,8.63306,0,0,0,0,0,0,0,0,0,0,0,0
4786,RXN-19060: NO_NAME,0,0,0,0,0,70.0911,0,0,0,0,0,0,0,0,0,0,0,0,0
4788,RXN-19119: NO_NAME,0,0,0,0,0,70.0911,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,RXN-19120: NO_NAME,0,0,0,0,0,70.0911,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,RXN-19129: (expasy) Peroxidase [1.11.1.7],0,0,0,14.3136,0,8.27642,7.47302,0,0,0,0,0,0,0,0,0,0,0,0
4794,"RXN-19141: (expasy) 9,9'-di-cis-zeta-carotene desaturase [1.3.5.6]",0,0,0,0,0,0,3.55679,0,27.781,0,0,0,0,0,0,0,0,0,0
4796,"RXN-19142: (expasy) 9,9'-di-cis-zeta-carotene desaturase [1.3.5.6]",0,0,0,0,0,0,3.55679,0,27.781,0,0,0,0,0,0,0,0,0,0
4798,RXN-19229: (expasy) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase [2.5.1.147],0,0,0,0,0,37.9543,0,0,30.381,0,0,0,0,0,0,0,0,0,0
4800,"RXN-19230: (expasy) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [4.3.1.32]",0,0,0,0,0,23.3989,6.2307,0,34.1253,0,0,0,0,0,0,0,0,0,0
4802,RXN-19236: (expasy) Protein-glutamine gamma-glutamyltransferase [2.3.2.13],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.272,0,0
4804,RXN-19239: (expasy) (6-4)DNA photolyase [4.1.99.13],0,0,11.5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4806,RXN-19240: (expasy) (6-4)DNA photolyase [4.1.99.13],0,0,11.5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4808,RXN-19241: (expasy) (6-4)DNA photolyase [4.1.99.13],0,0,11.5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,RXN-19242: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4812,RXN-19243: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4814,RXN-19244: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4816,RXN-19245: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4818,RXN-19246: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4820,RXN-19247: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4822,RXN-19248: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,0,0,0,56.6848,50.8473,0,39.0567,0,0,0,0,0,0,0,0,0,0
4824,RXN-19249: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0.712251,0,49.1085,0,0,18.7476,51.6392,0,64.3162,0,0,0,0,0,0,0,0,0,0
4826,RXN-19253: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0.712251,0,49.1085,0,0,18.7476,51.6392,0,64.3162,0,0,0,0,0,0,0,0,0,0
4828,RXN-19256: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0.712251,0,49.1085,0,0,18.7476,51.6392,0,64.3162,0,0,0,0,0,0,0,0,0,0
4830,RXN-19295: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,0,0,0,26.4923,36.4125,0,0,0,0,0,0,0,0,0,0,0,0
4833,RXN-19296: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,5.58811,0,0,43.9466,30.1638,0,0,0,0,0,0,0,0,0,26.6409,0,0
