Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26
METHYLMALONYL-COA-EPIM-RXN: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1],0.833667,0,0,0,0,0
METHYLMALONYL-COA-MUT-RXN: (expasy) Methylmalonyl-CoA mutase [5.4.99.2],0.705339,0,177.812,157.714,0,0
METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4],0.640484,0,31.3278,57.7965,83.883,0
MEVALONATE-KINASE-RXN: (expasy) Mevalonate kinase [2.7.1.36],0,0,19.8825,0,0,0
MHPELY-RXN: (expasy) 4-hydroxy-2-oxovalerate aldolase [4.1.3.39],0,0,0,0,0,0
MHPHYDROXY-RXN: (expasy) 3-(3-hydroxy-phenyl)propanoic acid hydroxylase [1.14.13.127],0,0,0,0,0,0
MMUM-RXN: (expasy) Homocysteine S-methyltransferase [2.1.1.10],0,0,0,0,0,0
MOXXANAU-RXN: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7],0,0,0,0,0,0
MUCONATE-CYCLOISOMERASE-RXN: (expasy) Muconate cycloisomerase [5.5.1.1],0,0,0,0,0,0
MUCONOLACTONE-DELTA-ISOMERASE-RXN: (expasy) Muconolactone Delta-isomerase [5.3.3.4],2.02598,0,20.5454,71.9016,0,0
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN: (expasy) Inositol-3-phosphate synthase [5.5.1.4],0,0,0,0,0,0
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN: (expasy) Inositol-phosphate phosphatase [3.1.3.25],0,0,27.1782,95.7158,0,0
MYO-INOSITOL-2-DEHYDROGENASE-RXN: (expasy) Inositol 2-dehydrogenase [1.1.1.18],0,0,0,0,0,0
MYO-INOSOSE-2-DEHYDRATASE-RXN: (expasy) Myo-inosose-2 dehydratase [4.2.1.44],0,0,35.8678,0,0,0
N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN: (expasy) N-acetyldiaminopimelate deacetylase [3.5.1.47],0,0,0,0,0,0
N-ACETYLGLUCOSAMINE-KINASE-RXN: (expasy) N-acetylglucosamine kinase [2.7.1.59],0,0,0,0,0,0
N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38],0.917742,0,117.778,112.121,156.706,0
N-ACETYLNEURAMINATE-SYNTHASE-RXN: (expasy) N-acetylneuraminate synthase [2.5.1.56],0.758322,0,59.0881,0,0,0
N-ACETYLTRANSFER-RXN: (expasy) Amino-acid N-acetyltransferase [2.3.1.1],0,0,82.8113,70.6402,0,0
N-ACYLMANNOSAMINE-KINASE-RXN: (expasy) N-acylmannosamine kinase [2.7.1.60],0,0,0,0,0,0
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN: (expasy) N-carbamoylputrescine amidase [3.5.1.53],0,0,0,0,0,0
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN: (expasy) N-formylglutamate deformylase [3.5.1.68],0,0,0,0,0,0
N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN: (expasy) N-sulfoglucosamine sulfohydrolase [3.10.1.1],0,0,0,0,0,0
N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN: (expasy) N(6)-hydroxylysine O-acetyltransferase [2.3.1.102],0,0,177.942,0,0,0
"NACGLCTRANS-RXN: (metacyc) UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase [2.4.1.227]",0,0,72.5648,0,0,0
NAD+-ADP-RIBOSYLTRANSFERASE-RXN: (expasy) NAD(+) ADP-ribosyltransferase [2.4.2.30],4.54929,0,0,0,0,0
NAD-KIN-RXN: (expasy) NAD(+) kinase [2.7.1.23],0,0,133.809,0,0,0
NAD-SYNTH-GLN-RXN: (expasy) NAD(+) synthase (glutamine-hydrolyzing) [6.3.5.1],1.15672,0,29.177,56.5269,0,0
NAD-SYNTH-NH3-RXN: (expasy) NAD(+) synthase [6.3.1.5],0,0,28.0621,52.4081,0,142.904
NADH-DEHYDROG-A-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],1.19646,0,100.201,100.912,0,2000.43
NADH-PEROXIDASE-RXN: (expasy) NADH peroxidase [1.11.1.1],0,0,0,0,0,0
NADH-PQ-DEHYDROG-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],1.19646,0,38.6394,100.912,0,2000.43
NADPH-DEHYDROGENASE-RXN: (expasy) NADPH dehydrogenase [1.6.99.1],0,0,20.7052,0,0,0
NADPYROPHOSPHAT-RXN: (expasy) NAD(+) diphosphatase [3.6.1.22],0,0,18.8142,0,0,0
NAG1P-URIDYLTRANS-RXN: (expasy) UDP-N-acetylglucosamine diphosphorylase [2.7.7.23],0,0,88.7285,29.0441,0,0
NAG6PDEACET-RXN: (expasy) N-acetylglucosamine-6-phosphate deacetylase [3.5.1.25],0,0,63.0957,0,0,0
NANE-RXN: (metacyc) N-acetyl-D-mannosamine-6-phosphate epimerase [5.1.3.9],0,0,118.28,0,0,0
NANK-RXN: (expasy) N-acylmannosamine kinase [2.7.1.60],0,0,0,0,0,0
"NAPHTHALENE-12-DIOXYGENASE-RXN: (expasy) Naphthalene 1,2-dioxygenase [1.14.12.12]",0,0,0,0,0,0
"NAPHTHOATE-SYN-RXN: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA synthase [4.1.3.36]",0,0,140.885,112.107,0,0
NARINGENIN-CHALCONE-SYNTHASE-RXN: (expasy) Chalcone synthase [2.3.1.74],0,0,18.9897,0,0,0
NICONUCADENYLYLTRAN-RXN: (expasy) Nicotinate-nucleotide adenylyltransferase [2.7.7.18],0,0,29.2072,0,0,0
NICOTINAMID-RXN: (expasy) Nicotinamidase [3.5.1.19],0,0,64.2112,0,0,0
NICOTINATE-DEHYDROGENASE-RXN: (expasy) Nicotinate dehydrogenase (cytochrome) [1.17.2.1],0,0,0,0,0,0
NICOTINATEPRIBOSYLTRANS-RXN: (expasy) Nicotinate phosphoribosyltransferase [6.3.4.21],0,0,8.7535,0,0,0
NITRATE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrate reductase (cytochrome) [1.9.6.1],0,0,0,0,0,0
NITRIC-OXIDE-REDUCTASE-RXN: (expasy) Nitric-oxide reductase (cytochrome c) [1.7.2.5],0,0,0,0,0,0
NITRILE-HYDRATASE-RXN: (expasy) Nitrile hydratase [4.2.1.84],0,0,18.2626,0,0,0
NITRITE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrite reductase (NO-forming) [1.7.2.1],0,0,0,0,0,0
NITROGENASE-RXN: (expasy) Nitrogenase [1.18.6.1],0,0,211.433,79.9006,0,0
NMNAMIDOHYDRO-RXN: (expasy) Nicotinamide-nucleotide amidase [3.5.1.42],0,0,0,0,0,0
NQOR-RXN: (expasy) NAD(P)H dehydrogenase (quinone) [1.6.5.2],0,0,0,0,0,0
NUCLEOSIDE-DIP-KIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],0,0,30.555,239.322,92.1799,80.714
NUCLEOSIDE-TRIPHOSPHATASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15],0,0,44.4741,0,0,0
NUCLEOTIDE-PYROPHOSPHATASE-RXN: (expasy) Nucleotide diphosphatase [3.6.1.9],0.659276,0,14.442,0,0,0
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN: (expasy) O-acetylhomoserine aminocarboxypropyltransferase [2.5.1.49],0,0,43.1638,222.364,0,0
O-SUCCHOMOSERLYASE-RXN: (expasy) Cystathionine gamma-synthase [2.5.1.48],0,0,0,0,0,0
O-SUCCINYLBENZOATE-COA-LIG-RXN: (expasy) o-succinylbenzoate--CoA ligase [6.2.1.26],1.12703,0,0,0,0,0
O-SUCCINYLBENZOATE-COA-SYN-RXN: (expasy) o-succinylbenzoate synthase [4.2.1.113],0,0,12.5965,0,0,0
OCTADECANAL-DECARBONYLASE-RXN: (expasy) Aldehyde oxygenase (deformylating) [4.1.99.5],0,0,0,0,0,0
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN: (expasy) 3-demethoxyubiquinol 3-hydroxylase [1.14.99.60],0,0,0,0,0,0
OHACYL-COA-DEHYDROG-RXN: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,30.9287,0,0,0
OHBUTYRYL-COA-EPIM-RXN: (expasy) 3-hydroxybutyryl-CoA epimerase [5.1.2.3],0,0,0,0,0,0
OHMETHYLBILANESYN-RXN: (expasy) Hydroxymethylbilane synthase [2.5.1.61],2.23409,0,45.5035,0,0,0
OHMETPYRKIN-RXN: (expasy) Hydroxymethylpyrimidine kinase [2.7.1.49],0,0,0,0,0,0
ORNCARBAMTRANSFER-RXN: (expasy) Ornithine carbamoyltransferase [2.1.3.3],0,0,71.5845,0,0,0
ORNDECARBOX-RXN: (expasy) Ornithine decarboxylase [4.1.1.17],0,0,0,0,0,0
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN: (expasy) Ornithine aminotransferase [2.6.1.13],4.66744,0,29.7995,62.9139,0,0
ORNITHINE-CYCLODEAMINASE-RXN: (expasy) Ornithine cyclodeaminase [4.3.1.12],0,0,13.4174,0,0,0
ORNITHINE-GLU-AMINOTRANSFERASE-RXN: (metacyc) Ornithine--oxo-glutarate aminotransferase [2.6.1.13],4.66744,0,29.7995,62.9139,0,0
"ORNMUTST-RXN: (expasy) D-ornithine 4,5-aminomutase [5.4.3.5]",0,0,0,0,0,0
OROPRIBTRANS-RXN: (expasy) Orotate phosphoribosyltransferase [2.4.2.10],2.04673,0,148.132,216.845,0,0
OROTATE-REDUCTASE-NADH-RXN: (expasy) Dihydroorotate dehydrogenase (NAD(+)) [1.3.1.14],0,0,0,0,0,0
OROTPDECARB-RXN: (expasy) Orotidine-5'-phosphate decarboxylase [4.1.1.23],0.345521,0,74.9224,89.4776,0,0
OXALODECARB-RXN: (expasy) Oxaloacetate decarboxylase [4.1.1.112],0,0,8.06456,28.0266,0,0
OXALYL-COA-DECARBOXYLASE-RXN: (expasy) Oxalyl-CoA decarboxylase [4.1.1.8],0.78409,0,0,19.3907,0,0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN: (expasy) Oxoglutarate dehydrogenase (NADP(+)) [1.2.1.52],0,0,0,0,0,0
P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36],0,0,77.0524,108.07,0,0
P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5],0,0,77.0524,108.07,0,0
PABASYN-RXN: (expasy) Aminodeoxychorismate synthase [2.6.1.85],0,0,47.012,116.562,0,0
PANTEPADENYLYLTRAN-RXN: (expasy) Pantetheine-phosphate adenylyltransferase [2.7.7.3],1.29478,0,100.245,55.55,0,0
PANTOATE-BETA-ALANINE-LIG-RXN: (expasy) Pantoate--beta-alanine ligase (AMP-forming) [6.3.2.1],1.6299,0,46.6467,0,0,0
PANTOTHENATE-KIN-RXN: (expasy) Pantothenate kinase [2.7.1.33],0.751268,0,0,0,0,0
PCP4MONO-RXN: (expasy) Pentachlorophenol monooxygenase [1.14.13.50],0,0,0,0,0,0
PDXJ-RXN: (expasy) Pyridoxine 5'-phosphate synthase [2.6.99.2],2.29508,0,138.137,125.236,0,0
PENICILLIN-AMIDASE-RXN: (expasy) Penicillin amidase [3.5.1.11],0,0,0,0,0,0
PEPCARBOX-RXN: (expasy) Phosphoenolpyruvate carboxylase [4.1.1.31],0,0,88.5274,0,0,0
PEPCARBOXYKIN-RXN: (expasy) Phosphoenolpyruvate carboxykinase (ATP) [4.1.1.49],0,0,147.809,129.92,0,89.333
PEPDEPHOS-RXN: (expasy) Pyruvate kinase [2.7.1.40],1.83846,0,225.494,0,0,0
"PEPSYNTH-RXN: (expasy) Pyruvate, water dikinase [2.7.9.2]",0,0,21.2574,72.0125,0,0
PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN: (expasy) Peptide-aspartate beta-dioxygenase [1.14.11.16],0,0,34.4313,0,0,0
PEPTIDYLPROLYL-ISOMERASE-RXN: (expasy) Peptidylprolyl isomerase [5.2.1.8],4.83014,0,193.534,95.773,127.923,255.477
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144],0,0,0,0,0,0
PEROXID-RXN: (expasy) Peroxidase [1.11.1.7],0,0,0,0,0,0
PGLUCISOM-RXN: (expasy) Glucose-6-phosphate isomerase [5.3.1.9],0,0,193.852,54.9067,0,0
PGLUCONDEHYDRAT-RXN: (expasy) Phosphogluconate dehydratase [4.2.1.12],0,0,24.4762,0,0,0
PGLYCDEHYDROG-RXN: (expasy) Phosphoglycerate dehydrogenase [1.1.1.95],0,0,139.083,198.326,0,0
PGPPHOSPHA-RXN: (expasy) Phosphatidylglycerophosphatase [3.1.3.27],0,0,0,28.6243,0,0
PHENDEHYD-RXN: (expasy) Phenylacetaldehyde dehydrogenase [1.2.1.39],0,0,0,0,0,0
PHENOL-2-MONOOXYGENASE-RXN: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7],0,0,0,52.9801,0,0
PHENYLALANINE--TRNA-LIGASE-RXN: (expasy) Phenylalanine--tRNA ligase [6.1.1.20],0,52.9019,338.497,331.253,0,51.0316
PHENYLALANINE-AMMONIA-LYASE-RXN: (expasy) AMBIGUOUS [4.3.1.24; 4.3.1.25],0,0,0,0,0,0
PHOSACETYLTRANS-RXN: (expasy) Phosphate acetyltransferase [2.3.1.8],0,0,22.0607,56.9786,0,0
PHOSGLYPHOS-RXN: (expasy) Phosphoglycerate kinase [2.7.2.3],0.984894,0,233.496,131.403,0,0
PHOSICITDEHASE-RXN: (expasy) [Isocitrate dehydrogenase (NADP(+))] kinase [2.7.11.5],0,0,0,0,0,0
PHOSMANMUT-RXN: (expasy) Phosphomannomutase [5.4.2.8],0,0,95.6292,0,0,0
"PHOSNACMURPENTATRANS-RXN: (metacyc) UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase [2.7.8.13]",0,40.7468,20.9458,86.436,0,0
PHOSPHAGLYPSYN-RXN: (expasy) CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase [2.7.8.5],0,0,26.8043,59.5048,0,0
PHOSPHASERDECARB-RXN: (expasy) Phosphatidylserine decarboxylase [4.1.1.65],0,0,38.7822,0,0,0
PHOSPHASERSYN-RXN: (expasy) CDP-diacylglycerol--serine O-phosphatidyltransferase [2.7.8.8],0,0,26.8955,0,0,0
PHOSPHATIDYLCHOLINE-DESATURASE-RXN: (expasy) Acyl-lipid omega-6 desaturase (cytochrome b5) [1.14.19.22],0,0,0,0,0,0
"PHOSPHOGLUCMUT-RXN: (expasy) Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) [5.4.2.2]",0.873095,0,0,0,0,0
PHOSPHOKETOLASE-RXN: (expasy) Phosphoketolase [4.1.2.9],0,0,154.03,0,0,0
PHOSPHOLIPASE-A2-RXN: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,0
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN: (expasy) Phosphonoacetaldehyde hydrolase [3.11.1.1],0,0,0,0,0,0
PHOSPHORIBULOKINASE-RXN: (expasy) Phosphoribulokinase [2.7.1.19],0,0,141.588,23.2745,0,78.5326
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN: (expasy) Plastoquinol--plastocyanin reductase [7.1.1.6],0.377973,0,134.069,16.641,12.8109,146.936
PMPOXI-RXN: (expasy) Pyridoxal 5'-phosphate synthase [1.4.3.5],2.11904,0,11.8056,0,0,0
PNKIN-RXN: (expasy) Pyridoxal kinase [2.7.1.35],0,0,0,0,0,0
PNP-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1],3.17011,0,0,159.171,0,0
PNPOXI-RXN: (expasy) Pyridoxal 5'-phosphate synthase [1.4.3.5],2.11904,0,11.8056,0,0,0
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN: (expasy) Polynucleotide adenylyltransferase [2.7.7.19],0,0,0,0,0,0
POLYPHOSPHATE-KINASE-RXN: (expasy) Polyphosphate kinase [2.7.4.1],0,0,73.5668,201.769,0,0
PORPHOBILSYNTH-RXN: (expasy) Porphobilinogen synthase [4.2.1.24],0,0,122.488,59.5048,0,0
PPENTOMUT-RXN: (expasy) Phosphopentomutase [5.4.2.7],0,0,15.5479,0,0,0
"PPGPPSYN-RXN: (expasy) Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [3.1.7.2]",6.26187,0,37.7951,70.0259,0,0
"PPPGPPHYDRO-RXN: (expasy) Guanosine-5'-triphosphate,3'-diphosphate diphosphatase [3.6.1.40]",0,0,0,0,0,0
PRAISOM-RXN: (expasy) Phosphoribosylanthranilate isomerase [5.3.1.24],0,0,83.6554,0,0,0
PREPHENATEDEHYDRAT-RXN: (expasy) Prephenate dehydratase [4.2.1.51],1.45516,48.0446,174.902,0,0,0
PREPHENATEDEHYDROG-RXN: (expasy) Prephenate dehydrogenase [1.3.1.12],1.37802,0,0,0,0,0
PRIBFAICARPISOM-RXN: (expasy) isomerase [5.3.1.16],0.69323,0,41.7225,0,0,0
PRODISULFREDUCT-RXN: (expasy) Protein-disulfide reductase (glutathione) [1.8.4.2],0,0,10.2413,0,0,0
PROLINE--TRNA-LIGASE-RXN: (expasy) Proline--tRNA ligase [6.1.1.15],0,0,158.206,55.8777,0,0
PROLINE-RACEMASE-RXN: (expasy) Proline racemase [5.1.1.4],0,0,0,0,0,0
PROPANEDIOL-DEHYDRATASE-RXN: (expasy) Propanediol dehydratase [4.2.1.28],0,0,0,0,0,0
PROPCOASYN-RXN: (expasy) Short-chain acyl-CoA dehydrogenase [1.3.8.1],0,0,42.1394,37.3054,0,0
PROPIONATE--COA-LIGASE-RXN: (expasy) Propionate--CoA ligase [6.2.1.17],0,0,18.965,42.0888,0,0
PROPIONYL-COA-CARBOXY-RXN: (expasy) Propionyl-CoA carboxylase [6.4.1.3],0.372589,0,36.5252,50.2788,0,0
PROPKIN-RXN: (expasy) AMBIGUOUS [2.7.2.1; 2.7.2.14; 2.7.2.15; 2.7.2.7],0,0,0,0,0,0
PROTEIN-KINASE-RXN: (expasy) AMBIGUOUS [2.7.11.1; 2.7.11.12; 2.7.11.13; 2.7.11.17; 2.7.11.21; 2.7.11.22; 2.7.12.1],0,0,0,0,0,0
PROTEIN-TYROSINE-PHOSPHATASE-RXN: (expasy) Protein-tyrosine-phosphatase [3.1.3.48],4.12695,0,0,31.7495,0,0
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN: (expasy) Protein-tyrosine sulfotransferase [2.8.2.20],103.728,0,0,0,0,0
"PROTOCATECHUATE-34-DIOXYGENASE-RXN: (expasy) Protocatechuate 3,4-dioxygenase [1.13.11.3]",0,0,0,0,0,0
"PROTOCATECHUATE-45-DIOXYGENASE-RXN: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]",0,0,0,0,0,0
PROTOHEMEFERROCHELAT-RXN: (expasy) Protoporphyrin ferrochelatase [4.99.1.1],0,0,248.301,0,0,0
PROTOPORGENOXI-RXN: (expasy) Protoporphyrinogen oxidase [1.3.3.4],0,0,7.77571,0,0,0
PRPPAMIDOTRANS-RXN: (expasy) Amidophosphoribosyltransferase [2.4.2.14],0,0,256.414,59.8837,0,0
PRPPSYN-RXN: (expasy) Ribose-phosphate diphosphokinase [2.7.6.1],1.20485,0,321.057,138.849,0,0
PRTRANS-RXN: (expasy) Anthranilate phosphoribosyltransferase [2.4.2.18],2.10669,0,103.499,99.2158,0,0
PSERPHOSPHA-RXN: (expasy) Phosphoserine phosphatase [3.1.3.3],1.55412,0,0,0,0,0
PSERTRANSAM-RXN: (expasy) Phosphoserine transaminase [2.6.1.52],0,0,175.568,63.9126,0,0
PSERTRANSAMPYR-RXN: (expasy) Phosphoserine transaminase [2.6.1.52],0,0,175.568,63.9126,0,0
PSEUDOURIDINE-KINASE-RXN: (expasy) Pseudouridine kinase [2.7.1.83],0,0,0,0,0,0
PSII-RXN: (expasy) Photosystem II [1.10.3.9],3.29736,0,331.747,273.459,360.35,1579.64
PURINE-NUCLEOSIDASE-RXN: (expasy) Purine nucleosidase [3.2.2.1],0,0,0,0,0,0
PYFLAVOXRE-RXN: (expasy) Pyruvate synthase [1.2.7.1],0,0,0,0,0,0
PYRAMKIN-RXN: (expasy) Pyridoxal kinase [2.7.1.35],0,0,0,0,0,0
PYRAZIN-RXN: (expasy) Amidase [3.5.1.4],0,0,74.2349,0,0,0
PYRIDOXAL-4-DEHYDROGENASE-RXN: (expasy) Pyridoxal 4-dehydrogenase [1.1.1.107],0,0,0,0,0,0
PYRIDOXINE-4-DEHYDROGENASE-RXN: (expasy) Pyridoxine 4-dehydrogenase [1.1.1.65],0,0,0,0,0,0
PYRIDOXKIN-RXN: (expasy) Pyridoxal kinase [2.7.1.35],0,0,0,0,0,0
PYRIMSYN1-RXN: (expasy) Phosphomethylpyrimidine synthase [4.1.99.17],0.864713,0,131.386,93.9394,0,0
PYRIMSYN3-RXN: (expasy) Phosphooxymethylpyrimidine kinase [2.7.4.7],0,0,23.2634,0,0,0
PYRNUTRANSHYDROGEN-RXN: (expasy) AMBIGUOUS [1.6.1.1; 1.6.1.2; 1.6.1.3],1.7368,0,16.2813,0,0,0
PYROGLUTAMYL-PEPTIDASE-I-RXN: (expasy) Pyroglutamyl-peptidase I [3.4.19.3],0,0,29.9681,0,0,0
PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN: (expasy) AMBIGUOUS [1.5.1.1; 1.5.1.49],0,0,0,0,0,0
PYRROLINECARBREDUCT-RXN: (expasy) Pyrroline-5-carboxylate reductase [1.5.1.2],75.4733,1893.44,1008.53,603.693,2384.87,1385.25
PYRUFLAVREDUCT-RXN: (expasy) Pyruvate synthase [1.2.7.1],0,0,0,0,0,0
PYRUVATE-CARBOXYLASE-RXN: (expasy) Pyruvate carboxylase [6.4.1.1],0,0,0,0,0,0
"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN: (expasy) Pyruvate, phosphate dikinase [2.7.9.1]",1.00247,61.4928,45.0413,0,0,0
PYRUVDEH-RXN: NO_NAME,0,0,0,0,0,0
PYRUVFORMLY-RXN: (expasy) Formate C-acetyltransferase [2.3.1.54],0,0,93.2801,55.4104,0,0
QOR-RXN: (expasy) NADPH:quinone reductase [1.6.5.5],1.28193,0,0,0,0,0
"QUERCETIN-23-DIOXYGENASE-RXN: (expasy) Quercetin 2,3-dioxygenase [1.13.11.24]",0,0,21.2646,0,0,0
QUERCITRINASE-RXN: (expasy) AMBIGUOUS [3.2.1.40; 3.2.1.66],0,0,0,0,0,0
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN: NO_NAME,0,0,0,0,0,0
QUINOLINATE-SYNTHA-RXN: (expasy) Quinolinate synthase [2.5.1.72],7.59186,28.9425,82.2233,308.619,0,0
QUINOPRIBOTRANS-RXN: (expasy) Nicotinate-nucleotide diphosphorylase (carboxylating) [2.4.2.19],0,0,101.474,136.553,0,73.2375
R-2-METHYLMALATE-DEHYDRATASE-RXN: (expasy) (R)-2-methylmalate dehydratase [4.2.1.35],0,0,90.2659,0,0,0
R101-RXN: (expasy) Diaminobutyrate--2-oxoglutarate transaminase [2.6.1.76],0,0,15.9902,0,0,0
R103-RXN: (expasy) Ectoine synthase [4.2.1.108],0,0,0,0,0,0
R11-RXN: (expasy) AMBIGUOUS [2.8.3.1; 2.8.3.8],0,0,0,0,0,0
R12-RXN: (expasy) 6-phospho-3-hexuloisomerase [5.3.1.27],0,0,0,0,0,0
R122-RXN: (expasy) Hydroxydechloroatrazine ethylaminohydrolase [3.5.4.43],0,0,39.6615,58.6382,0,0
R145-RXN: (expasy) Methylthioribulose 1-phosphate dehydratase [4.2.1.109],0,0,0,0,0,0
R146-RXN: (expasy) Acireductone dioxygenase (Ni(2+)-requiring) [1.13.11.53],0,0,6.54017,0,0,0
R147-RXN: (expasy) Acireductone dioxygenase (Fe(2+)-requiring) [1.13.11.54],0,0,6.54017,0,0,0
R15-RXN: (expasy) Methionine transaminase [2.6.1.88],0,0,0,0,0,0
R222-RXN: (metacyc) 1-octanal dehydrogenase (NAD+) [1.2.1.3],2.32582,0,0,0,83.2066,85.8829
R223-RXN: (metacyc) octanoyl-CoA ligase [6.2.1.3],0,0,39.8363,108.703,0,0
R229-RXN: (expasy) 2-phosphosulfolactate phosphatase [3.1.3.71],0,0,64.2887,0,0,0
R309-RXN: (metacyc) Acrylonitrilase [3.5.5.7],0,0,28.8941,0,0,0
R310-RXN: (expasy) Nitrile hydratase [4.2.1.84],0,0,18.2626,0,0,0
R311-RXN: (metacyc) Acrylamidase [3.5.1.4],0,0,74.2349,0,0,0
R313-RXN: (expasy) Nitrile hydratase [4.2.1.84],0,0,18.2626,0,0,0
"R341-RXN: (expasy) Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.9]",0,0,0,0,0,0
R342-RXN: (expasy) Cobaltochelatase [6.6.1.2],0,30.4858,110.727,38.2023,86.2601,0
R345-RXN: (expasy) Adenosylcobyric acid synthase (glutamine-hydrolyzing) [6.3.5.10],0,0,0,0,0,0
R601-RXN: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,0,0,0,0,0
R621-RXN: (expasy) Nitric oxide dioxygenase [1.14.12.17],0,41.4707,0,0,0,90.8033
R8-RXN: (expasy) Acetate CoA-transferase [2.8.3.8],0,0,0,0,0,0
RETINYL-PALMITATE-ESTERASE-RXN: (metacyc) retinyl-palmitate esterase [3.1.1.1],0,0,0,41.5215,0,0
"RFFTRANS-RXN: (expasy) dTDP-4-amino-4,6-dideoxygalactose transaminase [2.6.1.59]",0,0,0,0,0,0
RHAMNISOM-RXN: (expasy) L-rhamnose isomerase [5.3.1.14],0,0,0,0,0,0
RHAMNULPALDOL-RXN: (expasy) Rhamnulose-1-phosphate aldolase [4.1.2.19],0,0,0,0,0,0
RIB5PISOM-RXN: (expasy) Ribose-5-phosphate isomerase [5.3.1.6],0.765698,0,159.893,165.374,0,0
RIBOFLAVIN-SYN-RXN: (expasy) Riboflavin synthase [2.5.1.9],0,0,75.7469,29.2481,0,0
RIBOFLAVINKIN-RXN: (expasy) Riboflavin kinase [2.7.1.26],1.07353,0,23.1653,0,0,0
RIBOFLAVINSYNDEAM-RXN: (expasy) Diaminohydroxyphosphoribosylaminopyrimidine deaminase [3.5.4.26],0,0,0,0,0,0
RIBOFLAVINSYNREDUC-RXN: (expasy) 5-amino-6-(5-phosphoribosylamino)uracil reductase [1.1.1.193],0,0,0,0,0,0
RIBOKIN-RXN: (expasy) Ribokinase [2.7.1.15],0,0,18.8144,0,0,0
RIBONUCLEOSIDE-DIP-REDUCTI-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1],32.2457,0,65.7081,133.595,0,46.1223
RIBONUCLEOSIDE-DIP-REDUCTII-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1],32.2457,0,65.7081,133.595,0,46.1223
