,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_013_DLAB_S43,122021_Coralina_2021_Baya_015_DLAB_S44,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31,122021_Coralina_2021_Baya_025_MMEA_S22,122021_Coralina_2021_Baya_027_PSTR4_S34,122021_Coralina_2021_Baya_029_MMEA_S23,122021_Coralina_2021_Baya_031_MMEA_S45,122021_Coralina_2021_Baya_033_PSTR7_S35,122021_Coralina_2021_Baya_035_PSTR_S32,122021_Coralina_2021_Baya_037_PSTR_S33,Sum
2813371,2000.305337154674,235.21307784712832,0.0,0.0,97.6979910850583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.8286300667008,0.0,0.0,692.7975698792934,0.0,99.74140216949714,0.0,0.0,0.0,0.0,0.0,3991.584008202352
29430,1944.7894908502947,218.41214371519058,130.45321621533478,0.0,232.0327288270135,239.5613848825877,100.74125665389782,0.0,0.0,0.0,0.0,0.0,234.34448639500064,0.0,0.0,0.0,24.813990509603013,416.8804515135967,0.0,331.7385692737517,333.07575474966023,0.0,184.88650158248248,0.0,0.0,217.0929700644301,358.4813426755744,383.0913074188026,5350.395595327222
492670,1832.0229280445237,7115.195604875631,4011.436398621544,2174.7931122136756,1911.2169506014534,1241.3635398461363,1016.1186010646237,2459.160372387142,1363.2011767913414,6163.292629440687,7283.4833497662285,10733.337618098849,7160.525973180575,4144.137032797884,13130.30454318522,2527.7045668223363,2071.0138233014827,5355.310415597743,0.0,2182.217776003898,6088.624796823789,3927.068723702665,1435.3031043903247,0.0,3662.70944111552,2411.2826317870627,2159.0353592960732,2705.5823586452934,106265.44282840173
1404,1801.662699596816,2083.3158323602793,1380.6298716122928,1685.2292947456622,1990.5965683580632,1192.3623474837887,400.47758817969253,2210.316763276538,1268.094117945434,1708.1784815678309,1940.1418529944976,2056.68744777942,2117.7798029770433,3078.5017957927143,1847.2291562656014,1957.429756014858,1471.6605140695326,2308.876346844536,381.23404304478925,2195.176313866154,3024.327853126915,1159.4202898550725,2924.125985554526,3652.1983424638292,1060.2579961123874,3016.0416198236894,2362.71794036174,2657.6959452179426,54932.366567291654
1561,1782.5791274296857,403.2224191665057,326.13304053833696,188.293775949236,299.2000976979911,119.78069244129385,62.18596089746779,336.6707652672873,202.89505887126944,230.83492994159877,604.3064788015648,471.32420678278385,416.6124202577789,513.083632632119,1797.3040439340987,339.0823199395817,788.3213908050803,673.4222678296562,331.17300708941286,520.9332220626883,293.10666417970106,355.30621785881254,282.19518662589434,0.0,465.87093768574596,302.3794940183133,505.1328010428548,359.14810070512743,12970.498260451886
158,1762.6281201640493,949.2527784544822,539.9313671134689,997.9570125309507,1502.1066129327717,386.56496196963013,145.51514850007462,453.77364014286553,259.95929417881393,0.0,1304.0297700454819,1178.3105169569596,885.3013930477802,0.0,0.0,0.0,272.95389560563314,1924.0636223704464,73.16612947324238,474.2824857585669,666.1515094993205,598.4104721832632,1301.5036624556335,2013.3913939223671,979.9354206493277,558.2390658799632,749.5518983216556,778.1542181944427,20755.13439035119
2969821,1685.4263963970216,268.81494611100374,192.0561238725762,0.0,67.16736887097758,57.168057756072066,19.89950748718969,0.0,0.0,0.0,0.0,214.23827581035627,156.22965759666712,0.0,0.0,0.0,30.5402960118191,0.0,0.0,57.01756659392608,239.81454341975538,0.0,70.54879665647358,0.0,0.0,162.81972754832256,0.0,0.0,3221.7412641321607
1352,1642.054641471725,890.4495089927,1145.0893423346054,1393.3739420243464,1294.4983818770227,623.404058387643,394.25899208994576,702.6172492534693,0.0,0.0,2321.809102763907,1863.8729995500996,1154.3635811309293,0.0,0.0,1602.93460335075,721.5144932792261,2340.944073884043,207.94584166079414,1656.1011387963072,1305.6569586186683,3291.2575970079474,1525.3136380554806,0.0,0.0,2225.2029431604087,2664.1681603389275,2825.298392213669,33792.129640242616
44689,1630.777985191148,2553.741988054536,1431.3616779182566,1214.4948548725722,1172.3758930206998,732.2955969706375,218.89458235908663,1551.613092101411,710.132706049443,831.0057477897556,3435.005247924684,2335.1972063328835,2187.2152063533395,2170.738445751273,1198.202695956066,1618.3474360752764,1217.7943034712864,3302.975885069266,797.1257263663775,1606.858694919735,2491.4066455274587,1683.0294530154279,1311.2345309599743,2668.9141733389524,1991.9998714838794,1713.483799437109,1564.2822225843247,1687.996073314099,47028.50174220897
210,1590.0085355613694,1730.4962155895867,982.0228220654367,1148.5920332903395,1422.7269951761618,694.1835584665894,235.06293219242826,1273.4937642719128,634.047058972717,923.3397197663951,2226.392290321555,2292.349551170812,1423.425769214078,1657.6548131191537,1347.9780329505743,1787.888596045067,1412.488690546633,2020.2668034889687,700.8545033752691,2122.6085018375206,1052.5193850089265,1570.8274894810659,1398.812347499045,2387.975839303273,1301.2257225015662,2186.436341363189,2012.3839009287924,2130.9453975170895,41667.00761102552
5858,1583.9364898718277,2226.12377248175,905.9251126064916,1553.423651581197,1520.42498626122,672.4052507499905,205.21367096164371,0.0,0.0,0.0,0.0,3363.540930222594,937.3779455800026,0.0,0.0,1664.5859342488557,843.6756773265025,0.0,0.0,1010.7659532559622,746.0896906392389,0.0,1177.435089025283,0.0,1590.3869941685812,1434.3642664971273,1645.7552550105916,1867.5701236666628,24949.000794155516
587,1579.599314379298,2066.5148982283413,1967.6693445812998,1911.1818258847454,1160.1636441350674,1023.5804626801475,695.2390428336898,1478.4237953041747,1084.220470843346,0.0,3116.9492064501765,4756.089722989909,2525.7127978127846,0.0,0.0,1911.1912578412787,1446.8465235599297,4553.6172396100565,173.2882013839951,1288.078663508239,1279.0108982386953,3235.1566152407668,1016.8757587036537,4026.7827878447342,0.0,1449.8709072160152,1336.1577317907772,1532.3652296752105,46614.58634073633
5855,1532.757819059978,982.8546467183575,420.349252249412,517.807883860399,622.8246931672467,318.5077503552587,100.74125665389782,395.22220270507637,133.14988238427057,0.0,1971.9474571419485,814.1054480793539,1735.8850844074123,0.0,948.5771342985521,708.9903053282163,410.3852276588191,1507.1831708568498,234.90178409830446,689.3942142720152,1132.457566148845,860.2150537634409,452.48538545186506,2247.506672285433,738.9676942601487,883.8785209766082,839.1722339905492,682.3813913397421,21882.649731511996
1639,1529.2880786659541,445.22475449635,431.22035360069,1082.689211708107,1135.739146363803,160.61501940991675,88.30406447440426,1127.1151706774401,564.3018824857181,807.9222547955957,699.7232912439172,749.833965336247,885.3013930477802,1894.4626435647472,1747.378931602596,446.97214901126677,379.844931647,1122.3704463827603,123.22716542861875,676.4356764097594,1518.825441658451,822.8143992519869,496.2742937214004,1311.0455588331695,835.3547848158204,1093.2181706815945,896.203356688936,1939.3997438076883,25011.106279811713
1405,1505.867331006294,3175.376550936232,1565.4385945840174,2024.1580914542872,2015.021066129328,541.7354044503973,200.23879408984627,1668.7159669769892,995.4538825871656,1500.427044620392,3307.782831334881,3920.56044732952,2039.6649741787096,2525.950191419663,1847.2291562656014,2404.401905026125,996.3771573855979,2148.5377116469986,103.97292083039707,1741.6274886871965,2131.6848303978254,2262.739597942964,1372.052459112107,5384.651402350517,1991.9998714838794,2333.749428192624,1979.7946879582857,2130.9453975170895,55816.15518589494
208348,1504.9998959077882,2688.1494611100375,1319.0269639550518,1148.5920332903395,1178.4820174635158,577.1251544898704,197.75135565394757,1610.1645295392002,786.2183531261691,946.4232127605549,3657.6444769568398,2785.0975855346314,1631.7319793429676,2170.738445751273,1497.7533699450823,739.8159707772692,1007.8297683900303,2950.230887634684,616.1358271430937,1371.013305826677,2704.5751285672413,1365.1238896680693,1515.5827695511393,1264.2225031605565,1028.1289659271636,1666.9638772804453,1279.1266090923905,1676.0244699572613,42884.67280780329
40559,1430.4004774362784,1318.8733293571122,739.2348918868971,2155.963734618752,1911.2169506014534,756.7961931518112,276.10566638475694,1419.8723578663855,729.1541178186245,1061.8406777313542,3435.005247924684,1349.7011376052444,2074.382675866858,1618.1868413782215,1647.5287069395906,1433.3934433809588,1267.4222844904923,2148.5377116469986,342.7255538483459,1461.7230708624686,1705.3478643182605,1813.9317438055166,1722.3637252683895,2903.029451702018,979.9354206493277,1697.977158718221,1678.3444679810984,2262.6330344423027,43341.62793768242
1653831,1390.4984629050055,1671.6929461278048,1050.8731306235302,1845.2790043025127,2240.947670513525,735.0178854352123,313.41724292323767,1390.596639147491,868.6444707926222,992.5901987488746,2003.7530612893993,2485.163999400133,1640.4114047650046,2210.206417492205,3295.0574138791812,1510.4576070035912,1261.6959789882762,1795.7927142124167,150.1831078661291,2008.5733686496685,1505.5024114684645,1888.7330528284244,1406.110498877301,4026.7827878447342,1622.5160243538048,1798.7703233909922,1759.8175004073653,1843.6269169529876,46712.71224118989
573,1382.6915470184522,5023.479305449383,7305.380108058747,9574.73850701865,6667.8878915552295,3269.4684459544073,4022.187950848216,1829.7324199309091,4324.20094219393,11934.165877980655,10813.905410133266,14054.030893159372,3818.947185696307,5604.4519872123765,29355.966050923613,5163.298962716357,3941.6069540254016,10614.417650076963,1990.8888914561217,2910.487603862681,6501.638732713368,8209.443665264143,2340.2738752940545,12220.817530552044,3261.0965638002217,2434.5425928653945,2615.2843408831677,5530.8807508589625,186715.91263750236
2963431,1378.3543715259225,0.0,0.0,0.0,0.0,0.0,52.23620715387294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.1611840472764,1956.1313494099538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508.883112137026
197,1351.4638834722384,2494.938718592754,1358.8876689097374,1214.4948548725722,1276.1800085485743,1274.0310014210347,670.3646584747028,0.0,519.9185883576279,0.0,2798.8931649756687,1885.2968271311354,2004.9472724905609,0.0,0.0,0.0,662.3426697563266,0.0,0.0,995.2157078212553,1345.6260491886276,1795.2314165497896,1182.3005232774537,1826.0991712319146,1461.8708734276856,961.4117245710476,1108.03324099723,646.4665812692294,28834.014605337165
287,1324.5733954185548,2217.7233054157814,1583.5570968361471,3464.6054774659424,1764.6699639738658,3168.7437727651372,6345.455449977613,3308.1562152350843,2846.871294787499,10479.905819348583,7728.76180783054,5655.890481393405,1041.5310506444473,3591.5854284248335,3544.682975536695,4531.372821010774,1305.5976545052663,8016.931759876859,6249.927796582757,2677.2339223420745,959.2581736790215,3833.56708742403,929.2979421645831,0.0,3357.483654355893,2279.4761856765163,2403.454456574874,2573.8947217200803,97184.20971096685
2664091,1306.3572583499301,201.61120958325284,166.69022071959444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.66210339139192,243.0239118170377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.7836339897146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433.1283378509215
43948,1302.0200828574007,168.00934131937734,105.087313062353,103.5615767720798,109.9102399706906,76.22407700809609,31.092980448733893,204.93003103226184,164.8522353329064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.7449974345818,0.0,25.91707572451185,0.0,0.0,114.33770492600891,0.0,0.0,0.0,0.0,0.0,2758.687655889002
1117645,1292.4782967738354,1276.870994027268,786.3429977424347,508.39319506293714,616.7185687244306,334.84148114270783,149.24630615392272,2283.5060600737747,729.1541178186245,1638.9280025853511,1653.8914156674405,1499.667930672494,1015.4927743783362,2131.270474010341,2795.806290564154,940.1827961961128,467.6482826809799,1507.1831708568498,0.0,831.9381307568304,1239.041807668736,1159.4202898550725,428.15821419101206,2575.2680619937255,1092.3870262976113,527.2257844421874,1222.0954863940035,993.6430786175192,31696.80103534869
27350,1282.0690755917642,2469.737317394847,1315.4032635046256,847.321991771562,879.2819197655248,577.1251544898704,203.96995174369434,2429.884653668247,1293.4560003043425,1546.5940306087116,3307.782831334881,2206.6542408466694,1874.7558911600051,4499.348778466274,3245.1323015476783,1094.3111234413773,1654.9022901404473,3367.111339148281,1047.430906143259,1850.4792067301462,2384.8224040075675,1664.329125759701,1625.0550402249776,2622.091117666339,1156.645086668059,1666.9638772804453,1800.5540166204985,1340.8195759658092,51254.0325119956
1351,1276.8644650007286,2864.559269495384,1971.2930450317256,2042.9874690492104,1660.8658484459913,2335.72350260523,1220.0885528083181,2576.26324726272,2282.569412301781,3162.438540199903,4166.534143316052,3363.540930222594,1458.1434709022265,4538.8167502072065,0.0,2851.3740540373915,1819.0563812039748,4200.872242175475,1702.0752224827963,1790.8699325637688,3650.5102720562763,4095.3716690042074,1698.0365540075366,6976.6352952193665,3421.741714726341,1783.2636826721043,2061.267720384553,1400.677592749997,72372.44098013286
395922,1270.7924193111871,0.0,39.86070495468562,103.5615767720798,67.16736887097758,38.112038504048044,68.40455698721456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.49075689127944,0.0,0.0,0.0,0.0,0.0,1624.3894222914723
4975,1265.5878087201515,772.8429700691358,362.3700450425966,564.881327847708,592.294070953166,394.73182736335474,121.88448335903686,336.6707652672873,171.19270592263356,230.83492994159877,1685.6970198148913,856.9531032414251,642.2774812307425,592.0195761139835,0.0,385.320818113161,297.7678861152362,1282.7090815802976,173.2882013839951,746.4117808659413,399.69090569959235,804.11407199626,605.7465643952387,889.6380577796507,433.74190750052213,883.8785209766082,831.0249307479224,1089.4159054722197,17412.986747514355
1547283,1263.8529385231395,285.6158802429415,181.1850225212983,188.293775949236,152.6531110704036,62.61263468522178,29.84926123078454,365.9464839861819,120.46894120481622,0.0,445.27845806431094,471.32420678278385,130.1913813305559,0.0,0.0,508.6234799093726,85.8945825332412,320.6772703950744,0.0,176.23611492668059,279.7836339897146,0.0,153.26117894337364,0.0,208.8386962039551,240.3529311427619,236.27179403617401,442.9493242029905,6350.161101875013
2683272,1249.1065418485389,134.40747305550187,112.33471396320495,131.8056431644652,146.54698662758747,76.22407700809609,53.479926371822295,0.0,107.78800002536188,346.25239491239813,318.0560414745078,0.0,243.0239118170377,0.0,0.0,200.36682541884375,339.76079313148745,384.8127244740893,69.31528055359803,342.10539956355643,359.72181512963306,0.0,150.82846181728834,0.0,0.0,387.6660179721966,260.7137037640541,251.40367049358923,5665.720402586858
84595,1240.4321908634797,0.0,170.3139211700204,0.0,0.0,122.50298090586871,131.8342371026317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.12894952692324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.2122795689238
1550240,1236.09501537095,243.61354491309717,228.29312837683585,0.0,0.0,46.27890389777262,16.168349833341626,322.03290590784,183.87364710208794,0.0,0.0,0.0,321.13874061537126,631.4875478549158,0.0,277.4309890414759,183.24177607091457,384.8127244740893,0.0,279.904417824728,213.16848303978256,467.5081813931744,204.34823859116486,1170.57639181533,530.1289980561937,162.81972754832256,285.15561349193416,311.2616872777771,7699.339012497099
1520,1232.6252749769262,1083.660251509984,779.0955968415827,1270.982987657343,1392.1963729620809,432.84386586740277,205.21367096164371,1171.0287487557819,475.5352942295377,1177.2581427021537,890.5569161286219,1199.7343445379952,1397.3874929479668,986.6992935233059,1048.4273589615577,1495.0447742790648,1233.064451477196,2469.214982042073,2037.0990784918533,977.0737548140968,1292.333928428682,1683.0294530154279,875.7781653907066,2622.091117666339,1477.9353885202975,1581.677353326562,1091.7386345119764,1448.5640061773472,35027.89070070551
