,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_013_DLAB_S43,122021_Coralina_2021_Baya_015_DLAB_S44,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31,122021_Coralina_2021_Baya_025_MMEA_S22,122021_Coralina_2021_Baya_027_PSTR4_S34,122021_Coralina_2021_Baya_029_MMEA_S23,122021_Coralina_2021_Baya_031_MMEA_S45,122021_Coralina_2021_Baya_033_PSTR7_S35,122021_Coralina_2021_Baya_035_PSTR_S32,122021_Coralina_2021_Baya_037_PSTR_S33,Sum
49546,73419.0750332545,74875.52935790317,70977.46352933385,55925.54078073028,63761.53270499825,37543.555556685125,37951.846590565336,67396.06126914661,72716.40762534388,45372.42342120391,71734.56357869589,62309.86227114332,72264.67536048884,83172.56162915326,77234.14018584375,50172.99125648026,70788.59075658522,67170.04876514079,52097.65104113243,72882.49611663548,75847.65843780966,61831.055491519845,61659.473820927764,73040.43934098851,50987.70122038083,72442.05802627654,66996.4913709442,68911.70658737927,1811483.6011266909
186817,60501.36225796932,57370.951127389264,41300.85608782766,50320.44899735233,54331.27318969893,35512.869062656464,15924.892490943103,60336.289300932855,38675.84751465688,33286.797514439786,60777.69081847015,53197.07948448476,56299.39259356019,60331.07062045969,47894.917976368015,37273.25986271237,45691.52853674725,54211.89240207645,22781.82377679762,65105.98221602515,60800.913360044804,67882.43042977112,58758.789779019375,61682.47628557164,54608.48093451731,68603.0374952985,62890.648858847235,62678.904504238315,1449031.9074788766
31979,31232.27674580737,22261.64587386975,18194.76412048153,15023.121003606433,18499.42696258772,10252.552336560237,3956.720495812169,22066.106184498447,12764.537090374644,12564.671101256468,25064.87622029081,18018.142596382546,25791.188615301995,23651.304037156126,22198.003900424457,16856.975471718968,22183.831752757294,24087.619946515653,19728.51916435874,27938.208637581185,26808.409805695574,27347.82370053241,20416.440703455755,24238.642036944584,24621.30205612802,27956.11065717287,25897.347150681027,24229.4409869065,593850.0093548595
543,24700.28186122505,25301.8770745107,27626.633107582256,30119.99321488889,31849.367042237307,24180.16433565545,23053.039414744166,26004.83703789013,27736.353896925422,32930.935369959756,27124.438769205422,33699.319652635655,27961.01568226185,33726.33083244016,32924.17115980269,32166.425326362096,23707.73133541248,32051.282051282047,11088.31675043594,24501.278146748373,30007.324113566843,37213.89757945002,27728.534254503695,40788.81677483774,28574.48121943112,28338.715743875076,24614.69552293503,31625.69945890044,801345.9567297061
468,23011.680773984936,13648.849719583382,10677.087645510093,12220.575111917457,13533.102722843521,9215.606041737088,5541.828706672701,17931.5904641253,11483.23813317972,13413.265445785772,15034.806607076658,13745.229271530507,15645.97711159007,15314.993450041682,12905.81622117701,15221.019819381654,15626.335457942734,15887.997483089506,6431.428864498923,14804.486356242127,16091.508336564559,19567.484494209344,19058.38281737767,19146.280579131304,17818.984757110975,18066.74189071761,17753.5272919763,15540.4531939648,414338.27876896353
2062,19057.06941313841,28857.15920796612,23106.09196734613,39132.390792899234,33749.02531307729,49132.9553223556,65047.51694613778,24484.625129563516,28193.96066735218,52352.79625523528,23376.034930180827,39327.396426793515,28323.86301787386,27152.554483744192,27790.524262934494,28397.09507334166,24833.380311144654,24952.80792826805,28785.858378637127,17725.265719981897,26829.95131618629,16644.71156484988,32212.85962329844,22840.738891662506,22436.962818747328,21834.429269937616,21750.785539290537,24312.545014681713,822641.355586626
2762318,18822.684054524536,16717.694860936248,12094.517394976072,13570.222212388728,16196.810876721072,8811.50197096042,4558.093610924904,19232.983991707937,12355.382801522486,10456.872245490133,19792.39609506941,16151.335803971459,21081.43019905805,18625.69965463856,16462.085579901344,11915.947251483967,14155.172257026214,16969.482460280007,6451.943789106575,19584.38826306584,19979.750980138728,17221.032987540482,18269.980084855833,19171.243135297056,13058.549788688922,20271.584763238785,19843.774389043847,19160.095292618516,440982.6567951761
33958,18781.623845716265,15909.351035824655,10445.265022933881,15310.750713542935,16175.878003213194,9060.572404520883,3846.609925439414,13716.457445583323,8581.472847767687,7582.601078536038,17671.046669687355,13178.273134576028,18142.36678060073,12957.008455400739,12102.787656303773,10876.894337161617,13873.305389112666,16320.591473965706,15615.276780524498,17960.10225173987,19753.56511998621,25152.313518853945,15531.078106557414,16949.57563654518,25108.029820979154,18112.135714563636,17197.032934964813,17525.716079705995,423437.68218430766
186822,18471.106016603724,19850.921368890926,12415.75731483168,12862.21061869888,15547.89179797684,9322.350513263,5073.556281021536,15570.655303466545,10783.368954879972,10114.697106567024,20018.947975450013,16911.886719398197,16560.352397332346,16196.26056925092,11930.71010668808,10246.830335923596,13415.044416762896,19840.333490640238,7422.983553868773,18642.595922161472,19613.545301796563,18195.2906306603,21546.636528111343,14827.758362456314,16738.686547319434,18403.95315357379,17427.774497628114,16602.33799331474,424554.4437785372
641,18181.118291895313,15608.90465834955,74726.36651156629,18983.560855809013,17766.77638981197,12789.004302818817,7339.898020671747,18323.16019808822,13938.163866292685,23527.962552352794,16229.352885447131,20673.156701144973,16415.21346308754,17101.34571870906,14683.950900539176,12756.032586467994,13122.26657331721,17893.66053169734,8294.867849693986,17605.401240230432,16468.48477015208,21323.892639552116,20589.615870136855,17473.789316025963,14910.489576902986,19402.61727818632,17278.471133551862,17932.002437718147,521339.5271202175
135621,16915.950607990486,17518.885200869863,15578.480237121425,25016.409643707917,24454.829475579187,28757.46893608802,41103.91291826892,17804.90613843142,17959.719836984317,32876.18734773207,17135.56040696956,23839.81414901267,16705.491331577152,16934.619506966774,18412.2978088792,19730.951617716957,16808.357807257617,20213.937391851505,15919.581495538005,19351.997945180345,17147.042350609627,19032.328887425214,20774.184139889076,20818.771842236645,16370.672871456385,18462.316641375823,16416.583531838944,17147.131064285582,569208.3911328407
90964,16865.48076799699,15265.53736980657,10554.55283071981,15583.63018194423,15856.65168221805,10209.346240942603,7411.288390473863,15443.970977772658,9448.233907046606,10456.872245490133,18906.784199036123,14782.34415620333,15682.261845151272,18697.153745385258,14196.397843294711,12358.09742779135,16002.764113801475,18424.571338681766,21161.144732793106,17536.907251801025,17739.433889104304,15588.122289917119,18832.7993765694,17998.00299550674,11847.666081010495,18877.345887968044,15934.740856865577,16408.42859517258,428070.53122046526
84566,16827.842243256073,17919.48037083667,11978.606083687968,12913.8364640721,14276.219732373213,8285.404218439853,4398.372783571019,14948.750431878383,11197.906852795977,9156.606717582328,17732.833546154798,15667.348857790808,16110.421701173449,15195.90329879719,10926.924400596536,9738.357633170106,12947.69096480301,18758.84851344974,4181.625465859746,35658.4596191245,17900.99521778467,13118.173335528843,13737.803683162361,13205.192211682477,10696.139417826107,16439.04906423875,38330.245468303576,43860.45910358455,446109.4974015248
36751,16651.62551378725,8169.280073251689,5096.785944925568,5280.58646960344,5536.7450428338925,3357.3677829935723,1101.1057037275452,8603.01739030289,4263.818378564622,3585.995455914155,8629.567079952218,6568.394269594558,9412.259885775658,8645.944980350125,6108.753011357118,4189.372920512452,5991.944063065438,9025.483718735253,988.1355352685745,9276.043004439878,9305.932531989143,7107.964213184038,8761.296261695019,8612.081877184224,7882.615508808584,9623.49065535712,8272.763673134217,7839.479953461745,197887.85089976998
1639119,15367.638567511965,17175.517912326886,9700.120878938915,8946.021491101916,10340.839512892033,5306.725155859636,1744.829038214418,24277.323505700795,9313.6436804505,9608.27790096083,17979.981052024552,13565.46269152055,16850.630265821957,18887.697987376443,16060.571297464725,7184.940364994971,13691.455796910375,15475.066855434952,2130.1330050945394,16186.597194192687,17103.959329628196,20912.2344804874,15419.425696460392,16200.69895157264,21083.622204283205,16004.565321712516,15099.999321348345,14995.66012299396,386613.63958328037
1300,12317.207221464223,12339.761932013276,8100.5447831630545,11446.187431319187,12863.250770591407,7367.910070324274,17879.05261349254,11263.388229874468,6621.83914852839,9840.95699542854,12192.610289574493,10108.413075944467,10174.239290560889,10813.385732999881,10898.24480899392,8953.541070224503,10905.5200443713,12269.938650306749,8411.119089137346,11952.200980931762,13549.610098660118,10085.62489708546,12302.272696200627,11957.064403394908,11420.295360653401,12788.088660622803,11550.651166262869,11828.47328667196,312201.39279879694
41294,12009.255655402198,6738.583037655946,7650.146545014985,8695.26738500343,8582.47813823023,19084.386587811307,20185.32455998122,8614.534147184153,8086.180813894019,27182.393036051573,35465.667092309595,15003.595331600198,15188.789468718931,26771.46599976182,32838.13238499484,189925.60823283627,134292.28684954674,19918.986943526823,196649.22898075017,11661.101530106778,15628.365861014176,33097.3159888029,9087.139009529192,64802.79580629056,153580.41692388052,11471.667769088104,53871.368365331764,28366.174813939317,1174448.6572582577
4893,11553.31625342703,10343.939567357216,5967.776655461907,7611.124632165852,7886.460094093266,3799.594879315209,1529.4479225402388,9961.994702291835,5421.294327291129,5420.054200542006,10215.430242616469,8241.606283533381,9151.009804135008,10884.839823746577,8718.595847195136,6632.252644610742,7273.98368809158,9615.384615384615,1648.0322768147162,11377.340720899228,10533.798629959934,5447.609638289698,9390.195551221113,6040.938592111832,4902.89187520775,10427.609820629548,9297.527672021228,8735.15669726126,218029.20765821548
186803,11484.882572079912,10365.400022891154,7928.333692106439,9064.023423383558,9864.616640587794,5169.482263897748,2217.9414889369127,11413.106069330877,6777.963811379873,6487.640633982097,11739.50652881328,9085.126389733945,11386.149391505018,12671.192092413958,7944.246873924515,6289.586257972521,7855.902383138906,10952.493314456506,7231.510924197353,10049.046588143201,11837.060014648227,9701.410615291728,15891.10016360496,9610.584123814278,9034.142171992971,11264.153145791992,9446.831036097481,9677.002345380339,262440.4349794975
41297,10293.281095623239,7761.531418106902,7792.551870311801,6534.357000095876,6143.798374562372,19216.54640970053,23840.753495103105,11770.125532650005,10535.72293794314,7021.433850702144,3171.7263253285005,4784.5566679572985,3287.3968606448525,3358.3422650946763,1864.1734541700125,4532.039307150673,2556.80526636419,3991.662733994023,5549.287106369884,2250.5167626805614,2498.8152169230107,1715.2423294363027,3051.0730024472387,3544.682975536695,2243.696281874733,2555.023799333359,2334.5616928286877,2557.757299303773,166757.46133223758
81852,9912.618743129899,10901.911411239556,7732.940338792204,6667.109173912723,8205.686415088416,6094.6010171223215,2858.034804620288,10319.014165610964,6734.894938869119,7774.219156332978,11430.572146476088,9057.469992809336,10108.926770150727,9789.21043229725,6768.383618217276,6831.220223949064,7630.408888808067,10539.562686801952,2225.8693199302493,9841.118408982496,10523.027874714577,12541.851912838245,8387.602480962125,8811.782326510234,8939.170900802506,10220.095197333436,9250.022056178785,9104.507931817761,239201.8333342986
119060,9810.823642126064,11781.790088130936,8809.259657896046,11733.817141255688,11874.172497344141,14964.55829391836,17615.27124710506,7854.428193020846,8446.88262117158,16178.040568284468,10915.681509247435,13385.696111510593,22017.576324937047,8931.761343336906,6797.063209819892,10103.131528623697,8968.821887416918,12859.839546956113,7942.694977262625,9351.875634486723,12127.870406272888,9138.81113123662,14897.621575802872,10683.97403894159,8345.6004558621,8799.91699415068,9148.224307944974,9187.611959592974,312672.81689365586
2808963,9038.37846392048,7203.559574224562,72060.40635193986,5442.839126490696,6515.356879327218,4681.50753692215,1848.88957724801,7255.556835195209,4075.3920613300743,3914.483589280337,8691.353956419656,6679.019857292992,7525.453740593182,7717.041800643086,7399.334633474819,4985.243237865741,6835.7261708840615,9851.344974044361,16873.525489793825,8551.963698186133,6957.907888501141,15217.629946758878,8663.315575283346,7738.392411382925,16038.273422289758,8041.191652724278,7648.404150633522,7590.167870136105,285041.66047278646
1903414,8342.921177230404,8133.512647361795,7398.453411932242,5892.721493314452,5882.13745571389,4546.806179996594,2827.7846479244763,7474.375215939192,5017.523647502813,4858.886972708111,9824.113358322691,8034.183306598816,9121.982017286047,6883.410741931642,4818.171389239417,6411.17755645705,6684.791009356161,9340.097530281579,2885.766061476391,7663.988062476302,6860.971091292921,13708.216696854932,7318.929412890612,9011.482775836246,11230.352818272473,8358.948419646447,7797.707514709775,8568.948641710835,204898.3612542643
267888,7975.090139989649,4857.216435847545,5908.165123942309,4174.318354463054,4212.74079346057,2912.599151635605,1664.968624537475,6518.484394794426,5039.058083758189,5324.2451616435355,5107.715121308234,4024.00575253056,5261.286366374212,6788.138620936048,5104.9673052655735,4609.4155880044655,4351.660741400788,4561.90026742174,1620.6790440045131,6242.737802566078,4717.590797466718,7752.8953290520885,6357.351513687674,6440.339490763854,6505.532076546845,6277.317354707339,10722.696147294555,6509.81550905834,151542.93109246195
2821832,7825.39146204283,1995.8223646560605,3437.5983176301106,3119.676084695887,5976.335386499343,10661.739477409566,9187.577591651925,1405.044339513993,40102.50391657559,5337.93216720046,1235.7375293487664,3056.0318601692575,1727.1533175131894,2167.440752649756,1606.0571297464724,2365.503443244498,1678.471736027132,1514.078968066698,1651.4514309159915,2230.9470517007303,1238.6368532161475,6929.579010922663,1526.6758115307318,4243.634548177733,9414.02725675483,1744.4198020829278,1655.9100379366275,1819.05483019077,136854.4324780707
72294,7490.066423441958,7947.522032734349,5706.148267125896,5088.833329645772,6007.734696761161,3382.7831333568847,1557.2780667003856,13244.270413451572,5205.9499647373605,4461.963811557308,7455.61642707089,6208.861109574645,9847.676688510077,10075.026795284031,7915.5672823219,4841.544430565841,5890.108291432157,6567.563316029574,3665.3331965671696,8070.059565307794,10619.964671922797,7245.183599538943,5568.948781165833,6165.751372940589,5175.934279880336,8754.523170304657,8299.909739329898,7876.415076917394,190336.53793417715
815,7072.620967224543,5608.33237953531,4156.248447616366,4513.573909772773,5076.221825660563,2823.6454253640113,1520.9778786654115,5827.478981918692,4070.0084522662305,3996.605622621883,6261.070148700416,5448.310194147906,6270.001959375612,6478.5042277003695,5506.481587702191,4532.039307150673,5424.573335394295,5820.355513607047,1169.3507026361679,6159.566530901797,5385.377622678902,5282.946374663812,6204.683932534601,5491.762356465302,4914.763284106558,6147.620715147271,5748.179516935752,5660.307669578386,142571.6088700728
82115,6814.283820139177,8269.42886574339,9120.564322498385,8636.26641886261,7614.332738490844,20228.077354160363,16854.177304638437,6702.752504894622,8603.007284023062,12331.992006788756,6137.496395765539,8767.077825100945,5631.390648698466,7669.40574014529,5879.316278536194,8953.541070224503,9314.336112601268,5840.018876828693,6708.380346702226,7204.0998544502745,5051.48421007281,6174.87238597069,7277.914241834563,7114.328507239141,7016.002659195594,7094.406183935774,6277.527807751559,6408.243919555301,229694.7256848485
186804,6810.006715054982,6874.499256037542,4904.704343362421,3953.0647314349767,4197.041138329661,2315.3384180977628,883.3045755177012,5309.224922261891,3030.971902944296,2491.035011360215,6775.960785929068,5019.636041816472,5464.48087431694,5168.512564010956,5879.316278536194,4918.920711419633,7695.874742000891,5918.672329715275,1360.8233323075872,6827.382918088529,6904.0541122743525,4240.079038366541,5789.974980745656,4543.1852221667505,3015.33786029726,6731.2555931675815,6983.325528839303,9289.183549096013,143295.16747749646
1884633,6538.8382527170315,5343.6534279500975,3232.269709062609,4240.694441371477,4668.03079225693,2419.541354587344,982.5250894799635,6126.9146608315095,3337.8376195834167,3011.141222523336,6467.026403591877,4355.8825156258645,4390.452760905377,6335.596046206979,4674.773431226339,4642.57685122752,6037.406461116011,5525.405065282366,2516.4974185386536,7113.589941168556,4254.448321916333,5612.272901915583,5650.979123277933,6165.751372940589,4344.935656963768,6400.529162289406,6012.853662343656,6223.56830227705,136625.9919691776
203492,6372.886575450272,6159.15073823967,4262.224503651206,3761.3115914773107,4045.277805397541,2218.7600867171755,876.0445379107064,6242.082229644132,3273.234310817286,2901.645178067942,6714.1739094616305,5558.935781846341,13904.3099006524,6859.592711682743,4072.502007571412,2995.5674444825186,4855.384111801129,6292.276230926538,745.3755940780251,7536.7849411074,12924.906294429366,5625.994840551073,4504.832954322771,5691.462805791313,6505.532076546845,6082.772395367236,5775.3255831314345,5180.151064654933,151938.49820577833
1903409,6162.453005307888,6531.1319674945635,4984.186385388552,4624.200721286811,5442.547112048439,3873.2993953688147,2495.0329242705475,5654.7276286997585,4091.542888521607,4393.528783772686,6281.6657741895615,5572.763980308646,6632.849294987627,5978.325592473502,6280.830560972812,4697.845623265942,4924.486956837999,6862.513764354255,12045.679898793038,6590.100172458078,6527.07767868683,5680.882595093035,4862.576390756092,5366.949575636546,4404.292701457809,6471.862314047443,6413.258138729971,5900.3859720401115,159746.99779724894
2895623,6149.621690055303,4900.137346915417,3199.1521915517214,3960.43985220258,4254.606540476328,2533.91043122225,969.2150205338064,5147.99032592422,3294.7687470726623,2778.462128055624,5890.348889895787,4438.851706399691,4695.244522819468,5644.873168988925,4244.579557187106,3117.1587429670485,2895.0455078604487,4227.623092653767,1531.7810373713544,5000.061155346812,5137.650252035673,4816.400461057138,5138.289485077314,4018.971542685971,3561.4226696424334,6180.044875037287,6121.437927126386,6011.191342407062,119859.2802105696
712,6139.356637853236,4642.611880508183,4033.7136328260835,5332.212314976658,5426.8474569175305,3448.863044301497,1733.9389818039256,8649.08441782794,5135.963046907385,5091.566067175823,6055.113893808954,4217.600531002821,8120.523370996887,9598.666190306061,6194.791786164966,3548.2551648667472,4680.808503286931,5584.395154947302,1497.5894963586009,5910.0527159089515,4792.986084184223,10497.283056150172,5903.906011456905,8237.643534697954,8915.42808300489,5440.774029544894,6284.31432430048,6214.334521413138,161328.62393349913
186818,6084.6096927755425,6667.04818587616,4788.793032074316,4661.076325124824,5055.288952152685,3052.383578633823,1389.0871954716724,3904.1805827478984,2546.4470871983162,2285.7299280063507,6219.878897722124,5600.420377233254,5776.5295829432725,3953.793021317137,2638.5224274406332,3448.7713751975857,7590.401978523563,6606.8900424728645,1251.410401066776,6484.912975941486,6559.389944422904,5927.877490531862,6936.121149700817,5192.211682476286,4629.849470535163,5583.44033306097,5564.943570114896,4986.24166651277,135386.25094727596
1162,5875.031543649996,6960.3410781732855,4288.718517659916,8031.506515919199,8388.849058282352,13101.61311228756,3845.3999191715816,4744.903835080042,11520.92339662663,5173.688100517369,8320.632697615027,7799.103932739642,6502.224254167302,5382.874836251041,8718.595847195136,4708.899377673627,5710.077195151889,10539.562686801952,3391.800868465142,6798.028351618782,8724.311748739821,5831.82392008343,7362.223204560887,7314.028956565152,5638.919226933853,8345.97875569044,8618.876017129167,7977.986666420432,199616.9236211707
563835,5689.405182995941,5844.397390408607,4407.941580699111,5184.709899624607,5824.5720535672235,3565.7736559727346,1959.000147620765,7508.925486582978,5087.510565332787,3148.011278092579,5952.135766363224,5213.2308202887325,6523.995094304022,7288.317256162915,4932.88975564988,4465.716780704566,5499.131668197234,5781.0287871637565,8913.734742024822,4899.766386575178,6828.658825556849,4281.244854273012,5885.6770465431055,3994.00898652022,4309.321430267344,6017.9240755872015,4879.505398673914,5457.16449057231,149343.69940632564
267890,5484.9595599714285,5100.434931898822,5941.282641453197,4705.327049730439,4777.928378173293,3578.4813311543903,2830.2046604601414,5574.1103305309225,4156.146197287738,5981.2214283759,5375.458252667134,5282.371812600255,5595.105915137265,5335.238775753245,5104.9673052655735,3824.5990250588616,4997.226793718914,6016.989145823502,1477.0745717509487,6653.701733142529,6257.808797552884,6449.311158680499,6120.374969808277,5566.650024962557,4879.1490574101335,5868.772940093122,5381.707623294039,5955.788657223587,144272.39306897958
766764,5405.405405405406,5608.33237953531,3500.5216009007963,3215.55265467472,3720.818266025423,2078.975659718957,793.7641116980985,3466.5438212599333,2051.1550533246477,2162.5468779940325,5478.436380112864,5337.684606449472,5558.821181576063,4501.6077170418,3068.716301479867,3703.007726574331,3546.0670479446453,5171.464527292748,5214.210004444901,4234.396213260925,5363.836112188187,2620.8902793786706,4094.681243762276,3195.2071892161757,2730.4240467258655,4189.201457790228,3406.831307558143,3471.901604831114,106891.0007781656
181550,5203.52604543141,4113.253977337759,2420.8905300458678,2330.538162562412,2815.471486809673,1906.1512772484325,719.9537293603181,3109.524357940804,1679.6860279193966,1683.5016835016834,4345.676978209828,3443.2214171137784,3809.897023926153,3310.70620459688,107232.99300217965,2000.7295477909074,3166.0014002418598,3991.662733994023,10801.107805928814,4535.2805195758265,3899.0133988195253,3073.7142543498544,2586.2343971453442,3095.35696455317,2160.596419583076,3929.808178670091,3719.0110688084915,3148.7192745941757,198232.22786823922
1131492,5112.85141764648,4821.4490099576515,2841.4830024341377,2396.914249470835,3145.164244558761,1743.493034923233,684.8635475931765,4848.554647011401,2777.942276943618,3106.9502614218063,4469.250731144705,3775.0981802090823,3135.000979687806,5621.055138740026,5305.724446483882,2873.976145997988,2740.4733544885025,4502.910177756804,1347.1467159024858,3909.0497682212354,3834.3888673473784,3279.543333882211,4122.024691132976,5092.36145781328,2350.538961964006,4007.626162406132,4180.494194135093,3619.6420986537146,99645.97109792841
110618,4727.911960068946,5622.639349891268,3248.8284678180526,3245.0531377451307,3678.9525190096656,2744.857839237743,1113.20576640587,4560.635724979846,2675.6537047305774,1820.3717390709262,6714.1739094616305,4037.8339509928646,4056.6332121423234,3953.793021317137,4617.4142480211085,3990.4053411741297,7637.682872496159,5722.0386974988205,1565.972578384108,6149.781675411881,6807.1173150661325,3005.1045611724026,4910.427423654816,3869.1962056914626,2908.4951802079872,5421.319533610884,5897.482881012005,5087.813256015808,119790.7960722897
1129771,4467.0085499330635,2847.087100835527,1745.293172823765,1570.9007234993474,1831.6264319393783,978.4909889875287,475.5324632581597,2142.116779914776,1141.3251215349746,1149.7084667816375,3377.6825802199614,2350.793738591736,3759.098396940471,2095.986661903061,1606.0571297464724,4178.319166104768,1571.1804766277812,3185.4648419065593,977.8780729647485,2534.2775718881103,4103.657748481324,2991.382622536912,1759.0951141816788,2546.18072890664,2528.6100954461276,2451.266487685304,2293.8425935351647,2419.2505863450847,65079.11441352005
72275,4315.599029952567,4184.788829117547,7769.3696080541795,4830.704102779683,5756.540214666618,3095.589674251454,4116.441323166054,11493.723367499711,7235.570581806632,5009.444033834277,3542.44758413313,3885.723767907517,3621.2164094079058,4739.788019530785,5018.928530457726,3470.878884012955,3909.7662323492245,4089.97955010225,724.8606694703731,4948.690664024755,4135.970014217397,6298.369833690103,4479.768127566296,6390.414378432351,3739.4938031245547,5291.622894050815,5225.6177426688655,4699.994459731482,136021.3023300072
1903411,4295.068925548432,3841.421540574568,3729.0324717259195,4616.825600519209,4678.49722901087,3575.9397961180593,2597.8834570363074,5240.124380974317,3386.2901011580143,4379.841778215761,3006.9613214153314,3816.5827755959954,5087.119645280444,5644.873168988925,3068.716301479867,3846.7065338742304,6068.3208917904,3519.7420166745324,3214.004855198824,5653.200259298671,3931.3256645555985,4020.528020198694,5691.994294333982,4193.709435846231,3703.879576428131,4636.6548642724665,5028.808762750168,4755.397144914957,119229.4508137789
2131,4221.502718100281,3405.058944717867,2295.043963504496,2315.7879210272067,2914.9026359720965,1669.7885188696268,591.6930649700765,3086.490844178279,1733.522118557839,1615.0666557170623,3068.7481978827695,2959.234470933127,4760.557043229631,2334.166964392045,2495.1244694275556,2144.4283550908062,3413.3168456369735,3677.0489224476955,294.04725270967964,3600.8268202888976,4092.886993235966,3279.543333882211,3258.4274783417113,2970.5441837244134,2089.3679661902274,4046.535154274153,3915.8200487271884,3979.7595523463033,80229.2414383762
2854170,4198.406350645629,7954.675517912327,23119.33897435048,18563.17897205567,9220.930780220528,19755.351837402755,57246.60653742186,8464.816307727744,27790.189987563863,21406.476691029537,2471.475058697533,10523.259029813596,6487.710360742821,6883.410741931642,4732.132614431571,9660.981352316314,3262.3816841090734,5781.0287871637565,12254.248298970835,3794.0777162147283,3780.535091120589,8246.885119929744,4386.344682383073,8087.868197703446,8274.372002469252,4078.9593141641703,3956.539148020712,5170.917283791021,309553.0984403043
84642,4123.1293011638,3025.924230284995,3483.9628421453526,4012.065697575798,3757.4507946642107,3591.189006336047,5823.760167077666,2740.988137740412,2546.4470871983162,4448.276806000383,3212.9175763067924,4120.803141766691,3809.897023926153,2715.2554483744193,2351.7265114144775,2796.599865144196,2751.38433002064,3834.3558282208587,1258.2487092693268,2433.9828031164766,2671.1473008487355,4144.025467918108,4789.6605311008925,2820.7688467299054,5971.318676100479,3054.355861639625,2687.4605533725594,2640.861327078986,95617.96387253629
32033,4053.840198799844,6266.453015909351,5176.267986951699,16918.527040880293,14888.506282478662,12232.408129862273,16280.634333685848,5136.473569042958,5760.461698313315,11483.397662259451,7084.89516826626,8808.562420487859,6451.425627181619,5168.512564010956,4760.812206034186,7218.101628218024,7297.624135077876,7255.781028787163,13088.521899682019,4185.471935811348,8993.580629873766,8974.147867610736,7453.368029129886,8262.606090863705,6303.718125267106,4390.231249108335,4295.864975466743,4653.825555411919,222844.02105447315
5654,4052.129356766167,3891.495936820419,2126.14462419897,2699.2942009425406,2768.3725214169463,1674.8715889422892,728.4237732351454,3040.4238166532305,2002.7025717500499,1970.9288001970929,5087.119495819088,2986.8908678577354,3722.8136633792697,3143.979992854591,2552.4836526327867,1282.2355112914101,2982.333312117548,4070.3161868806037,1924.9837590180189,3392.898641128194,3909.784154064883,2922.77292935946,3885.0481472535785,3145.2820768846727,2694.8098200294407,3540.718259989884,3752.9436515530942,4145.967607896729,84098.16892093382
80864,3844.2620496742984,5121.895387432757,4692.752231292742,8215.884535109262,8687.142505769623,11459.781478817576,17489.430595250484,6910.054128757342,5970.422451803241,12017.190878979498,4798.780738971042,7508.711765031251,5275.8002597986915,6359.414076455877,5076.287713662958,7019.134048879702,5093.607077586128,6547.8999528079285,9484.733476937805,3865.0179185166157,4243.6775666709755,5502.4973928316585,5758.074292146506,4593.110334498253,5235.291324374377,4850.65431954658,4546.966087776806,5688.009012170123,185856.48360155016
200667,3839.9849445901036,1344.8552134599977,1106.1250848636387,1312.7714966332574,1444.368272043624,823.4573517713229,433.1822438840233,1750.5470459518601,1318.9842206418339,1396.074566806274,1627.0544136425422,1286.0224569943027,2097.2575998374446,1476.7178754317017,1749.4550877595502,3780.384007428123,4746.274356479756,1809.0294163913798,297.46640681095494,1470.1745373598012,1615.6132868036707,1468.2474339974751,2499.6468138047953,1372.9405891163256,878.4842585118002,1627.6928264788658,1764.4943027193572,1385.0671295868808,47722.37323980067
28056,3764.707895108275,5443.802220441799,4434.435594707821,7286.619318391338,5316.949871001167,10992.139032132627,13239.888582622858,4468.501669929748,5787.379743632536,12017.190878979498,4839.971989949335,7992.698711211903,4666.216735970507,5454.328926997737,4588.734656418492,4653.630605635204,3564.252007164874,5151.801164071102,5162.92269292577,2678.6041903643636,11740.123217440007,2222.954058949448,3315.3929936973354,2995.5067398901647,1816.3255615176408,2957.083381969573,2802.8313347042094,3268.7584258250386,152623.7522016504
2092,3762.997053074597,4943.058257983289,3205.7756950538987,3355.679949259169,3783.6168865490586,1331.7643590375715,510.62264502530127,2049.982724864678,1157.4759487265073,1437.1355834770468,4469.250731144705,4355.8825156258645,4804.098723503073,1929.2604501607716,1978.891820580475,2144.4283550908062,2875.042052718197,4502.910177756804,1118.0633911170378,3710.9064445504473,4943.776657619232,3334.4310884241727,3390.5874739667597,2895.6565152271596,2255.5676907735406,3385.082292517801,3528.9886054387143,3444.2002622393766,84605.13435150609
